Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-03-07T14:00:01+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Mar 2,Mar 3,Mar 4,Mar 5,Mar 6,,
New York:,,
,
DJ Indust,"18,288.63","18,203.37","18,096.90","18,135.72","17,856.78",,
DJ Opening,"18,134.05","18,281.95","18,203.37","18,096.90","18,135.72",,
Day's High,"18,288.63","18,281.95","18,203.37","18,160.35","18,135.72",,
Day's low,"18,122.59","18,136.88","18,029.50","18,087.65","17,825.15",,
Nasdaq Comp,5008.10,4979.90,4967.14,4982.81,4927.37,,
S&P 500 Index,2117.39,2107.78,2098.53,2101.04,2071.26,,
Wilshire 5000,"22,346.24","22,255.79","22,158.52","22,192.84","21,886.43",,
NYSE volume ('000),755528,742827,n/a,686171,n/a,,
NYSE rises,n/a,n/a,n/a,n/a,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,9102.82,9058.36,9017.11,9003.57,8907.41,,
NYSE Comp,"11,102.82","11,051.22","11,004.68","11,014.26","10,842.17",,
AMEX Index,2507.30,2519.93,2510.06,2523.50,2463.19,,
Canada:,,
,
DJ S&P TSX Index,"15,264.05","15,133.85","15,082.84","15,103.11","14,952.50",,
London:,,
,
FTSE 100 Index,6940.64,6889.13,6919.24,6961.14,6911.80,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3591.09,3549.11,3583.44,3618.21,3617.62,,
Germany:,,
,
German Xetra Dax,"11,410.36","11,280.36","11,390.38","11,504.01","11,550.97",,
France:,,
,
CAC Index,4917.32,4869.25,4917.35,4963.51,4964.35,,
Switzerland:,,
,
Swiss Market Index,9055.69,8954.68,8992.50,9034.60,9080.03,,
Johannesburg:,,
,
FTSE JSE All Share Index,"52,952.91","53,130.34","52,891.30","53,285.60","53,346.99",,
JSE Africa Gold Index,1373.69,1335.85,1292.63,1269.87,1217.99,,
Italy:,,
,
FTSE Italia All Share Index,"23,726.46","23,405.11","23,556.39","23,854.51","23,925.79",,
Spain:,,
,
IBEX 35,"11,178.5","11,014.7","11,051.3","11,124.4","11,091.9",,
New Zealand:,,
,
NZ Top 50 Capital,5892.67,5893.66,5874.08,5856.77,5903.07,,
NZ Top 10 Capital,1236.92,1239.78,1237.60,1232.65,1243.25,,
Tokyo:,,
,
Nikkei 225 Index,"18,826.88","18,815.16","18,703.60","18,751.84","18,971.00",,
Nikkei high,"18,939.17","18,910.52","18,732.66","18,767.50","18,979.64",,
Nikkei low,"18,775.23","18,730.57","18,586.84","18,655.36","18,808.30",,
Nikkei 300 Index,310.03,310.43,308.07,309.57,313.34,,
Topix Index,1524.97,1526.83,1517.01,1523.72,1540.84,,
Hong Kong:,,
,
Hang Seng Index,"24,887.44","24,702.78","24,465.38","24,193.04","24,164.00",,
China:,,
,
Shanghai A Index,3495.99,3419.14,3436.38,3403.72,3396.05,,
Korea:,,
,
Seoul KOSPI,1996.81,2001.38,1998.29,1998.38,2012.94,,
Taiwan:,,
,
TAIEX Index,9601.36,9605.77,9621.73,9595.09,9645.77,,
Singapore:,,
,
Straits Times Index,3403.89,3422.11,3415.53,3395.27,3417.51,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1817.13,1821.25,1825.54,1806.09,1806.96,,
Indonesia:,,
,
JSX Composite Index,5477.83,5474.62,5448.06,5450.95,5514.79,,
India:,,
,
BSE Sensex Index,"29,459.14","29,593.73","29,380.73","29,448.95",Closed,,
Thailand:,,
,
FTSE SET Index,1582.14,1562.84,Closed,1553.33,1568.29,,
Philippines:,,
,
Manila PSE Index,7773.92,7776.51,7847.83,7819.04,7861.33,,
World:,,
,
MSCI World,1776.65,1768.57,1760.91,1763.74,1741.99,,
Comm Research Index,222.53,222.58,223.76,222.67,220.69,,
Moody's Comm Index,5405.75,5385.44,5359.28,5363.92,5363.92,,
LME Index,2745.1,2716.4,2728.5,2735.8,2709.7,,
,
Source: Thomson Reuters,
