Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2011-03-27T16:30:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Mar 21,Mar 22,Mar 23,Mar 24,Mar 25,,
New York:,,
,
DJ Indust,"12,036.53","12,018.63","12,086.02","12,170.56","12,220.59",,
DJ Opening,"11,860.11","12,036.37","12,018.40","12,087.54","12,170.71",,
Day's High,"12,078.30","12,050.98","12,116.14","12,191.18","12,259.79",,
Day's low,"11,860.11","12,002.85","11,972.61","12,087.54","12,170.71",,
Nasdaq Comp,2692.09,2683.87,2698.30,2736.42,2743.06,,
S&P 500 Index,1298.38,1293.77,1297.54,1309.66,1313.80,,
Wilshire 5000,"13,714.86","13,661.92","13,698.68","13,828.30","13,883.04",,
NYSE volume ('000),"1,001,131","82,288","87,740","86,869","82,397",,
NYSE rises,2458,1262,1635,1947,1969,,
NYSE falls,547,1703,1325,1013,1015,,
Transport,5166.83,5099.93,5096.58,5165.88,5207.57,,
NYSE Comp,8256.36,8228.41,8248.83,8311.61,8321.78,,
AMEX Index,2311.76,2318.38,2333.34,2320.74,2325.18,,
Canada:,,
,
DJ S&P TSX Index,"14,013.70","14,000.00","14,087.18","14,029.37","14,039.39",,
London:,,
,
FTSE 100 Index,5786.09,5762.71,5795.88,5880.87,5900.76,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2860.81,2854.79,2866.23,2909.78,2911.33,,
Germany:,,
,
German Xetra Dax,6816.12,6780.97,6804.45,6933.58,6946.36,,
France:,,
,
CAC Index,3904.45,3892.71,3913.73,3968.84,3972.38,,
Switzerland:,,
,
Swiss Market Index,6223.91,6227.03,6256.06,6319.23,6352.28,,
Johannesburg:,,
,
FTSE JSE All Share Index,Closed,"30,868.31","31,215.55","31,647.69","31,595.89",,
JSE Africa Gold Index,-,2574.37,2641.09,2749.49,2690.35,,
Italy:,,
,
FTSE Italia All Share Index,"22,186.57","22,209.87","22,347.83","22,667.51","22,642.69",,
Spain:,,
,
IBEX 35,"10,574.4","10,576.1","10,638.0","10,755.6","10,710.4",,
New Zealand:,,
,
NZ Top 50 Capital,3348.37,3365.23,3375.79,3387.25,3388.61,,
NZ Top 10 Capital,863.72,868.12,872.01,874.89,872.90,,
Tokyo:,,
,
Nikkei 225 Index,Closed,9608.32,9449.47,9435.01,9536.13,,
Nikkei high,-,9625.03,9592.40,9509.85,9569.71,,
Nikkei low,-,9395.85,9387.95,9418.71,9469.37,,
Nikkei 300 Index,-,176.19,174.65,173.07,174.06,,
Topix Index,-,868.13,861.10,853.95,857.38,,
Nikkei vol (mil),-,3658,3986,3290,3154,,
Hong Kong:,,
,
Hang Seng Index,"22,685.22","22,857.90","22,825.40","22,915.28","23,158.67",,
China:,,
,
Shanghai A Index,3045.98,3056.42,3087.21,3085.33,3118.04,,
Korea:,,
,
Seoul KOSPI,2003.42,2013.66,2012.18,2036.78,2054.04,,
Taiwan:,,
,
TAIEX Index,8467.71,8508.04,8545.08,8576.40,8610.39,,
Singapore:,,
,
Straits Times Index,2983.51,3002.75,3022.19,3043.03,3070.84,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1508.88,1509.10,1511.97,1513.84,1515.55,,
Indonesia:,,
,
JSX Composite Index,3518.85,3517.72,3556.23,3611.64,3607.11,,
India:,,
,
BSE Sensex Index,"17,839.05","17,988.30","18,206.16","18,350.74","18,815.64",,
Thailand:,,
,
FTSE SET Index,1019.93,1019.14,1027.54,1034.39,1037.73,,
Philippines:,,
,
Manila PSE Index,3844.31,3854.14,3855.52,3841.54,3875.81,,
World:,,
,
MSCI World,1307.42,1311.01,1311.6,1324.04,1325.85,,
Comm Research Index,353.37,356.59,357.17,358.62,359.71,,
Moody's Comm Index,7115.45,7140.12,7172.51,7171.60,7229.51,,
LME Index,4228.3,4265.7,4363.9,4367.2,4354.5,,
,
Source: Thomson Reuters,
