Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-02-28T14:00:01+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Feb 23,Feb 24,Feb 25,Feb 26,Feb 27,,
New York:,,
,
DJ Indust,"18,116.84","18,209.19","18,224.57","18,214.42","18,132.70",,
DJ Opening,"18,140.76","18,112.57","18,208.67","18,224.41","18,213.26",,
Day's High,"18,141.21","18,231.09","18,244.38","18,239.43","18,213.26",,
Day's low,"18,054.84","18,098.73","18,182.76","18,157.07","18,132.38",,
Nasdaq Comp,4960.97,4968.12,4967.14,4987.89,4963.53,,
S&P 500 Index,2109.66,2115.48,2113.86,2110.74,2104.50,,
Wilshire 5000,"22,260.00","22,308.64","22,314.56","22,278.23","22,212.34",,
NYSE volume ('000),734399,714961,704212,718466,n/a,,
NYSE rises,n/a,n/a,n/a,n/a,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,9143.52,9178.48,9131.80,9082.17,9024.52,,
NYSE Comp,"11,074.58","11,122.11","11,117.93","11,082.10","11,062.79",,
AMEX Index,2486.62,2505.19,2515.30,2521.11,2522.37,,
Canada:,,
,
DJ S&P TSX Index,"15,200.26","15,164.97","15,228.57","15,241.16","15,234.34",,
London:,,
,
FTSE 100 Index,6912.16,6949.63,6935.38,6949.73,6946.66,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3519.58,3547.10,3541.78,3574.94,3599.00,,
Germany:,,
,
German Xetra Dax,"11,130.92","11,205.74","11,210.27","11,327.19","11,401.66",,
France:,,
,
CAC Index,4862.30,4886.44,4882.22,4910.62,4951.48,,
Switzerland:,,
,
Swiss Market Index,8977.69,8984.61,8977.62,9049.49,9014.53,,
Johannesburg:,,
,
FTSE JSE All Share Index,"53,336.46","53,374.88","53,217.75","53,331.16","53,344.20",,
JSE Africa Gold Index,1334.73,1332.17,1332.59,1357.11,1381.62,,
Italy:,,
,
FTSE Italia All Share Index,"23,333.62","23,520.15","23,314.55","23,576.88","23,750.69",,
Spain:,,
,
IBEX 35,"10,990.1","11,064.5","11,049.5","11,139.5","11,178.3",,
New Zealand:,,
,
NZ Top 50 Capital,5754.36,5722.97,5842.29,5861.68,5878.47,,
NZ Top 10 Capital,1198.50,1189.06,1226.84,1236.19,1235.48,,
Tokyo:,,
,
Nikkei 225 Index,"18,466.92","18,603.48","18,585.20","18,785.79","18,797.94",,
Nikkei high,"18,509.08","18,603.48","18,648.77","18,790.83","18,865.39",,
Nikkei low,"18,402.02","18,427.98","18,552.81","18,587.13","18,714.64",,
Nikkei 300 Index,305.03,306.39,306.11,309.19,309.51,,
Topix Index,1502.83,1508.28,1507.62,1521.68,1523.85,,
Hong Kong:,,
,
Hang Seng Index,"24,836.76","24,750.07","24,778.28","24,902.06","24,823.29",,
China:,,
,
Shanghai A Index,Closed,Closed,3383.19,3456.20,3468.70,,
Korea:,,
,
Seoul KOSPI,1968.39,1976.12,1990.47,1993.08,1985.80,,
Taiwan:,,
,
TAIEX Index,Closed,9629.37,9699.54,9622.10,Closed,,
Singapore:,,
,
Straits Times Index,3421.30,3437.61,3440.83,3426.18,3402.86,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1809.39,1818.68,1815.86,1820.87,1821.21,,
Indonesia:,,
,
JSX Composite Index,5403.28,5417.31,5445.11,5454.80,5450.29,,
India:,,
,
BSE Sensex Index,"28,975.11","29,004.66","29,007.99","28,746.65","29,220.12",,
Thailand:,,
,
FTSE SET Index,1593.89,1598.66,1589.33,1593.55,1587.01,,
Philippines:,,
,
Manila PSE Index,7826.07,7834.86,7844.06,7764.39,7730.57,,
World:,,
,
MSCI World,1770.35,1774.92,1776.86,1773.99,1772.86,,
Comm Research Index,222.52,222.81,224.51,221.50,224.64,,
Moody's Comm Index,5365.41,5405.76,5403.19,5421.43,5421.43,,
LME Index,2689.6,2732.3,2723.1,2756.5,2753.0,,
,
Source: Thomson Reuters,
