Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2013-11-09T15:00:01+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Nov 4,Nov 5,Nov 6,Nov 7,Nov 8,,
New York:,,
,
DJ Indust,"15,639.12","15,618.22","15,746.88","15,593.98","15,761.78",,
DJ Opening,"15,621.20","15,631.22","15,628.72","15,751.31","15,591.54",,
Day's High,"15,658.90","15,651.89","15,750.29","15,797.68","15,764.29",,
Day's low,"15,588.48","15,522.18","15,628.72","15,586.33","15,579.35",,
Nasdaq Comp,3936.59,3939.86,3931.95,3857.33,3919.23,,
S&P 500 Index,1767.93,1762.97,1770.49,1747.15,1770.61,,
Wilshire 5000,"18,836.05","18,781.18","18,824.90","18,548.79","18,798.63",,
NYSE volume ('000),"66,045,400","74,118,000","70,303,900","90,918,800","82,275,700",,
NYSE rises,2007,956,1583,654,1722,,
NYSE falls,956,2045,1391,2351,1285,,
Transport,7129.19,7091.23,7040.68,6940.83,7017.34,,
NYSE Comp,"10,064.11","10,011.92","10,059.46",9924.37,"10,032.14",,
AMEX Index,2429.51,2435.02,2443.38,2403.25,2422.98,,
Canada:,,
,
DJ S&P TSX Index,"13,361.78","13,361.71","13,380.41","13,294.20","13,378.33",,
London:,,
,
FTSE 100 Index,6763.62,6746.84,6741.69,6697.22,6708.42,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3061.18,3035.92,3056.40,3042.98,3034.91,,
Germany:,,
,
German Xetra Dax,9037.23,9009.11,9040.87,9081.03,9078.28,,
France:,,
,
CAC Index,4288.59,4253.34,4286.93,4280.99,4260.44,,
Switzerland:,,
,
Swiss Market Index,8185.69,8149.31,8224.58,8229.66,8240.92,,
Johannesburg:,,
,
FTSE JSE All Share Index,"45,671.44","45,750.23","46,192.91","46,068.47","45,481.19",,
JSE Africa Gold Index,1297.98,1285.14,1334.16,1352.84,1312.35,,
Italy:,,
,
FTSE Italia All Share Index,"20,479.26","20,274.33","20,445.25","20,059.75","20,144.26",,
Spain:,,
,
IBEX 35,9873.8,9795.7,9837.1,9740.4,9747.2,,
New Zealand:,,
,
NZ Top 50 Capital,4910.68,4938.70,4944.57,4922.69,4951.36,,
NZ Top 10 Capital,1148.30,1153.59,1147.13,1150.43,1158.65,,
Tokyo:,,
,
Nikkei 225 Index,Closed,"14,225.37","14,337.31","14,228.44","14,086.80",,
Nikkei high,–,"14,323.24","14,407.69","14,371.56","14,122.28",,
Nikkei low,–,"14,141.82","14,130.86","14,222.03","14,026.17",,
Nikkei 300 Index,–,240.40,242.23,240.76,238.99,,
Topix Index,–,1182.58,1192.16,1184.73,1176.42,,
Hong Kong:,,
,
Hang Seng Index,"23,189.62","23,038.95","23,036.94","22,881.03","22,744.39",,
China:,,
,
Shanghai A Index,2250.10,2258.03,2239.59,2228.84,2204.46,,
Korea:,,
,
Seoul KOSPI,2025.17,2013.93,2013.67,2004.04,1984.87,,
Taiwan:,,
,
TAIEX Index,8354.14,8262.20,8281.97,8283.71,8229.59,,
Singapore:,,
,
Straits Times Index,3203.94,3205.54,3205.29,3202.10,3177.25,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1807.47,Closed,1803.05,1806.61,1804.48,,
Indonesia:,,
,
JSX Composite Index,4423.29,Closed,4449.76,4486.11,4476.72,,
India:,,
,
BSE Sensex Index,Closed,"20,974.79","20,894.94","20,822.77","20,666.15",,
Thailand:,,
,
FTSE SET Index,1388.40,1415.44,1434.97,1425.23,1405.03,,
Philippines:,,
,
Manila PSE Index,6543.39,6519.58,6477.30,6436.49,6355.18,,
World:,,
,
MSCI World,1603.82,1599.43,1607.72,1588.47,1596.28,,
Comm Research Index,274.28,273.58,274.48,273.71,274.94,,
Moody's Comm Index,5751.64,5738.33,5708.01,5714.08,5677.21,,
LME Index,3100.3,3103.6,3087.4,3089.7,3092.6,,
,
Source: Thomson Reuters,
