Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-07-25T13:30:01+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jul 20,Jul 21,Jul 22,Jul 23,Jul 24,,
New York:,,
,
DJ Indust,"18,100.41","17,919.29","17,851.04","17,731.92","17,568.53",,
DJ Opening,"18,085.91","18,096.67","17,918.35","17,853.78","17,731.05",,
Day's High,"18,137.12","18,096.67","17,919.35","17,860.95","17,756.54",,
Day's low,"18,064.50","17,868.34","17,807.41","17,705.03","17,553.73",,
Nasdaq Comp,5218.86,5208.12,5171.77,5146.41,5088.63,,
S&P 500 Index,2128.28,2119.21,2114.15,2102.15,2079.65,,
Wilshire 5000,"22,413.11","22,310.37","22,265.72","22,131.98","21,906.75",,
NYSE volume ('000),873462,739157,779335,839683,n/a,,
NYSE rises,n/a,n/a,n/a,n/a,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,8262.27,8323.01,8297.68,8127.00,8072.57,,
NYSE Comp,"10,969.49","10,919.00","10,899.86","10,840.73","10,721.95",,
AMEX Index,2349.62,2356.07,2335.69,2309.60,2291.42,,
Canada:,,
,
DJ S&P TSX Index,"14,425.55","14,376.24","14,307.12","14,265.37","14,186.24",,
London:,,
,
FTSE 100 Index,6788.69,6769.07,6667.34,6655.01,6579.81,,
Europe:,,
,
EURO STOXX 50 Index,3686.58,3647.96,3635.58,3634.64,3600.00,,
Germany:,,
,
German Xetra Dax,"11,735.72","11,604.80","11,520.67","11,512.11","11,347.45",,
France:,,
,
CAC Index,5142.49,5106.57,5082.57,5086.74,5057.36,,
Switzerland:,,
,
Swiss Market Index,9482.62,9385.45,9289.26,9381.57,9322.97,,
Johannesburg:,,
,
FTSE JSE All Share Index,"52,988.32","52,901.42","51,977.56","52,237.02","51,356.08",,
JSE Africa Gold Index,846.93,869.80,862.83,854.07,810.07,,
Italy:,,
,
FTSE Italia All Share Index,"25,627.97","25,320.59","25,311.45","25,282.54","25,161.21",,
Spain:,,
,
IBEX 35,"11,556.1","11,458.6","11,484.3","11,441.9","11,309.3",,
New Zealand:,,
,
NZ Top 50 Capital,5861.93,5876.91,5927.75,5901.30,5894.18,,
NZ Top 10 Capital,1212.77,1219.05,1231.64,1224.87,1221.16,,
Tokyo:,,
,
Nikkei 225 Index,Closed,"20,841.97","20,593.67","20,683.95","20,544.53",,
Nikkei high,–,"20,850.00","20,677.84","20,708.23","20,631.54",,
Nikkei low,–,"20,710.34","20,576.19","20,648.76","20,527.78",,
Nikkei 300 Index,–,339.31,335.62,337.39,335.39,,
Topix Index,–,1673.88,1655.37,1664.88,1655.86,,
Hong Kong:,,
,
Hang Seng Index,"25,404.81","25,536.43","25,282.62","25,398.85","25,128.51",,
China:,,
,
Shanghai A Index,4182.64,4209.51,4218.31,4320.84,4265.34,,
Korea:,,
,
Seoul KOSPI,2073.31,2083.62,2064.73,2065.07,2045.96,,
Taiwan:,,
,
TAIEX Index,8975.00,9005.96,8918.70,8791.12,8767.86,,
Singapore:,,
,
Straits Times Index,3373.48,3371.41,3359.17,3356.37,3352.65,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1724.13,1736.19,1729.53,1722.44,1720.76,,
Indonesia:,,
,
JSX Composite Index,Closed,Closed,4906.69,4902.85,4856.60,,
India:,,
,
BSE Sensex Index,"28,420.12","28,182.14","28,504.93","28,370.84","28,112.31",,
Thailand:,,
,
FTSE SET Index,1466.71,1447.44,1447.84,1444.66,1438.08,,
Philippines:,,
,
Manila PSE Index,7541.17,7627.96,7635.62,7653.22,7665.52,,
World:,,
,
MSCI World,1782.19,1777.86,1766.64,1762.80,1745.50,,
Comm Research Index,212.39,212.55,209.83,207.51,205.57,,
Moody's Comm Index,5307.47,5301.43,5247.22,5243.91,5243.91,,
LME Index,2550.2,2528.6,2492.8,2459.3,2457.3,,
,
Source: Thomson Reuters,
