Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2013-04-07T19:30:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Apr 1,Apr 2,Apr 3,Apr 4,Apr 5,,
New York:,,
,
DJ Indust,"14,572.85","14,662.01","14,550.35","14,606.11","14,565.25",,
DJ Opening,"14,578.54","14,572.85","14,662.01","14,550.35","14,606.11",,
Day's High,"14,605.72","14,684.49","14,683.13","14,625.24","14,606.11",,
Day's low,"14,531.48","14,572.85","14,525.36","14,538.72","14,434.43",,
Nasdaq Comp,3239.17,3254.86,3218.60,3224.98,3203.86,,
S&P 500 Index,1562.17,1570.25,1553.69,1559.98,1553.28,,
Wilshire 5000,"16,507.07","16,560.12","16,366.06","16,436.98","16,376.39",,
NYSE volume ('000),"57,431","63,867","81,073","64,655","72,501",,
NYSE rises,912,1426,645,1832,1427,,
NYSE falls,2058,1534,2351,1093,1549,,
Transport,6162.30,6087.04,6005.95,6009.66,6037.36,,
NYSE Comp,9107.76,9092.90,8983.40,9027.83,9000.25,,
AMEX Index,2400.74,2403.45,2376.62,2384.58,2381.68,,
Canada:,,
,
DJ S&P TSX Index,"12,695.14","12,682.10","12,422.12","12,363.05","12,331.85",,
London:,,
,
FTSE 100 Index,Closed,6490.66,6420.28,6344.12,6249.78,,
Europe:,,
,
DJ Euro Stoxx 50 Index,Closed,2679.80,2639.01,2621.43,2585.28,,
Germany:,,
,
German Xetra Dax,Closed,7943.87,7874.75,7817.39,7658.75,,
France:,,
,
CAC Index,Closed,3805.37,3754.96,3726.16,3663.48,,
Switzerland:,,
,
Swiss Market Index,Closed,7899.30,7875.10,7762.65,7641.11,,
Johannesburg:,,
,
FTSE JSE All Share Index,Closed,"40,041.32","39,414.34","39,064.88","38,500.21",,
JSE Africa Gold Index,–,1819.52,1742.89,1712.02,1731.57,,
Italy:,,
,
FTSE Italia All Share Index,Closed,"16,621.77","16,266.44","16,218.34","16,297.85",,
Spain:,,
,
IBEX 35,Closed,8050.4,7904.3,7847.9,7798.4,,
New Zealand:,,
,
NZ Top 50 Capital,Closed,4411.41,4412.85,4430.17,4432.97,,
NZ Top 10 Capital,–,1032.34,1033.42,1039.04,1039.05,,
Tokyo:,,
,
Nikkei 225 Index,"12,135.02","12,003.43","12,362.20","12,634.54","12,833.64",,
Nikkei high,"12,384.83","12,107.40","12,362.20","12,634.54","13,225.62",,
Nikkei low,"12,133.00","11,805.78","12,102.05","12,075.97","12,831.10",,
Nikkei 300 Index,203.33,201.36,205.39,210.96,216.68,,
Topix Index,1000.57,991.34,1010.43,1037.76,1066.24,,
Nikkei level,2849.66,3770.54,3166.23,4270.93,6449.12,,
Hong Kong:,,
,
Hang Seng Index,Closed,"22,367.82","22,337.49",Closed,"21,726.90",,
China:,,
,
Shanghai A Index,2338.53,2331.49,2328.99,n/a,n/a,,
Korea:,,
,
Seoul KOSPI,1995.99,1986.15,1983.22,1959.45,1927.23,,
Taiwan:,,
,
TAIEX Index,7899.24,7913.18,7942.35,n/a,n/a,,
Singapore:,,
,
Straits Times Index,3309.04,3309.75,3324.86,3307.80,3299.78,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1667.61,1685.00,1685.40,1688.46,1688.65,,
Indonesia:,,
,
JSX Composite Index,4937.58,4957.25,4981.47,4922.61,4926.07,,
India:,,
,
BSE Sensex Index,"18,864.75","19,040.95","18,801.64","18,509.70","18,450.23",,
Thailand:,,
,
FTSE SET Index,1549.55,1550.54,1520.52,1528.46,1489.53,,
Philippines:,,
,
Manila PSE Index,6839.59,6748.43,6815.30,6783.72,6727.14,,
World:,,
,
MSCI World,1428.04,1435.41,1425.59,1422.22,1419.11,,
Comm Research Index,n/a,294.04,290.27,288.98,288.79,,
Moody's Comm Index,6076.06,6089.42,6056.53,6042.88,n/a,,
LME Index,n/a,3219.3,3190.0,3212.5,3193.3,,
,
Source: Thomson Reuters,
