Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-08-29T13:45:00+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Aug 24,Aug 25,Aug 26,Aug 27,Aug 28,,
New York:,,
,
DJ Indust,"15,871.35","15,666.44","16,285.51","16,654.77","16,643.01",,
DJ Opening,"16,459.75","15,882.27","15,676.26","16,285.51","16,649.42",,
Day's High,"16,459.75","16,312.94","16,303.75","16,666.69","16,669.97",,
Day's low,"15,370.33","15,651.24","15,676.26","16,285.51","16,535.18",,
Nasdaq Comp,4526.25,4506.49,4697.54,4812.71,4828.33,,
S&P 500 Index,1893.21,1867.61,1940.51,1987.66,1988.87,,
Wilshire 5000,"19,956.48","19,722.01","20,427.87","20,921.50","20,968.31",,
NYSE volume ('000),1335976,1659937,1268960,1310922,n/a,,
NYSE rises,n/a,n/a,n/a,n/a,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,7595.08,7466.97,7682.12,7866.72,7908.66,,
NYSE Comp,9789.94,9692.39,9979.67,"10,230.51","10,242.06",,
AMEX Index,2153.11,2135.02,2167.87,2205.49,2230.13,,
Canada:,,
,
DJ S&P TSX Index,"13,052.74","13,150.93","13,381.59","13,766.67","13,865.07",,
London:,,
,
FTSE 100 Index,5898.87,6081.34,5979.20,6192.03,6247.94,,
Europe:,,
,
EURO STOXX 50 Index,3073.39,3218.01,3170.73,3280.78,3286.59,,
Germany:,,
,
German Xetra Dax,9648.43,"10,128.12",9997.43,"10,315.62","10,298.53",,
France:,,
,
CAC Index,4383.46,4564.86,4501.05,4658.18,4675.13,,
Switzerland:,,
,
Swiss Market Index,8468.89,8758.79,8548.75,8812.58,8785.10,,
Johannesburg:,,
,
FTSE JSE All Share Index,"47,631.19","48,980.84","48,359.24","49,125.08","49,966.80",,
JSE Africa Gold Index,1078.65,946.88,886.26,889.81,968.74,,
Italy:,,
,
FTSE Italia All Share Index,"22,046.39","23,280.66","23,103.07","23,845.22","23,631.01",,
Spain:,,
,
IBEX 35,9756.6,"10,115.4",9984.5,"10,290.2","10,352.9",,
New Zealand:,,
,
NZ Top 50 Capital,5607.31,5613.29,5577.78,5634.94,5670.48,,
NZ Top 10 Capital,1152.54,1161.46,1150.55,1164.56,1171.94,,
Tokyo:,,
,
Nikkei 225 Index,"18,540.68","17,806.70","18,376.83","18,574.44","19,136.32",,
Nikkei high,"19,154.65","18,835.35","18,442.84","18,810.05","19,192.82",,
Nikkei low,"18,498.80","17,747.50","17,714.30","18,486.46","18,901.09",,
Nikkei 300 Index,301.40,291.23,300.27,304.79,314.52,,
Topix Index,1480.87,1432.65,1478.97,1500.41,1549.80,,
Hong Kong:,,
,
Hang Seng Index,"21,251.57","21,404.96","21,080.39","21,838.54","21,612.39",,
China:,,
,
Shanghai A Index,3362.83,3106.33,3066.64,3230.41,3386.18,,
Korea:,,
,
Seoul KOSPI,1829.81,1846.63,1894.09,1908.00,1937.67,,
Taiwan:,,
,
TAIEX Index,7410.34,7675.64,7715.59,7824.55,8019.18,,
Singapore:,,
,
Straits Times Index,2843.39,2886.29,2873.00,2945.43,2955.94,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1532.14,1563.94,1580.37,1601.70,1612.74,,
Indonesia:,,
,
JSX Composite Index,4163.73,4228.50,4237.73,4430.63,4446.20,,
India:,,
,
BSE Sensex Index,"25,741.56","26,032.38","25,714.66","26,231.19","26,392.38",,
Thailand:,,
,
FTSE SET Index,1301.06,1323.88,1320.08,1358.03,1365.94,,
Philippines:,,
,
Manila PSE Index,6791.01,6830.34,6867.92,7022.09,7098.81,,
World:,,
,
MSCI World,1589.50,1583.87,1616.48,1650.53,1658.07,,
Comm Research Index,186.71,188.16,185.77,193.15,197.62,,
Moody's Comm Index,4944.35,4937.87,4867.40,4905.39,4905.39,,
LME Index,2277.5,2328.0,2276.4,2353.3,2377.6,,
,
Source: Thomson Reuters,
