Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2011-11-27T18:30:02+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Nov 21,Nov 22,Nov 23,Nov 24,Nov 25,,
New York:,,
,
DJ Indust,"11,547.31","11,493.72","11,257.55",Closed,"11,231.78",,
DJ Opening,"11,795.55","11,542.39","11,492.74",–,"11,251.88",,
Day's High,"11,795.70","11,571.75","11,492.82",–,"11,361.47",,
Day's low,"11,454.07","11,433.97","11,257.55",–,"11,231.56",,
Nasdaq Comp,2523.14,2521.28,2460.08,–,2441.51,,
S&P 500 Index,1192.98,1188.04,1161.79,–,1158.67,,
Wilshire 5000,"12,480.37","12,421.87","12,132.12",–,"12,090.56",,
NYSE volume ('000),"93,019","87,648","87,433",–,"44,115",,
NYSE rises,450,1157,351,–,1237,,
NYSE falls,2579,1846,2675,–,1625,,
Transport,4729.30,4677.29,4564.20,–,4533.44,,
NYSE Comp,7134.47,7094.89,6919.92,–,6898.18,,
AMEX Index,2187.86,2177.88,2119.3,–,2105.33,,
Canada:,,
,
DJ S&P TSX Index,"11,784.72","11,795.19","11,571.71","11,485.32","11,462.06",,
London:,,
,
FTSE 100 Index,5222.60,5206.82,5139.78,5127.57,5164.65,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2160.28,2136.81,2096.79,2090.25,2111.26,,
Germany:,,
,
German Xetra Dax,5606.00,5537.39,5457.77,5428.11,5492.87,,
France:,,
,
CAC Index,2894.94,2870.68,2822.43,2822.25,2856.97,,
Switzerland:,,
,
Swiss Market Index,5477.26,5447.66,5386.14,5356.96,5395.61,,
Johannesburg:,,
,
FTSE JSE All Share Index,"31,116.01","31,369.74","30,956.19","31,201.82","31,123.96",,
JSE Africa Gold Index,3031.61,3121.75,3061.89,3100.43,3062.21,,
Italy:,,
,
FTSE Italia All Share Index,"15,272.22","15,056.21","14,688.46","14,676.55","14,688.75",,
Spain:,,
,
IBEX 35,8021.0,7904.9,7739.3,7721.8,7763.5,,
New Zealand:,,
,
NZ Top 50 Capital,3256.56,3252.27,3268.67,3241.10,3212.27,,
NZ Top 10 Capital,831.86,832.61,841.21,833.89,824.78,,
Tokyo:,,
,
Nikkei 225 Index,8348.27,8314.74,Closed,8165.18,8160.01,,
Nikkei high,8375.60,8350.35,–,8212.95,8199.67,,
Nikkei low,8343.93,8261.01,–,8157.39,8135.79,,
Nikkei 300 Index,144.52,144.53,–,142.20,142.31,,
Topix Index,717.08,717.79,–,706.08,706.60,,
Nikkei vol (mil),n/a,1510,–,1495,1503,,
Hong Kong:,,
,
Hang Seng Index,"18,225.85","18,251.59","17,864.43","17,935.10","17,689.48",,
China:,,
,
Shanghai A Index,2529.59,2526.96,2508.58,2511.18,2493.03,,
Korea:,,
,
Seoul KOSPI,1820.03,1826.28,1783.10,1795.06,1776.40,,
Taiwan:,,
,
TAIEX Index,7042.64,7000.03,6806.43,6864.39,6784.52,,
Singapore:,,
,
Straits Times Index,2697.98,2717.20,2676.57,2677.15,2643.93,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1434.08,1437.99,1433.17,1447.99,1431.55,,
Indonesia:,,
,
JSX Composite Index,3679.83,3735.53,3687.01,3696.03,3637.19,,
India:,,
,
BSE Sensex Index,"15,946.10","16,065.42","15,699.97","15,858.49","15,695.43",,
Thailand:,,
,
FTSE SET Index,965.07,977.36,976.87,980.50,967.18,,
Philippines:,,
,
Manila PSE Index,4299.47,4289.75,4271.59,4237.65,4261.59,,
World:,,
,
MSCI World,1130.98,1127.25,1102.89,1099.84,1097.81,,
Comm Research Index,309.01,311.13,306.92,306.92,305.65,,
Moody's Comm Index,6184.37,6155.89,6093.17,6091.42,6091.42,,
LME Index,3254.0,3264.3,3211.1,3213.7,3201.7,,
,
Source: Thomson Reuters,
