Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2011-07-17T16:30:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jul 11,Jul 12,Jul 13,Jul 14,Jul 15,,
New York:,,
,
DJ Indust,"12,505.76","12,446.88","12,491.61","12,437.12","12,479.73",,
DJ Opening,"12,655.62","12,505.54","12,447.33","12,491.53","12,437.12",,
Day's High,"12,655.84","12,570.58","12,611.04","12,581.98","12,504.82",,
Day's low,"12,470.30","12,446.88","12,447.33","12,414.41","12,406.09",,
Nasdaq Comp,2802.62,2781.91,2796.92,2762.67,2789.80,,
S&P 500 Index,1319.49,1313.64,1317.72,1308.87,1316.14,,
Wilshire 5000,"13,976.74","13,915.78","13,971.34","13,855.42","13,941.70",,
NYSE volume ('000),"82,698","92,303","88,146","92,362","1,072,166",,
NYSE rises,425,1258,1992,638,1804,,
NYSE falls,2574,1720,979,2360,1143,,
Transport,5447.96,5386.16,5416.26,5349.86,5342.54,,
NYSE Comp,8228.73,8192.75,8246.80,8191.13,8227.04,,
AMEX Index,2377.48,2371.55,2398.15,2378.07,2405.19,,
Canada:,,
,
DJ S&P TSX Index,"13,179.75","13,234.07","13,324.94","13,252.92","13,299.54",,
London:,,
,
FTSE 100 Index,5929.16,5868.96,5906.43,5846.95,5843.66,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2709.14,2693.53,2715.05,2695.29,2675.38,,
Germany:,,
,
German Xetra Dax,7230.25,7174.14,7267.87,7214.74,7220.12,,
France:,,
,
CAC Index,3807.51,3774.12,3793.27,3751.23,3726.59,,
Switzerland:,,
,
Swiss Market Index,6053.00,6014.84,6025.23,5980.97,5938.06,,
Johannesburg:,,
,
FTSE JSE All Share Index,"31,845.02","31,926.55","32,310.38","32,203.94","32,288.43",,
JSE Africa Gold Index,2384.78,2431.20,2545.11,2519.27,2570.20,,
Italy:,,
,
FTSE Italia All Share Index,"19,041.54","19,247.99","19,567.67","19,362.34","19,177.68",,
Spain:,,
,
IBEX 35,9670.6,9603.4,9666.9,9598.6,9484.2,,
New Zealand:,,
,
NZ Top 50 Capital,3434.14,3430.38,3424.35,3409.55,3406.38,,
NZ Top 10 Capital,889.58,891.32,889.67,885.63,886.20,,
Tokyo:,,
,
Nikkei 225 Index,"10,069.53",9925.92,9963.14,9936.12,9974.47,,
Nikkei high,"10,109.30",9971.14,9979.67,9998.49,9985.32,,
Nikkei low,"10,057.77",9907.81,9887.33,9884.00,9919.10,,
Nikkei 300 Index,176.41,173.68,174.37,173.60,174.08,,
Topix Index,870.16,857.19,860.53,856.88,859.36,,
Nikkei vol (mil),1417,1831,1751,1768,1472,,
Hong Kong:,,
,
Hang Seng Index,"22,347.23","21,663.16","21,926.88","21,940.20","21,875.38",,
China:,,
,
Shanghai A Index,2935.48,2885.30,2928.01,2943.65,2953.83,,
Korea:,,
,
Seoul KOSPI,2157.16,2109.73,2129.64,2130.07,2145.20,,
Taiwan:,,
,
TAIEX Index,8665.85,8491.01,8488.06,8481.35,8574.91,,
Singapore:,,
,
Straits Times Index,3117.37,3077.36,3088.42,3088.70,3084.24,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1588.58,1578.10,1580.67,1579.84,1577.25,,
Indonesia:,,
,
JSX Composite Index,3995.59,3938.02,3980.85,3997.64,4023.20,,
India:,,
,
BSE Sensex Index,"18,721.39","18,411.62","18,596.02","18,618.20","18,561.92",,
Thailand:,,
,
FTSE SET Index,1077.24,1062.39,1077.40,1079.91,Closed,,
Philippines:,,
,
Manila PSE Index,4375.86,4350.09,4404.00,4423.55,4458.74,,
World:,,
,
MSCI World,1314.8,1307.28,1320.3,1310.83,1313.17,,
Comm Research Index,340.81,344.45,349.36,344.92,346.48,,
Moody's Comm Index,7034.19,7054.19,6945.27,7090.56,7110.68,,
LME Index,4158.1,4200.9,4291.7,4213.5,4222.5,,
,
Source: Thomson Reuters,
