Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-01-25T23:45:02+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jan 20,Jan 21,Jan 22,Jan 23,Jan 24,,
New York:,,
,
DJ Indust,Closed,"16,414.44","16,373.34","16,197.35","15,879.11",,
DJ Opening,–,"16,459.27","16,420.48","16,371.99","16,203.29",,
Day's High,–,"16,520.60","16,453.49","16,372.96","16,203.29",,
Day's low,–,"16,316.25","16,332.98","16,140.58","15,879.11",,
Nasdaq Comp,–,4225.76,4243.00,4218.88,4128.17,,
S&P 500 Index,–,1843.80,1844.86,1828.46,1790.29,,
Wilshire 5000,–,"19,724.65","19,756.40","19,590.32","19,168.63",,
NYSE volume ('000),–,"75,271,000","62,877,500","77,951,000","91,832,900",,
NYSE rises,–,2012,1950,1014,408,,
NYSE falls,–,1059,1059,2047,2648,,
Transport,–,7469.74,7548.56,7569.89,7258.72,,
NYSE Comp,–,"10,366.01","10,368.89","10,269.39","10,034.42",,
AMEX Index,–,2416.46,2424.03,2407.23,2354.07,,
Canada:,,
,
DJ S&P TSX Index,"13,990.29","13,951.77","13,988.20","13,932.97","13,717.76",,
London:,,
,
FTSE 100 Index,6836.73,6834.26,6826.33,6773.28,6663.74,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3153.17,3153.08,3151.27,3117.08,3028.20,,
Germany:,,
,
German Xetra Dax,9715.90,9730.12,9720.11,9631.04,9392.02,,
France:,,
,
CAC Index,4322.86,4323.87,4324.98,4280.96,4161.47,,
Switzerland:,,
,
Swiss Market Index,8480.95,8486.37,8466.70,8404.98,8201.50,,
Johannesburg:,,
,
FTSE JSE All Share Index,"46,934.59","46,889.64","47,000.95","47,045.44","46,462.14",,
JSE Africa Gold Index,1215.05,1168.29,1188.28,1206.41,1271.07,,
Italy:,,
,
FTSE Italia All Share Index,"21,244.64","21,265.60","21,221.61","21,067.36","20,589.05",,
Spain:,,
,
IBEX 35,"10,454.1","10,357.4","10,279.7","10,241.2",9868.9,,
New Zealand:,,
,
NZ Top 50 Capital,4890.50,4921.67,4950.34,4911.08,4873.70,,
NZ Top 10 Capital,1133.22,1141.69,1149.77,1140.29,1128.15,,
Tokyo:,,
,
Nikkei 225 Index,"15,641.68","15,795.96","15,820.96","15,695.89","15,391.56",,
Nikkei high,"15,727.26","15,894.68","15,870.53","15,958.58","15,485.02",,
Nikkei low,"15,574.23","15,705.84","15,631.41","15,690.45","15,288.32",,
Nikkei 300 Index,262.29,263.01,263.84,261.32,256.62,,
Topix Index,1293.86,1295.95,1299.63,1287.52,1264.60,,
Hong Kong:,,
,
Hang Seng Index,"22,928.95","23,033.12","23,082.25","22,733.90","22,450.06",,
China:,,
,
Shanghai A Index,2083.74,2101.61,2147.14,2137.07,2149.88,,
Korea:,,
,
Seoul KOSPI,1953.78,1963.89,1970.42,1947.59,1940.56,,
Taiwan:,,
,
TAIEX Index,8621.56,8599.90,8625.30,8595.10,8598.31,,
Singapore:,,
,
Straits Times Index,3128.79,3133.76,3133.74,3100.24,3075.99,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1807.59,1815.34,1814.10,1808.31,1802.57,,
Indonesia:,,
,
JSX Composite Index,4431.57,4452.50,4477.49,4496.04,4437.34,,
India:,,
,
BSE Sensex Index,"21,205.05","21,251.12","21,337.67","21,373.66","21,133.56",,
Thailand:,,
,
FTSE SET Index,1289.99,1293.10,1290.49,1308.34,1314.63,,
Philippines:,,
,
Manila PSE Index,6005.60,6019.24,6139.86,6170.05,6191.50,,
World:,,
,
MSCI World,1657.11,1659.49,1661.74,1650.45,1618.36,,
Comm Research Index,278.41,279.00,281.14,281.90,283.15,,
Moody's Comm Index,5779.48,5774.02,5747.85,5749.70,5751.49,,
LME Index,3166.1,3174.0,3156.2,3116.2,3105.1,,
,
Source: Thomson Reuters,
