Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2010-10-10T16:50:02+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Oct 4,Oct 5,Oct 6,Oct 7,Oct 8,,
New York:,,
,
DJ Indust,"10,751.27","10,944.72","10,967.65","10,948.58","11,006.48",,
DJ Opening,"10,828.85","10,752.78","10,936.79","10,968.41","10,948.50",,
Day's High,"10,853.71","10,965.61","10,974.16","10,998.53","11,032.17",,
Day's low,"10,711.12","10,752.63","10,918.57","10,892.76","10,929.28",,
Nasdaq Comp,2344.52,2399.83,2380.66,2383.67,2401.91,,
S&P 500 Index,1137.03,1160.75,1159.97,1158.06,1165.15,,
Wilshire 5000,"11,895.80","12,149.83","12,125.69","12,107.74","12,196.20",,
NYSE volume ('000),"94,282","1,238,001","97,923","91,541","94,513",,
NYSE rises,821,2448,1399,1357,2207,,
NYSE falls,2160,561,1574,1596,748,,
Transport,4453.92,4576.47,4583.57,4576.64,4628.39,,
NYSE Comp,7272.53,7434.18,7448.33,7425.01,7478.42,,
AMEX Index,2020.29,2059.44,2058.08,2046.32,2071.15,,
Canada:,,
,
DJ S&P TSX Index,"12,322.94","12,498.00","12,501.72","12,445.93","12,535.59",,
London:,,
,
FTSE 100 Index,5555.97,5635.76,5681.39,5662.13,5657.61,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2701.02,2758.56,2780.00,2786.88,2785.43,,
Germany:,,
,
German Xetra Dax,6134.21,6215.83,6270.73,6276.25,6291.67,,
France:,,
,
CAC Index,3649.81,3731.93,3764.91,3770.47,3763.18,,
Switzerland:,,
,
Swiss Market Index,6248.80,6313.90,6351.01,6375.58,6363.16,,
Johannesburg:,,
,
FTSE JSE All Share Index,"29,294.97","29,569.04","29,697.98","29,524.11","29,647.99",,
JSE Africa Gold Index,2537.55,2600.43,2569.27,2527.42,2533.77,,
Italy:,,
,
FTSE Italia All Share Index,"20,715.84","21,123.13","21,179.64","21,300.36","21,357.91",,
Spain:,,
,
IBEX 35,"10,383.0","10,651.2","10,700.2","10,740.3","10,720.8",,
New Zealand:,,
,
NZ Top 50 Capital,3228.92,3218.32,3235.04,3236.08,3232.66,,
NZ Top 10 Capital,831.91,828.35,830.13,829.73,827.98,,
Tokyo:,,
,
Nikkei 225 Index,9381.06,9518.76,9691.43,9684.81,9588.88,,
Nikkei high,9508.36,9538.35,9693.74,9716.92,9675.59,,
Nikkei low,9358.82,9332.19,9567.00,9649.17,9588.88,,
Nikkei 300 Index,167.53,169.62,172.07,172.31,171.03,,
Topix Index,822.74,832.64,844.50,846.06,839.44,,
Nikkei vol (mil),2031,1173,2884,2193,1972,,
Hong Kong:,,
,
Hang Seng Index,"22,618.66","22,639.14","22,880.41","22,884.32","22,944.18",,
China:,,
,
Shanghai A Index,Closed,Closed,Closed,Closed,2869.23,,
Korea:,,
,
Seoul KOSPI,1879.29,1878.94,1903.95,1900.85,1897.07,,
Taiwan:,,
,
TAIEX Index,8246.10,8200.43,8284.03,8283.92,8244.19,,
Singapore:,,
,
Straits Times Index,3157.45,3162.36,3190.07,3166.65,3153.34,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1462.27,1472.19,1479.61,1481.45,1481.41,,
Indonesia:,,
,
JSX Composite Index,3569.50,3591.70,3603.40,3586.19,3546.95,,
India:,,
,
BSE Sensex Index,"20,475.73","20,407.71","20,543.08","20,315.32","20,250.26",,
Thailand:,,
,
FTSE SET Index,964.22,969.28,979.00,970.90,963.19,,
Philippines:,,
,
Manila PSE Index,4188.31,4171.87,4196.73,4245.05,4236.98,,
World:,,
,
MSCI World,1175.35,1199.00,1205.33,1206.36,1209.8,,
Comm Research Index,283.91,288.35,289.07,287.23,295.04,,
Moody's Comm Index,5596.13,5602.48,5639.42,5664.55,5678.26,,
LME Index,3722.7,3781.5,3802.7,3716.1,3820.8,,
,
Source: Thomson Reuters,
