Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-05-13T17:30:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,May 7,May 8,May 9,May 10,May 11,,
New York:,,
,
DJ Indust,"13,008.53","12,932.09","12,835.06","12,855.04","12,820.60",,
DJ Opening,"13,035.85","13,000.73","12,921.81","12,831.58","12,851.79",,
Day's High,"13,049.09","13,000.73","12,921.81","12,931.71","12,918.01",,
Day's low,"12,970.00","12,810.39","12,748.48","12,820.30","12,779.28",,
Nasdaq Comp,2957.76,2946.27,2934.71,2933.64,2933.82,,
S&P 500 Index,1369.58,1363.72,1354.58,1357.99,1353.39,,
Wilshire 5000,"14,298.57","14,161.41","14,206.20","14,215.97","14,257.21",,
NYSE volume ('000),"75,326","90,094","93,942","78,334","78,516",,
NYSE rises,1608,1182,957,1862,1182,,
NYSE falls,1368,1787,2032,1102,1785,,
Transport,5245.26,5234.19,5159.33,5133.81,5140.70,,
NYSE Comp,7948.77,7887.26,7820.26,7852.75,7815.89,,
AMEX Index,2388.16,2349.93,2334.28,2335.43,2328.34,,
Canada:,,
,
DJ S&P TSX Index,"11,860.66","11,704.74","11,675.01","11,736.17","11,694.67",,
London:,,
,
FTSE 100 Index,Closed,5554.55,5530.05,5543.95,5575.52,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2283.09,2236.11,2225.63,2247.38,2254.54,,
Germany:,,
,
German Xetra Dax,6569.48,6444.74,6475.31,6518.00,6579.93,,
France:,,
,
CAC Index,3214.22,3124.80,3118.65,3130.17,3129.77,,
Switzerland:,,
,
Swiss Market Index,6040.18,5977.80,5936.13,5926.60,5954.88,,
Johannesburg:,,
,
FTSE JSE All Share Index,"33,956.08","33,547.77","33,434.04","33,869.71","34,038.46",,
JSE Africa Gold Index,2218.68,2201.38,2256.24,2333.24,2358.36,,
Italy:,,
,
FTSE Italia All Share Index,"15,303.71","14,973.96","14,810.15","15,032.48","15,097.75",,
Spain:,,
,
IBEX 35,7063.2,7006.9,6812.7,7045.7,6995.6,,
New Zealand:,,
,
NZ Top 50 Capital,3540.13,3552.06,3559.47,3569.05,3548.06,,
NZ Top 10 Capital,898.31,902.92,906.39,910.07,900.25,,
Tokyo:,,
,
Nikkei 225 Index,9119.14,9181.65,9045.06,9009.65,8953.31,,
Nikkei high,9206.45,9207.56,9115.94,9075.63,9050.61,,
Nikkei low,9109.01,9159.47,9021.20,8985.90,8944.63,,
Nikkei 300 Index,155.57,156.46,154.51,154.24,153.18,,
Topix Index,772.06,776.57,765.83,765.42,758.38,,
Nikkei vol (mil),1795,1602,1802,1895,1997,,
Hong Kong:,,
,
Hang Seng Index,"20,536.65","20,484.75","20,330.64","20,227.28","19,964.63",,
China:,,
,
Shanghai A Index,2568.12,2564.81,2522.59,2524.44,2508.43,,
Korea:,,
,
Seoul KOSPI,1956.44,1967.01,1950.29,1944.93,1917.13,,
Taiwan:,,
,
TAIEX Index,7538.08,7545.71,7475.71,7484.01,7401.37,,
Singapore:,,
,
Straits Times Index,2924.95,2931.98,2900.91,2903.60,2883.40,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1584.87,1590.60,1584.90,1588.06,1584.32,,
Indonesia:,,
,
JSX Composite Index,4158.86,4181.07,4129.06,4133.63,4114.14,,
India:,,
,
BSE Sensex Index,"16,912.71","16,546.18","16,479.58","16,420.05","16,292.98",,
Thailand:,,
,
FTSE SET Index,Closed,1231.04,1207.25,1190.65,1191.01,,
Philippines:,,
,
Manila PSE Index,5229.53,5242.06,5214.79,5192.10,5158.14,,
World:,,
,
MSCI World,1260.93,1250.58,1240.85,1245.04,1242.40,,
Comm Research Index,297.73,295.40,295.10,294.86,292.07,,
Moody's Comm Index,6181.09,6156.49,6074.45,6063.37,n/a,,
LME Index,Closed,3459.8,3435.0,3447.8,3422.6,,
,
Source: Thomson Reuters,
