Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2013-04-14T20:30:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Apr 8,Apr 9,Apr 10,Apr 11,Apr 12,,
New York:,,
,
DJ Indust,"14,613.48","14,673.46","14,802.24","14,865.14","14,865.06",,
DJ Opening,"14,565.25","14,613.48","14,673.46","14,802.24","14,865.14",,
Day's High,"14,613.48","14,716.46","14,826.66","14,887.51","14,865.21",,
Day's low,"14,497.80","14,598.50","14,673.46","14,785.36","14,790.57",,
Nasdaq Comp,3222.25,3237.86,3297.25,3300.16,3294.95,,
S&P 500 Index,1563.07,1568.61,1587.73,1593.37,"1,588.85",,
Wilshire 5000,n/a,"16,540.58","16,745.03","16,803.65","16,756.24",,
NYSE volume ('000),"58,211","66,898","70,000","64,173","69,921",,
NYSE rises,2051,1719,2273,1835,1158,,
NYSE falls,929,1243,726,1157,1780,,
Transport,6091.59,6072.86,6181.33,6164.86,6143.75,,
NYSE Comp,9051.59,9088.38,9189.09,9234.02,9188.26,,
AMEX Index,2389.25,2400.55,2411.44,2420.77,2406.85,,
Canada:,,
,
DJ S&P TSX Index,"12,344.56","12,484.05","12,534.91","12,481.37","12,337.59",,
London:,,
,
FTSE 100 Index,6276.94,6313.21,6387.37,6416.14,6384.39,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2589.25,2595.13,2661.62,2674.33,2633.47,,
Germany:,,
,
German Xetra Dax,7662.64,7637.51,7810.63,7871.63,7744.77,,
France:,,
,
CAC Index,3666.78,3670.72,3743.71,3775.66,3729.30,,
Switzerland:,,
,
Swiss Market Index,7691.84,7653.95,7771.37,7815.28,7760.60,,
Johannesburg:,,
,
FTSE JSE All Share Index,"38,582.95","38,540.81","39,070.57","39,109.98","38,630.54",,
JSE Africa Gold Index,1709.99,1772.75,1740.67,1699.55,1623.57,,
Italy:,,
,
FTSE Italia All Share Index,"16,295.78","16,502.77","16,988.06","17,082.09","16,850.07",,
Spain:,,
,
IBEX 35,7787.1,7872.5,8136.4,8159.5,8040.4,,
New Zealand:,,
,
NZ Top 50 Capital,4397.20,4395.21,4420.06,4409.54,4435.77,,
NZ Top 10 Capital,1029.72,1027.37,1034.98,1030.46,1038.34,,
Tokyo:,,
,
Nikkei 225 Index,"13,192.59","13,192.35","13,288.13","13,549.16","13,485.14",,
Nikkei high,"13,225.22","13,331.39","13,325.15","13,549.16","13,568.25",,
Nikkei low,"13,080.29","13,151.73","13,177.31","13,384.11","13,402.86",,
Nikkei 300 Index,223.89,224.07,227.83,233.83,234.26,,
Topix Index,1101.74,1102.04,1121.04,1147.29,1148.57,,
Nikkei level,n/a,n/a,n/a,n/a,4565.44,,
Hong Kong:,,
,
Hang Seng Index,"21,718.05","21,870.34","22,034.56","22,101.27","22,089.05",,
China:,,
,
Shanghai A Index,2314.73,2329.55,2330.01,2323.10,2309.67,,
Korea:,,
,
Seoul KOSPI,1918.69,1920.74,1935.58,1949.80,1924.23,,
Taiwan:,,
,
TAIEX Index,7752.79,7728.54,7752.80,7857.98,7821.63,,
Singapore:,,
,
Straits Times Index,3284.61,3296.57,3293.25,3308.80,3294.19,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1687.99,1690.27,1696.20,1707.04,1698.53,,
Indonesia:,,
,
JSX Composite Index,4897.52,4899.59,4877.48,4924.26,4937.21,,
India:,,
,
BSE Sensex Index,"18,437.78","18,226.48","18,414.45","18,542.20","18,242.56",,
Thailand:,,
,
FTSE SET Index,n/a,1470.72,1490.25,1516.81,1527.32,,
Philippines:,,
,
Manila PSE Index,6732.22,n/a,6815.84,6831.74,6891.43,,
World:,,
,
MSCI World,1426.45,1433.01,1452.41,1462.82,1456.54,,
Comm Research Index,289.69,291.51,291.30,290.46,287.72,,
Moody's Comm Index,6080.26,6106.89,6106.48,6097.63,n/a,,
LME Index,3215.7,3275.1,3249.1,3269.9,3184.5,,
,
Source: Thomson Reuters,
