Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2011-03-13T16:30:01+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Mar 7,Mar 8,Mar 9,Mar 10,Mar 11,,
New York:,,
,
DJ Indust,"12,090.03","12,214.38","12,213.09","11,984.61","12,044.40",,
DJ Opening,"12,171.09","12,085.87","12,211.16","12,211.43","11,976.96",,
Day's High,"12,243.44","12,251.20","12,257.82","12,211.43","12,087.01",,
Day's low,"12,041.60","12,072.21","12,156.60","11,974.39","11,936.32",,
Nasdaq Comp,2745.63,2765.77,2751.72,2701.02,2715.61,,
S&P 500 Index,1310.13,1321.82,1320.02,1295.11,1304.28,,
Wilshire 5000,"13,820.51","13,951.45","13,925.26","13,653.79","13,746.22",,
NYSE volume ('000),"1,034,446","98,777","87,006","1,150,045","92,106",,
NYSE rises,693,2243,1417,474,1925,,
NYSE falls,2301,717,1560,2511,1023,,
Transport,5018.23,5147.18,5146.99,5087.98,5126.98,,
NYSE Comp,8337.02,8394.04,8379.44,8200.07,8248.53,,
AMEX Index,2402.07,2395.27,2362.18,2300.84,2306.64,,
Canada:,,
,
DJ S&P TSX Index,"14,092.35","14,012.97","13,884.71","13,638.58","13,674.25",,
London:,,
,
FTSE 100 Index,5973.78,5974.76,5937.30,5845.29,5828.67,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2931.42,2945.42,2935.11,2909.73,2883.84,,
Germany:,,
,
German Xetra Dax,7161.93,7164.75,7131.80,7063.09,6981.49,,
France:,,
,
CAC Index,3990.41,4015.91,3993.81,3963.99,3928.68,,
Switzerland:,,
,
Swiss Market Index,6495.52,6511.21,6446.60,6404.62,6353.76,,
Johannesburg:,,
,
FTSE JSE All Share Index,"32,298.21","31,827.42","31,820.37","30,898.94","31,173.86",,
JSE Africa Gold Index,2703.89,2682.41,2708.20,2614.49,2662.30,,
Italy:,,
,
FTSE Italia All Share Index,"22,779.11","22,972.70","23,058.91","22,721.66","22,505.51",,
Spain:,,
,
IBEX 35,"10,495.7","10,568.7","10,559.5","10,435.6","10,398.4",,
New Zealand:,,
,
NZ Top 50 Capital,3430.05,3421.17,3414.42,3406.24,3382.84,,
NZ Top 10 Capital,895.79,890.24,884.62,882.28,876.17,,
Tokyo:,,
,
Nikkei 225 Index,"10,505.02","10,525.19","10,589.50","10,434.38","10,254.43",,
Nikkei high,"10,626.97","10,565.10","10,662.07","10,549.17","10,378.55",,
Nikkei low,"10,472.51","10,509.23","10,563.82","10,410.10","10,254.43",,
Nikkei 300 Index,191.39,190.94,192.16,189.40,186.25,,
Topix Index,941.63,939.16,944.29,930.84,915.51,,
Nikkei vol (mil),2205,2177,1903,1947,3146,,
Hong Kong:,,
,
Hang Seng Index,"23,313.19","23,711.70","23,810.11","23,614.89","23,249.78",,
China:,,
,
Shanghai A Index,3137.44,3141.36,3143.70,3096.37,3071.79,,
Korea:,,
,
Seoul KOSPI,1980.27,1996.32,2001.47,1981.58,1955.54,,
Taiwan:,,
,
TAIEX Index,8713.79,8747.75,8750.02,8642.90,8567.82,,
Singapore:,,
,
Straits Times Index,3066.52,3103.84,3092.90,3075.44,3043.49,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1515.74,1517.66,1523.69,1516.91,1495.62,,
Indonesia:,,
,
JSX Composite Index,3561.72,3580.31,3598.68,3587.65,3542.23,,
India:,,
,
BSE Sensex Index,"18,222.67","18,439.65","18,469.95","18,327.98","18,174.09",,
Thailand:,,
,
FTSE SET Index,1002.94,1018.57,1017.01,1019.22,1007.06,,
Philippines:,,
,
Manila PSE Index,3886.48,3898.87,3926.86,3959.94,3924.35,,
World:,,
,
MSCI World,1338.87,1341.05,1339.58,1313.55,1315.07,,
Comm Research Index,363.01,361.21,360.35,354.58,352.00,,
Moody's Comm Index,7246.51,7202.76,7118.46,7108.32,7032.10,,
LME Index,4268.2,4279.2,4171.0,4155.6,4139.6,,
,
Source: Thomson Reuters,
