Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2011-05-01T16:30:02+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Apr 25,Apr 26,Apr 27,Apr 28,Apr 29,,
New York:,,
,
DJ Indust,"12,479.88","12,595.37","12,690.96","12,763.31","12,810.54",,
DJ Opening,"12,505.99","12,480.86","12,592.23","12,689.90","12,763.46",,
Day's High,"12,506.22","12,613.16","12,708.37","12,776.14","12,832.83",,
Day's low,"12,446.05","12,478.14","12,588.33","12,674.54","12,751.13",,
Nasdaq Comp,2825.88,2847.54,2869.88,2872.53,2873.54,,
S&P 500 Index,1335.25,1347.24,1355.66,1360.48,1363.61,,
Wilshire 5000,"14,132.73","14,257.33","14,346.67","14,394.60","14,432.16",,
NYSE volume ('000),"69,555","90,658","95,915","95,796","97,246",,
NYSE rises,1379,2188,1932,1838,1953,,
NYSE falls,1640,837,1041,1144,1028,,
Transport,5300.81,5398.91,5445.91,5510.06,5514.87,,
NYSE Comp,8485.25,8554.99,8609.28,8639.73,8671.41,,
AMEX Index,2446.62,2450.69,2481.21,2474.70,2483.05,,
Canada:,,
,
DJ S&P TSX Index,"13,907.32","13,909.10","13,892.57","13,894.40","13,944.79",,
London:,,
,
FTSE 100 Index,Closed,6069.36,6068.16,6069.90,Closed,,
Europe:,,
,
DJ Euro Stoxx 50 Index,Closed,2955.36,2977.59,3005.33,3011.25,,
Germany:,,
,
German Xetra Dax,Closed,7356.51,7404.95,7475.22,7514.46,,
France:,,
,
CAC Index,Closed,4045.29,4067.72,4104.90,4106.92,,
Switzerland:,,
,
Swiss Market Index,Closed,6476.59,6472.42,6516.21,6539.70,,
Johannesburg:,,
,
FTSE JSE All Share Index,Closed,"32,668.15",Closed,"32,659.95","32,836.23",,
JSE Africa Gold Index,–,2781.05,–,2745.06,2764.82,,
Italy:,,
,
FTSE Italia All Share Index,Closed,"22,651.07","22,936.59","23,081.68","23,129.69",,
Spain:,,
,
IBEX 35,Closed,"10,650.6","10,740.9","10,867.8","10,878.9",,
New Zealand:,,
,
NZ Top 50 Capital,Closed,3486.48,3492.04,3503.76,3519.33,,
NZ Top 10 Capital,–,897.27,898.63,904.06,907.13,,
Tokyo:,,
,
Nikkei 225 Index,9671.96,9558.69,9691.84,9849.74,Closed,,
Nikkei high,9748.40,9627.43,9728.03,9849.74,–,,
Nikkei low,9657.24,9536.51,9630.37,9712.58,–,,
Nikkei 300 Index,170.88,169.41,170.80,173.15,–,,
Topix Index,840.68,833.64,839.87,851.85,–,,
Nikkei vol (mil),1462,n/a,1624,2184,–,,
Hong Kong:,,
,
Hang Seng Index,Closed,"24,007.38","23,892.84","23,805.63","23,720.81",,
China:,,
,
Shanghai A Index,3104.45,3077.22,3063.83,3023.88,3049.19,,
Korea:,,
,
Seoul KOSPI,2216.00,2206.30,2206.70,2208.35,2192.36,,
Taiwan:,,
,
TAIEX Index,8950.75,8948.14,9049.25,9040.77,9007.87,,
Singapore:,,
,
Straits Times Index,3187.72,3171.83,3182.68,3184.99,3179.86,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1524.05,1527.34,1529.91,1535.30,1534.95,,
Indonesia:,,
,
JSX Composite Index,3788.54,3774.87,3804.93,3808.93,3819.62,,
India:,,
,
BSE Sensex Index,"19,584.31","19,545.35","19,448.69","19,292.02","19,135.96",,
Thailand:,,
,
FTSE SET Index,1105.43,1096.95,1101.35,1092.31,1093.56,,
Philippines:,,
,
Manila PSE Index,4331.37,4305.57,4321.32,4278.83,4319.51,,
World:,,
,
MSCI World,1357.50,1366.7,1371.38,1384.94,1388.62,,
Comm Research Index,366.72,366.36,365.98,366.47,370.73,,
Moody's Comm Index,7555.12,7566.99,7464.71,7407.07,7386.95,,
LME Index,Closed,4336.6,4268.5,4280.2,Closed,,
,
Source: Thomson Reuters,
