Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-01-11T13:45:00+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jan 6,Jan 7,Jan 8,Jan 9,Jan 10,,
New York:,,
,
DJ Indust,"16,425.10","16,530.94","16,462.74","16,444.76","16,437.05",,
DJ Opening,"16,474.04","16,429.02","16,527.66","16,471.41","16,453.62",,
Day's High,"16,532.99","16,562.32","16,528.88","16,525.35","16,487.65",,
Day's low,"16,405.52","16,429.02","16,416.69","16,378.61","16,379.02",,
Nasdaq Comp,4113.68,4153.18,4165.61,4156.19,4174.67,,
S&P 500 Index,1826.77,1837.88,1837.49,1838.13,1842.37,,
Wilshire 5000,"19,481.35","19,609.77","19,608.32","19,613.62","19,674.01",,
NYSE volume ('000),"66,521,100","69,432,300","75,525,900","69,576,500","66,876,400",,
NYSE rises,1386,2007,1292,1587,2175,,
NYSE falls,1632,999,1717,1407,841,,
Transport,7234.03,7287.76,7310.13,7379.62,7466.03,,
NYSE Comp,"10,270.06","10,327.33","10,320.92","10,325.74","10,371.13",,
AMEX Index,2391.83,2396.84,2382.00,2377.55,2375.50,,
Canada:,,
,
DJ S&P TSX Index,"13,495.54","13,596.93","13,614.63","13,629.41","13,747.52",,
London:,,
,
FTSE 100 Index,6730.73,6755.45,6721.78,6691.34,6739.94,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3069.16,3110.96,3110.66,3090.26,3104.15,,
Germany:,,
,
German Xetra Dax,9428.00,9506.20,9497.84,9421.61,9473.24,,
France:,,
,
CAC Index,4227.54,4262.68,4260.96,4225.14,4250.60,,
Switzerland:,,
,
Swiss Market Index,8272.23,8319.40,8352.82,8295.90,8365.12,,
Johannesburg:,,
,
FTSE JSE All Share Index,"45,897.44","45,867.52","45,696.97","45,444.59","45,548.15",,
JSE Africa Gold Index,1070.12,1038.48,1041.46,1035.91,1025.48,,
Italy:,,
,
FTSE Italia All Share Index,"20,502.50","20,736.99","20,685.33","20,738.20","20,825.85",,
Spain:,,
,
IBEX 35,9888.5,"10,178.7","10,253.6","10,234.2","10,290.6",,
New Zealand:,,
,
NZ Top 50 Capital,4765.32,4759.63,4779.80,4814.87,4864.39,,
NZ Top 10 Capital,1112.67,1106.77,1106.58,1110.06,1122.85,,
Tokyo:,,
,
Nikkei 225 Index,"15,908.88","15,814.37","16,121.45","15,880.33","15,912.06",,
Nikkei high,"16,164.01","15,935.37","16,121.45","16,004.56","15,922.14",,
Nikkei low,"15,864.44","15,784.25","15,906.57","15,838.44","15,754.70",,
Nikkei 300 Index,262.92,261.17,265.90,263.64,264.10,,
Topix Index,1292.15,1283.25,1306.23,1296.75,1298.48,,
Hong Kong:,,
,
Hang Seng Index,"22,684.15","22,712.78","22,996.59","22,787.33","22,846.25",,
China:,,
,
Shanghai A Index,2141.02,2142.66,2139.51,2121.91,2106.95,,
Korea:,,
,
Seoul KOSPI,1953.28,1959.44,1958.96,1946.11,1938.54,,
Taiwan:,,
,
TAIEX Index,8500.01,8512.30,8556.01,8514.68,8529.35,,
Singapore:,,
,
Straits Times Index,3123.82,3120.88,3150.65,3145.41,3143.87,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1829.18,1825.11,1831.30,1828.21,1826.61,,
Indonesia:,,
,
JSX Composite Index,4202.81,4175.81,4200.59,4201.22,4254.97,,
India:,,
,
BSE Sensex Index,"20,787.30","20,693.24","20,729.38","20,713.37","20,758.49",,
Thailand:,,
,
FTSE SET Index,1230.84,1262.36,1257.73,1258.26,1255.45,,
Philippines:,,
,
Manila PSE Index,5985.81,5947.44,5986.48,5937.51,5842.88,,
World:,,
,
MSCI World,1641.16,1647.65,1650.17,1646.37,1655.11,,
Comm Research Index,277.70,277.42,275.44,272.88,276.01,,
Moody's Comm Index,5752.28,5713.75,5741.68,5708.16,5681.64,,
LME Index,3128.9,3134.4,3128.9,3082.2,3123.9,,
,
Source: Thomson Reuters,
