Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2013-06-23T19:30:07+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jun 17,Jun 18,Jun 19,Jun 20,Jun 21,,
New York:,,
,
DJ Indust,"15,179.85","15,318.23","15,112.19","14,758.32","14,799.40",,
DJ Opening,"15,078.71","15,186.30","15,315.47","15,105.51","14,760.62",,
Day's High,"15,261.71","15,340.09","15,322.07","15,105.51","14,858.56",,
Day's low,"15,078.71","15,186.30","15,112.11","14,732.03","14,688.43",,
Nasdaq Comp,3452.13,3482.18,3443.20,3364.64,3357.25,,
S&P 500 Index,1639.04,1651.81,1628.93,1588.19,1592.43,,
Wilshire 5000,"17,284.91","17,421.23","17,191.43","16,758.07","16,788.83",,
NYSE volume ('000)," 63,318","64,562","75,967","1,065,511","2,008,562",,
NYSE rises,1393,2051, 446,146,1515,,
NYSE falls,1616,969,2581,2948,1498,,
Transport,6297.21,6358.56,6283.04,6142.12,6110.43,,
NYSE Comp,9337.89,9399.64,9255.71,8995.97,9018.55,,
AMEX Index,2337.22,2349.18,2320.00,2236.18,2238.95,,
Canada:,,
,
DJ S&P TSX Index,"12,288.90","12,367.46","12,268.29","11,968.57","11,995.66",,
London:,,
,
FTSE 100 Index,6330.49,6374.21,6348.82,6159.51,6116.17,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2702.69,2700.93,2683.98,2586.45,2549.48,,
Germany:,,
,
German Xetra Dax,8215.73,8229.51,8197.08,7928.48,7789.24,,
France:,,
,
CAC Index,3863.66,3860.55,3839.34,3698.93,3658.04,,
Switzerland:,,
,
Swiss Market Index,7729.71,7699.74,7731.82,7496.05,7421.06,,
Johannesburg:,,
,
FTSE JSE All Share Index,Closed,"41,003.25","40,784.31","39,536.08","39,016.62",,
JSE Africa Gold Index,–,1402.58,1371.18,1319.98,1293.84,,
Italy:,,
,
FTSE Italia All Share Index,"17,192.86","17,177.09","17,025.43","16,521.46","16,231.33",,
Spain:,,
,
IBEX 35,8136.3,8180.2,8098.3,7822.1,7700.2,,
New Zealand:,,
,
NZ Top 50 Capital,4447.64,4462.10,4445.55,4398.52,4363.07,,
NZ Top 10 Capital,1046.55,1052.10,1044.77,1036.50,1032.37,,
Tokyo:,,
,
Nikkei 225 Index,"13,033.12","13,007.28","13,245.22","13,014.58","13,230.13",,
Nikkei high,"13,033.12","13,139.48","13,296.62","13,190.82","13,330.35",,
Nikkei low,"12,549.82","12,919.03","13,107.65","12,966.41","12,702.67",,
Nikkei 300 Index,220.62,220.86,225.20,222.19,224.02,,
Topix Index,1084.72,1086.40,1106.57,1091.81,1099.40,,
Hong Kong:,,
,
Hang Seng Index,"21,225.90","21,225.88","20,986.89","20,382.87","20,263.31",,
China:,,
,
Shanghai A Index,2256.77,2260.06,2243.45,2181.12,2169.68,,
Korea:,,
,
Seoul KOSPI,1883.10,1900.62,1888.31,1850.49,1822.83,,
Taiwan:,,
,
TAIEX Index,7992.89,8011.02,8007.39,7898.91,7793.31,,
Singapore:,,
,
Straits Times Index,3183.44,3229.55,3213.79,3133.26,3124.45,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1772.17,1774.05,1772.88,1762.34,1755.85,,
Indonesia:,,
,
JSX Composite Index,4774.50,4840.45,4806.66,4629.99,4515.37,,
India:,,
,
BSE Sensex Index,"19,325.87","19,223.28","19,245.70","18,719.29","18,774.24",,
Thailand:,,
,
FTSE SET Index,1471.04,1427.42,1437.70,1402.19,1400.50,,
Philippines:,,
,
Manila PSE Index,6339.41,6518.77,6513.20,6326.67,6182.17,,
World:,,
,
MSCI World,1476.97,1483.04,1474.88,1423.87,1421.19,,
Comm Research Index,286.79,286.97,288.49,280.09,278.60,,
Moody's Comm Index,6041.76,6021.71,6035.50,5936.45,n/a,,
LME Index,3064.6,3038.6,3023.5,2947.2,2968.9,,
,
Source: Thomson Reuters,
