Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-05-17T13:30:01+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,May 12,May 13,May 14,May 15,May 16,,
New York:,,
,
DJ Indust,"16,695.47","16,715.44","16,613.97","16,446.81","16,491.31",,
DJ Opening,"16,584.82","16,695.92","16,716.08","16,613.52","16,447.32",,
Day's High,"16,704.84","16,735.51","16,717.56","16,622.90","16,498.99",,
Day's low,"16,584.82","16,695.92","16,595.00","16,397.46","16,414.32",,
Nasdaq Comp,4143.86,4130.17,4100.63,4069.29,4090.59,,
S&P 500 Index,1896.65,1897.45,1888.53,1870.85,1877.86,,
Wilshire 5000,"20,097.80","20,079.53","19,966.91","19,745.97",n/a,,
NYSE volume ('000),n/a,n/a,n/a,n/a,n/a,,
NYSE rises,2409,1355,1155,925,n/a,,
NYSE falls,630,1683,1876,2110,n/a,,
Transport,7867.45,7903.51,7834.39,7781.32,7845.85,,
NYSE Comp,"10,703.50","10,702.86","10,656.12","10,568.37","10,603.18",,
AMEX Index,2633.38,2630.76,2628.28,2618.06,n/a,,
Canada:,,
,
DJ S&P TSX Index,"14,654.94","14,679.81","14,673.73","14,588.89","14,514.74",,
London:,,
,
FTSE 100 Index,6851.75,6873.08,6878.49,6840.89,6855.81,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3206.97,3211.78,3210.42,3163.22,3172.72,,
Germany:,,
,
German Xetra Dax,9702.46,9754.43,9754.39,9656.05,9629.10,,
France:,,
,
CAC Index,4493.65,4505.02,4501.04,4444.93,4456.28,,
Switzerland:,,
,
Swiss Market Index,8545.12,8543.58,8611.70,8644.74,8683.62,,
Johannesburg:,,
,
FTSE JSE All Share Index,"49,239.29","49,199.70","49,632.23","49,454.59","49,159.77",,
JSE Africa Gold Index,1488.20,1469.51,1482.64,1471.02,1473.39,,
Italy:,,
,
FTSE Italia All Share Index,"22,895.19","22,641.50","22,543.48","21,759.80","21,963.01",,
Spain:,,
,
IBEX 35,"10,567.0","10,587.2","10,613.9","10,365.0","10,478.7",,
New Zealand:,,
,
NZ Top 50 Capital,5162.42,5199.34,5213.36,5194.96,5186.19,,
NZ Top 10 Capital,1179.70,1192.50,1193.66,1185.64,1181.88,,
Tokyo:,,
,
Nikkei 225 Index,"14,149.52","14,425.44","14,405.76","14,298.21","14,096.59",,
Nikkei high,"14,234.49","14,464.01","14,419.65","14,306.36","14,108.44",,
Nikkei low,"14,130.30","14,359.74","14,349.87","14,190.27","14,016.49",,
Nikkei 300 Index,235.44,239.77,240.57,239.57,235.59,,
Topix Index,1157.91,1178.35,1183.15,1178.29,1159.07,,
Hong Kong:,,
,
Hang Seng Index,"22,261.61","22,352.38","22,582.77","22,730.86","22,712.91",,
China:,,
,
Shanghai A Index,2149.25,2147.08,2144.09,2120.00,2121.56,,
Korea:,,
,
Seoul KOSPI,1964.94,1982.93,2010.83,2010.20,2013.44,,
Taiwan:,,
,
TAIEX Index,8808.61,8817.94,8875.16,8880.65,8888.45,,
Singapore:,,
,
Straits Times Index,3222.43,Closed,3259.09,3272.49,3262.59,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1866.08,Closed,1879.20,1879.83,1883.34,,
Indonesia:,,
,
JSX Composite Index,4913.00,4921.39,4991.64,Closed,5031.57,,
India:,,
,
BSE Sensex Index,"23,551.00","23,871.23","23,815.12","23,905.60","24,121.74",,
Thailand:,,
,
FTSE SET Index,1375.14,Closed,1396.03,1395.21,1405.26,,
Philippines:,,
,
Manila PSE Index,6811.34,6852.81,6880.44,6849.33,6817.71,,
World:,,
,
MSCI World,1694.88,1697.99,1694.80,1682.34,1683.69,,
Comm Research Index,306.21,307.47,308.66,307.78,306.63,,
Moody's Comm Index,6350.92,6348.79,6355.32,6313.20,n/a,,
LME Index,3153.0,3143.9,3166.3,3119.4,3115.4,,
,
Source: Thomson Reuters,
