Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2011-01-23T16:00:02+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jan 17,Jan 18,Jan 19,Jan 20,Jan 21,,
New York:,,
,
DJ Indust,Closed,"11,837.93","11,825.29","11,822.80","11,871.84",,
DJ Opening,–,"11,783.82","11,834.21","11,823.70","11,822.95",,
Day's High,–,"11,858.78","11,861.24","11,845.16","11,905.48",,
Day's low,–,"11,777.99","11,798.46","11,744.77","11,822.80",,
Nasdaq Comp,–,2765.85,2725.36,2704.29,2689.54,,
S&P 500 Index,–,1295.02,1281.92,1280.26,1283.35,,
Wilshire 5000,–,"13,699.41","13,527.67","13,487.21","13,499.30",,
NYSE volume ('000),–,"1,224,240","1,082,748","1,190,168","1,261,974",,
NYSE rises,–,1626,673,1124,1578,,
NYSE falls,–,1374,2319,1845,1424,,
Transport,–,5221.65,5129.33,5080.82,5045.62,,
NYSE Comp,–,8190.91,8104.92,8076.72,8105.75,,
AMEX Index,–,2193.15,2164.35,2134.80,2125.88,,
Canada:,,
,
DJ S&P TSX Index,"13,440.11","13,559.20","13,439.04","13,331.32","13,258.57",,
London:,,
,
FTSE 100 Index,5985.70,6056.43,5976.70,5867.91,5896.25,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2910.63,2945.62,2923.76,2927.42,2970.56,,
Germany:,,
,
German Xetra Dax,7078.06,7143.45,7082.76,7024.27,7062.42,,
France:,,
,
CAC Index,3975.41,4012.68,3976.71,3964.84,4017.45,,
Switzerland:,,
,
Swiss Market Index,6578.17,6634.93,6559.66,6513.50,6567.31,,
Johannesburg:,,
,
FTSE JSE All Share Index,"32,316.20","32,559.72","32,363.75","31,837.14","32,140.01",,
JSE Africa Gold Index,2556.27,2556.84,2592.04,2564.39,2594.76,,
Italy:,,
,
FTSE Italia All Share Index,"22,027.95","22,259.98","22,374.70","22,409.59","22,712.48",,
Spain:,,
,
IBEX 35,"10,280.0","10,583.4","10,556.5","10,636.9","10,829.1",,
New Zealand:,,
,
NZ Top 50 Capital,3354.30,3343.74,3346.02,3339.29,3352.72,,
NZ Top 10 Capital,878.98,876.70,877.07,874.86,879.67,,
Tokyo:,,
,
Nikkei 225 Index,"10,502.86","10,518.98","10,557.10","10,437.31","10,274.52",,
Nikkei high,"10,562.39","10,548.21","10,580.68","10,505.63","10,461.07",,
Nikkei low,"10,482.69","10,456.71","10,534.02","10,421.83","10,257.99",,
Nikkei 300 Index,188.26,188.79,189.77,187.84,184.81,,
Topix Index,928.73,931.58,936.87,927.19,910.85,,
Nikkei vol (mil),1868,1963,2215,2040,2674,,
Hong Kong:,,
,
Hang Seng Index,"24,156.97","24,153.98","24,419.62","24,003.70","23,876.86",,
China:,,
,
Shanghai A Index,2833.84,2836.37,2887.73,2803.32,2842.78,,
Korea:,,
,
Seoul KOSPI,2099.85,2096.48,2115.69,2106.66,2069.92,,
Taiwan:,,
,
TAIEX Index,8925.09,8988.00,9086.02,9022.17,8954.38,,
Singapore:,,
,
Straits Times Index,3238.63,3249.58,3241.96,3205.48,3184.60,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1574.49,1570.04,1566.51,Closed,1547.43,,
Indonesia:,,
,
JSX Composite Index,3535.73,3548.65,3517.28,3454.12,3379.54,,
India:,,
,
BSE Sensex Index,"18,882.25","19,092.05","18,978.32","19,046.54","19,007.53",,
Thailand:,,
,
FTSE SET Index,1023.19,1024.54,1034.80,1022.16,1006.57,,
Philippines:,,
,
Manila PSE Index,4148.16,4072.59,4039.56,4006.24,3951.04,,
World:,,
,
MSCI World,1307.42,1316.17,1308.8,1295.09,1302.54,,
Comm Research Index,Closed,333.83,333.49,331.96,334.05,,
Moody's Comm Index,Closed,6582.25,6631.75,6626.31,6576.01,,
LME Index,4227.3,4250.2,4193.6,4121.4,4157.1,,
,
Source: Thomson Reuters,
