Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-06-21T13:30:01+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jun 16,Jun 17,Jun 18,Jun 19,Jun 20,,
New York:,,
,
DJ Indust,"16,781.01","16,808.49","16,906.62","16,921.46","16,947.08",,
DJ Opening,"16,765.56","16,779.21","16,806.12","16,909.90","16,920.62",,
Day's High,"16,802.14","16,823.55","16,911.41","16,923.43","16,978.02",,
Day's low,"16,722.86","16,732.91","16,755.29","16,858.88","16,920.62",,
Nasdaq Comp,4321.11,4337.23,4362.84,4359.33,4368.04,,
S&P 500 Index,1937.78,1941.99,1956.98,1959.48,1962.87,,
Wilshire 5000,"20,555.81","20,621.47","20,767.84","20,796.49","20,834.76",,
NYSE volume ('000),n/a,n/a,n/a,n/a,n/a,,
NYSE rises,1542,1891,n/a,1717,n/a,,
NYSE falls,1485,1125,n/a,1301,n/a,,
Transport,8023.09,8056.30,8178.03,8188.09,8205.11,,
NYSE Comp,"10,863.22","10,886.01","10,975.54","11,003.08","11,018.11",,
AMEX Index,2764.23,2771.18,,2812.18,n/a,,
Canada:,,
,
DJ S&P TSX Index,"15,040.43","15,055.89","15,109.25","15,112.22","15,108.97",,
London:,,
,
FTSE 100 Index,6754.64,6766.77,6778.56,6808.11,6825.20,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3261.42,3275.33,3279.20,3314.80,3302.36,,
Germany:,,
,
German Xetra Dax,9883.98,9920.32,9930.33,"10,004.00",9987.24,,
France:,,
,
CAC Index,4510.05,4536.07,4530.37,4563.04,4541.34,,
Switzerland:,,
,
Swiss Market Index,8663.59,8667.79,8657.27,8674.37,8701.61,,
Johannesburg:,,
,
FTSE JSE All Share Index,Closed,"50,911.05","50,693.95","51,263.50","51,322.67",,
JSE Africa Gold Index,Closed,1397.85,1399.14,1447.80,1484.92,,
Italy:,,
,
FTSE Italia All Share Index,"23,303.64","23,323.17","23,349.07","23,532.00","23,307.78",,
Spain:,,
,
IBEX 35,"11,008.2","11,058.5","11,112.3","11,187.8","11,155.1",,
New Zealand:,,
,
NZ Top 50 Capital,5178.80,5193.50,5184.46,5192.15,5145.03,,
NZ Top 10 Capital,1168.77,1171.84,1167.26,1165.10,1152.49,,
Tokyo:,,
,
Nikkei 225 Index,"14,933.29","14,975.97","15,115.80","15,361.16","15,349.42",,
Nikkei high,"15,056.75","15,026.96","15,139.99","15,375.38","15,422.06",,
Nikkei low,"14,867.15","14,948.54","14,995.45","15,138.28","15,305.43",,
Nikkei 300 Index,250.63,251.05,253.17,257.42,257.51,,
Topix Index,1234.68,1238.20,1249.15,1269.04,1268.92,,
Hong Kong:,,
,
Hang Seng Index,"23,300.67","23,203.59","23,181.72","23,167.73","23,194.06",,
China:,,
,
Shanghai A Index,2184.24,2164.04,2152.32,2118.97,2122.01,,
Korea:,,
,
Seoul KOSPI,1993.59,2001.55,1989.49,1992.03,1968.07,,
Taiwan:,,
,
TAIEX Index,9202.93,9240.60,9279.93,9316.81,9273.79,,
Singapore:,,
,
Straits Times Index,3290.26,3274.44,3276.80,3269.02,3258.80,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1871.58,1874.60,1876.58,1881.48,1885.72,,
Indonesia:,,
,
JSX Composite Index,4885.46,4909.52,4887.86,4864.27,4847.70,,
India:,,
,
BSE Sensex Index,"25,190.48","25,521.19","25,246.25","25,201.80","25,105.51",,
Thailand:,,
,
FTSE SET Index,1471.85,1471.02,1451.36,1461.91,1467.29,,
Philippines:,,
,
Manila PSE Index,6758.45,6704.93,6703.13,6699.39,6730.96,,
World:,,
,
MSCI World,1726.99,1728.74,1737.77,1748.46,1747.44,,
Comm Research Index,310.55,309.75,310.12,312.47,313.66,,
Moody's Comm Index,6238.81,6213.82,6252.35,6295.52,6295.52,,
LME Index,3088.4,3102.8,3107.9,3116.9,3141.0,,
,
Source: Thomson Reuters,
