Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2011-08-07T16:00:02+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Aug 1,Aug 2,Aug 3,Aug 4,Aug 5,,
New York:,,
,
DJ Indust,"12,132.49","11,866.62","11,896.44","11,383.68","11,444.61",,
DJ Opening,"12,144.22","12,129.77","11,863.74","11,893.86","11,383.98",,
Day's High,"12,282.42","12,130.30","11,904.91","11,893.94","11,555.41",,
Day's low,"11,998.08","11,865.56","11,700.34","11,372.14","11,139.00",,
Nasdaq Comp,2744.61,2669.24,2693.07,2556.39,2532.41,,
S&P 500 Index,1286.94,1254.05,1260.34,1200.07,1199.38,,
Wilshire 5000,"13,585.90","13,218.84","13,291.38","12,617.02","12,564.72",,
NYSE volume ('000),"1,108,645","1,249,960","1,348,696","1,816,459","2,248,688",,
NYSE rises,1600,645,1726,152,792,,
NYSE falls,1396,2368,1273,2946,2287,,
Transport,5130.54,4942.27,4967.18,4711.74,4693.59,,
NYSE Comp,8040.93,7831.98,7853.20,7428.40,7419.07,,
AMEX Index,2391.75,2367.76,2370.74,2246.37,2245.68,,
Canada:,,
,
DJ S&P TSX Index,Closed,"12,752.32","12,816.03","12,380.13","12,162.17",,
London:,,
,
FTSE 100 Index,5774.43,5718.39,5584.51,5393.14,5246.99,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2593.34,2544.89,2497.83,2412.29,2375.15,,
Germany:,,
,
German Xetra Dax,6953.98,6796.75,6640.59,6414.76,6236.16,,
France:,,
,
CAC Index,3588.05,3522.79,3454.94,3320.35,3278.56,,
Switzerland:,,
,
Swiss Market Index,Closed,5546.94,5483.15,5285.25,5172.06,,
Johannesburg:,,
,
FTSE JSE All Share Index,"31,257.31","30,871.78","30,520.43","29,601.61","29,256.75",,
JSE Africa Gold Index,2442.54,2499.86,2565.94,2533.32,2486.14,,
Italy:,,
,
FTSE Italia All Share Index,"18,448.14","17,985.02","17,726.54","16,881.18","16,718.86",,
Spain:,,
,
IBEX 35,9318.2,9114.9,9037.7,8686.5,8671.2,,
New Zealand:,,
,
NZ Top 50 Capital,3413.84,3397.00,3369.82,3377.78,3276.51,,
NZ Top 10 Capital,896.30,890.76,886.76,888.01,862.80,,
Tokyo:,,
,
Nikkei 225 Index,9965.01,9844.59,9637.14,9659.18,9299.88,,
Nikkei high,"10,040.13",9873.46,9705.02,9768.40,9469.16,,
Nikkei low,9906.17,9822.30,9610.38,9615.35,9264.09,,
Nikkei 300 Index,172.52,170.93,167.60,167.53,162.30,,
Topix Index,851.70,843.96,826.75,826.36,800.96,,
Nikkei vol (mil),1921,1633,1819,1997,2514,,
Hong Kong:,,
,
Hang Seng Index,"22,663.37","22,421.46","21,992.72","21,884.74","20,946.14",,
China:,,
,
Shanghai A Index,2831.60,2805.82,2805.00,2810.75,2750.53,,
Korea:,,
,
Seoul KOSPI,2172.31,2121.27,2066.26,2018.47,1943.75,,
Taiwan:,,
,
TAIEX Index,8701.38,8584.72,8456.86,8317.27,7853.13,,
Singapore:,,
,
Straits Times Index,3215.27,3177.09,3130.34,3107.01,2994.78,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1558.01,1554.85,1545.10,1546.89,1524.43,,
Indonesia:,,
,
JSX Composite Index,4193.44,4177.85,4136.51,4122.09,3921.64,,
India:,,
,
BSE Sensex Index,"18,314.33","18,109.89","17,940.55","17,693.18","17,305.87",,
Thailand:,,
,
FTSE SET Index,1144.14,1139.61,1133.46,1124.01,1093.38,,
Philippines:,,
,
Manila PSE Index,4550.53,4541.23,4488.45,4501.53,4437.55,,
World:,,
,
MSCI World,1297.23,1269.44,1262.71,1208.40,1194.05,,
Comm Research Index,341.60,342.01,337.50,328.16,326.99,,
Moody's Comm Index,7082.08,7113.84,7117.05,7079.46,7025.57,,
LME Index,4258.3,4258.9,4170.5,4093.5,3942.6,,
,
Source: Thomson Reuters,
