Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2013-11-30T15:30:00+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Nov 25,Nov 26,Nov 27,Nov 28,Nov 29,,
New York:,,
,
DJ Indust,"16,072.54","16,072.80","16,097.33",Closed,"16,086.41",,
DJ Opening,"16,072.09","16,070.93",16073.37,–,"16,105.16",,
Day's High,"16,109.63","16,120.25",16107.99,–,"16,174.51",,
Day's low,"16,055.46","16,070.93",16057.34,–,"16,074.14",,
Nasdaq Comp,3994.57,4017.75,4044.75,–,4059.89,,
S&P 500 Index,1802.48,1802.75,1807.23,–,1805.81,,
Wilshire 5000,"19,126.02","19,154.85","19,210.45",–,"19,201.96",,
NYSE volume ('000),"62,447,300","82,709,400","53,148,300",–,"47,389,900",,
NYSE rises,1328,1690,1867,–,1615,,
NYSE falls,1657,1303,1117,–,1282,,
Transport,7217.86,7213.11,7255.00,–,7235.69,,
NYSE Comp,"10,176.20","10,167.90","10,182.99",–,"10,183.23",,
AMEX Index,2378.72,2371.80,2371.46,–,2387.15,,
Canada:,,
,
DJ S&P TSX Index,"13,472.22","13,349.77","13,362.06","13,370.83","13,395.40",,
London:,,
,
FTSE 100 Index,6694.62,6636.22,6649.47,6654.47,6650.57,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3072.75,3062.62,3082.65,3092.42,3086.64,,
Germany:,,
,
German Xetra Dax,9299.95,9290.07,9351.13,9387.37,9405.30,,
France:,,
,
CAC Index,4301.97,4277.57,4293.06,4302.42,4295.21,,
Switzerland:,,
,
Swiss Market Index,8304.05,8238.92,8245.68,8257.61,8264.20,,
Johannesburg:,,
,
FTSE JSE All Share Index,"44,552.51","43,988.14","44,564.01","45,058.22","44,975.67",,
JSE Africa Gold Index,1146.53,1132.49,1137.45,1149.96,1152.99,,
Italy:,,
,
FTSE Italia All Share Index,"20,002.51","19,993.11","20,144.37","20,310.16","20,244.78",,
Spain:,,
,
IBEX 35,9689.1,9714.6,9808.4,9859.8,9837.6,,
New Zealand:,,
,
NZ Top 50 Capital,4813.88,4790.75,4799.35,4809.46,4794.95,,
NZ Top 10 Capital,1112.79,1108.28,1109.20,1110.52,1113.80,,
Tokyo:,,
,
Nikkei 225 Index,"15,619.13","15,515.24","15,449.63","15,727.12","15,661.87",,
Nikkei high,"15,619.13","15,577.97","15,512.76","15,729.09","15,727.96",,
Nikkei low,"15,469.87","15,460.97","15,414.52","15,605.73","15,507.17",,
Nikkei 300 Index,257.10,255.49,254.31,257.41,256.92,,
Topix Index,1259.61,1253.02,1247.08,1261.04,1258.66,,
Hong Kong:,,
,
Hang Seng Index,"23,684.45","23,681.28","23,806.35","23,789.09","23,881.29",,
China:,,
,
Shanghai A Index,2288.46,2285.28,2304.15,2323.23,2324.35,,
Korea:,,
,
Seoul KOSPI,2015.98,2022.64,2028.81,2045.77,2044.87,,
Taiwan:,,
,
TAIEX Index,8187.51,8248.02,8295.88,8362.43,8406.83,,
Singapore:,,
,
Straits Times Index,3180.65,3173.51,3172.06,3186.37,3176.35,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1797.97,1798.13,1798.46,1807.60,1812.72,,
Indonesia:,,
,
JSX Composite Index,4334.80,4235.26,4251.49,4233.93,4256.44,,
India:,,
,
BSE Sensex Index,"20,605.08","20,425.02","20,420.26","20,534.91","20,791.93",,
Thailand:,,
,
FTSE SET Index,1352.86,1358.69,1373.11,1359.45,1371.13,,
Philippines:,,
,
Manila PSE Index,6004.26,6025.37,6053.87,6169.96,6208.82,,
World:,,
,
MSCI World,1623.70,1621.91,1624.82,1628.88,1628.42,,
Comm Research Index,275.65,275.34,274.06,273.79,275.53,,
Moody's Comm Index,5645.99,5642.15,5641.60,5641.60,5641.60,,
LME Index,3058.7,3046.0,3020.5,3020.1,3036.5,,
,
Source: Thomson Reuters,
