Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-07-08T18:00:07+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jul 2,Jul 3,Jul 4,Jul 5,Jul 6,,
New York:,,
,
DJ Indust,"12,871.39","12,943.82",Closed,"12,896.67","12,772.47",,
DJ Opening,"12,879.71","12,868.06",–,"12,941.85","12,889.40",,
Day's High,"12,902.12","12,946.20",–,"12,961.30","12,889.40",,
Day's low,"12,795.48","12,845.28",–,"12,852.24","12,702.99",,
Nasdaq Comp,2951.23,2976.08,–,2976.12,2937.33,,
S&P 500 Index,1365.51,1374.02,–,1367.58,1354.68,,
Wilshire 5000,"14,165.25","14,350.53",–,"14,345.55","14,151.53",,
NYSE volume ('000),"73,407"," 46,465",–,"68,087","59,516",,
NYSE rises,2135,2364,–,1317,972,,
NYSE falls,881,592,–,1672,1994,,
Transport,5206.80,5237.57,–,5249.12,5198.50,,
NYSE Comp,7832.23,7901.67,–,7837.78,7756.62,,
AMEX Index,2366.67,2400.48,–,2376.38,2368.40,,
Canada:,,
,
DJ S&P TSX Index,Closed,"11,848.75","11,913.87","11,817.03","11,659.96",,
London:,,
,
FTSE 100 Index,5640.64,5687.73,5684.47,5692.63,5662.63,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2292.08,2320.43,2312.41,2284.92,2235.51,,
Germany:,,
,
German Xetra Dax,6496.08,6578.21,6564.80,6535.56,6410.11,,
France:,,
,
CAC Index,3240.20,3271.20,3267.75,3229.36,3168.79,,
Switzerland:,,
,
Swiss Market Index,6109.41,6194.08,6201.31,6202.32,6183.67,,
Johannesburg:,,
,
FTSE JSE All Share Index,"33,652.69","33,985.71","34,041.12","34,222.58","34,226.21",,
JSE Africa Gold Index,2320.17,2311.36,2311.48,2353.88,2314.56,,
Italy:,,
,
FTSE Italia All Share Index,"15,241.59","15,451.47","15,340.02","15,065.62","14,698.07",,
Spain:,,
,
IBEX 35,7124.0,7219.5,7168.5,6954.2,6738.9,,
New Zealand:,,
,
NZ Top 50 Capital,3440.16,3444.63,3483.12,3484.20,3478.70,,
NZ Top 10 Capital,864.89,866.27,875.71,876.04,874.16,,
Tokyo:,,
,
Nikkei 225 Index,9003.48,9066.59,9104.17,9079.80,9020.75,,
Nikkei high,9103.79,9082.39,9136.02,9130.54,9082.04,,
Nikkei low,9003.48,9012.86,9095.31,9069.01,8977.35,,
Nikkei 300 Index,155.52,157.10,157.52,157.00,156.02,,
Topix Index,769.34,777.11,778.70,776.37,771.83,,
Nikkei vol (mil),1470,1719,1505,1427,1532,,
Hong Kong:,,
,
Hang Seng Index,Closed,"19,735.53","19,709.75","19,809.13","19,800.64",,
China:,,
,
Shanghai A Index,2331.18,2334.50,2332.48,2305.33,2328.63,,
Korea:,,
,
Seoul KOSPI,1851.65,1867.82,1874.45,1875.49,1858.20,,
Taiwan:,,
,
TAIEX Index,7345.16,7418.36,7422.59,7387.78,7368.59,,
Singapore:,,
,
Straits Times Index,2910.59,2945.33,2948.77,2971.47,2978.55,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1600.85,1607.74,1613.75,1614.43,1620.55,,
Indonesia:,,
,
JSX Composite Index,3991.54,4049.89,4075.92,4069.84,4055.20,,
India:,,
,
BSE Sensex Index,"17,398.98","17,425.71","17,462.81","17,538.67","17,521.12",,
Thailand:,,
,
FTSE SET Index,1188.74,1198.07,1194.15,1201.80,1200.08,,
Philippines:,,
,
Manila PSE Index,5300.24,5365.70,5354.72,5369.98,5362.68,,
World:,,
,
MSCI World,1240.50,1251.42,1250.18,1242.40,1229.37,,
Comm Research Index,284.50,292.95,n/a,293.57,287.22,,
Moody's Comm Index,6094.32,n/a,n/a,6238.89,n/a,,
LME Index,3238.1,3328.0,3286.0,3262.9,3192.0,,
,
Source: Thomson Reuters,
