Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2013-07-20T19:00:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jul 15,Jul 16,Jul 17,Jul 18,Jul 19,,
New York:,,
,
DJ Indust,"15,484.26","15,451.85","15,470.52","15,548.54","15,543.74",,
DJ Opening,"15,459.69","15,485.03","15,456.92","15,465.91","15,524.27",,
Day's High,"15,509.48","15,498.16","15,502.00","15,589.40","15,544.55",,
Day's low,"15,455.77","15,415.71","15,438.12","15,465.91","15,491.96",,
Nasdaq Comp,3607.49,3598.50,3610.00,3611.28,3587.61,,
S&P 500 Index,1682.50,1676.26,1680.91,1689.37,1692.09,,
Wilshire 5000,"17,834.91","17,758.86","17,813.61","17,908.24","17,925.62",,
NYSE volume ('000),"56,682,800 ","61,607,000","67,553,000","66,502,000","87,084,700",,
NYSE rises,1859 ,1037,1947,2031 ,1512 ,,
NYSE falls,1135,1926,1018,951,1438,,
Transport,6468.83,6422.32,6472.54,6579.05,6586.57,,
NYSE Comp,9520.96,9489.01,9523.80,9587.20,9618.51,,
AMEX Index,2340.95,2343.30,2349.08,2363.97,2353.87,,
Canada:,,
,
DJ S&P TSX Index,"12,528.35","12,516.89","12,568.77","12,628.85","12,685.13",,
London:,,
,
FTSE 100 Index,6586.11,6556.35,6571.93,6634.36,6630.67,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2686.69,2665.61,2681.88,2717.99,2716.17,,
Germany:,,
,
German Xetra Dax,8234.81,8201.05,8254.72,8337.09,8331.57,,
France:,,
,
CAC Index,3878.58,3851.03,3872.02,3927.79,3925.32,,
Switzerland:,,
,
Swiss Market Index,7999.15,7932.79,7928.15,7929.01,7928.12,,
Johannesburg:,,
,
FTSE JSE All Share Index,"40,740.14","40,385.34","40,946.04","41,147.60","40,549.40",,
JSE Africa Gold Index,1182.08,1177.26,1196.40,1198.61,1201.79,,
Italy:,,
,
FTSE Italia All Share Index,"16,648.75","16,570.78","16,729.33","17,084.37","17,159.44",,
Spain:,,
,
IBEX 35,7855.1,7798.2,7812.7,7957.3,7943.2,,
New Zealand:,,
,
NZ Top 50 Capital,4606.24,4576.55,4578.97,4563.39,4538.31,,
NZ Top 10 Capital,1101.08,1093.62,1090.22,1083.83,1076.64,,
Tokyo:,,
,
Nikkei 225 Index,14506.25 ,"14,599.12","14,615.04","14,808.50","14,589.91",,
Nikkei high,n/a,"14,638.80","14,615.04","14,827.73","14,953.29",,
Nikkei low,n/a,"14,550.89","14,460.56","14,645.25","14,413.28",,
Nikkei 300 Index,244.73,246.64,247.11,248.93,247.18,,
Topix Index,n/a,1210.54,1213.24,1222.01,1211.98,,
Hong Kong:,,
,
Hang Seng Index,"21,303.31","21,312.38","21,371.87","21,345.22","21,362.42",,
China:,,
,
Shanghai A Index,2155.35,2162.11,2140.38,2117.70,2085.49,,
Korea:,,
,
Seoul KOSPI,1875.16,1866.36,1887.49,1875.48,1871.41,,
Taiwan:,,
,
TAIEX Index,8254.68,8260.11,8258.95,8194.88,8062.03,,
Singapore:,,
,
Straits Times Index,3236.82,3224.96,3208.33,3218.20,3213.26,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1786.67,1786.39,1788.66,1791.54,1797.74,,
Indonesia:,,
,
JSX Composite Index,4635.73,4644.04,4679.00,4720.44,4724.41,,
India:,,
,
BSE Sensex Index,"20,034.48","19,851.23","19,948.73","20,128.41","20,149.85",,
Thailand:,,
,
FTSE SET Index,1455.40,1451.45,1458.08,1487.19,1481.84,,
Philippines:,,
,
Manila PSE Index,6619.95,6583.55,6574.72,6648.35,6621.02,,
World:,,
,
MSCI World,1500.94,1500.53,1503.38,1511.13,1513.52,,
Comm Research Index,287.34,289.03,288.51,291.06,291.48,,
Moody's Comm Index,5978.51 ,5948.24,5963.73,5958.68,5940.68,,
LME Index,2993.8,3023.0,2989.0,2994.2,3006.9,,
,
Source: Thomson Reuters,
