Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2011-11-20T16:00:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Nov 14,Nov 15,Nov 16,Nov 17,Nov 18,,
New York:,,
,
DJ Indust,"12,078.98","12,096.16","11,905.59","11,770.73","11,796.16",,
DJ Opening,"12,153.00","12,077.92","12,084.74","11,905.67","11,768.98",,
Day's High,"12,170.56","12,165.11","12,109.03","11,948.43","11,854.81",,
Day's low,"12,027.03","12,001.26","11,890.57","11,676.35","11,755.82",,
Nasdaq Comp,2657.22,2686.20,2639.61,2587.99,2572.50,,
S&P 500 Index,1251.78,1257.81,1236.91,1216.13,1215.65,,
Wilshire 5000,"13,089.87","13,161.71","12,944.44","12,725.51","12,718.11",,
NYSE volume ('000),"70,912","77,958","91,529","1,022,051","95,452",,
NYSE rises,719,1894,718,569,1679,,
NYSE falls,2281,1094,2291,2425,1285,,
Transport,4942.21,4982.35,4884.13,4811.46,4841.04,,
NYSE Comp,7493.30,7509.05,7392.02,7274.15,7282.47,,
AMEX Index,2270.21,2287.18,2271.00,2236.56,2240.87,,
Canada:,,
,
DJ S&P TSX Index,"12,224.19","12,229.27","12,174.36","11,915.43","11,892.44",,
London:,,
,
FTSE 100 Index,5519.04,5517.44,5509.02,5423.14,5362.94,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2288.32,2254.00,2267.96,2242.78,2236.68,,
Germany:,,
,
German Xetra Dax,5985.02,5933.14,5913.36,5850.17,5800.24,,
France:,,
,
CAC Index,3108.95,3049.13,3064.90,3010.29,2997.01,,
Switzerland:,,
,
Swiss Market Index,5661.71,5664.91,5685.80,5644.62,5614.61,,
Johannesburg:,,
,
FTSE JSE All Share Index,"32,343.89","32,674.18","32,672.67","32,438.05","31,812.66",,
JSE Africa Gold Index,3195.87,3217.85,3218.94,3204.49,3099.96,,
Italy:,,
,
FTSE Italia All Share Index,"16,243.90","16,080.41","16,203.61","15,982.03","16,004.36",,
Spain:,,
,
IBEX 35,8372.2,8237.6,8304.1,8270.6,8310.1,,
New Zealand:,,
,
NZ Top 50 Capital,3309.86,3317.33,3281.42,3280.74,3250.89,,
NZ Top 10 Capital,848.34,852.17,837.64,836.61,828.70,,
Tokyo:,,
,
Nikkei 225 Index,8603.70,8541.93,8463.16,8479.63,8374.91,,
Nikkei high,8655.31,8584.30,8567.64,8491.82,8398.80,,
Nikkei low,8595.43,8527.63,8459.30,8400.22,8359.60,,
Nikkei 300 Index,148.91,147.85,146.49,147.02,145.24,,
Topix Index,735.85,730.91,724.11,727.71,719.98,,
Nikkei vol (mil),1414,1227,n/a,1520,1450,,
Hong Kong:,,
,
Hang Seng Index,"19,508.18","19,348.44","18,960.90","18,817.47","18,491.23",,
China:,,
,
Shanghai A Index,2648.58,2649.63,2583.77,2579.67,2531.06,,
Korea:,,
,
Seoul KOSPI,1902.81,1886.12,1856.07,1876.67,1839.17,,
Taiwan:,,
,
TAIEX Index,7525.65,7491.06,7387.52,7387.81,7233.78,,
Singapore:,,
,
Straits Times Index,2830.14,2811.58,2807.44,2778.25,2730.34,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1478.87,1477.22,1476.84,1465.47,1454.40,,
Indonesia:,,
,
JSX Composite Index,3833.04,3813.84,3814.09,3792.25,3754.50,,
India:,,
,
BSE Sensex Index,"17,118.74","16,882.67","16,775.87","16,461.71","16,371.51",,
Thailand:,,
,
FTSE SET Index,984.28,984.97,997.11,993.38,984.16,,
Philippines:,,
,
Manila PSE Index,4356.87,4363.73,4341.62,4334.66,4302.43,,
World:,,
,
MSCI World,1194.56,1191.20,1178.95,1162.67,1157.5,,
Comm Research Index,318.12,321.07,322.71,314.71,312.41,,
Moody's Comm Index,6242.82,6305.98,6301.98,6271.68,6184.37,,
LME Index,3412.7,3365.8,3410.6,3335.5,3335.9,,
,
Source: Thomson Reuters,
