Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-10-17T13:45:00+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Oct 12,Oct 13,Oct 14,Oct 15,Oct 16,,
New York:,,
,
DJ Indust,"17,131.86","17,081.89","16,924.75","17,141.75","17,215.97",,
DJ Opening,"17,082.29","17,113.55","17,079.08","16,944.86","17,141.75",,
Day's High,"17,139.21","17,172.81","17,111.38","17,144.42","17,220.02",,
Day's low,"17,064.58","17,034.45","16,887.67","16,933.57","17,107.35",,
Nasdaq Comp,4838.64,4796.61,4782.85,4870.10,4886.69,,
S&P 500 Index,2017.46,2003.69,1994.24,2023.86,2033.11,,
Wilshire 5000,"21,165.17","21,001.57","20,880.10","21,201.41","21,280.38",,
NYSE volume ('000),921343,714596,857399,884932,n/a,,
NYSE rises,n/a,n/a,n/a,n/a,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,8260.93,8077.74,8091.95,8208.57,8078.61,,
NYSE Comp,"10,356.49","10,262.94","10,229.67","10,378.27","10,421.91",,
NYSE AMEX Comp Idx,2302.90,2281.77,2294.39,2331.43,2329.20,,
Canada:,,
,
DJ S&P TSX Index,Closed,"13,844.73","13,875.33","13,828.97","13,838.10",,
London:,,
,
FTSE 100 Index,6371.18,6342.28,6269.61,6338.67,6378.04,,
Europe:,,
,
EURO STOXX 50 Index,3247.33,3221.28,3191.57,3238.81,3264.93,,
Germany:,,
,
German Xetra Dax,"10,119.83","10,032.82",9915.85,"10,064.80","10,104.43",,
France:,,
,
CAC Index,4688.70,4643.38,4609.03,4675.29,4702.79,,
Switzerland:,,
,
Swiss Market Index,8706.11,8654.64,8573.31,8653.35,8715.73,,
Johannesburg:,,
,
FTSE JSE All Share Index,"52,757.60","53,063.06","53,059.06","52,966.42","52,945.11",,
JSE Africa Gold Index,1119.08,1118.58,1123.81,1126.54,1126.21,,
Italy:,,
,
FTSE Italia All Share Index,"23,650.57","23,614.96","23,426.30","23,810.43","23,923.29",,
Spain:,,
,
IBEX 35,"10,246.4","10,115.3","10,037.6","10,101.7","10,231.5",,
New Zealand:,,
,
NZ Top 50 Capital,5689.83,5702.81,5727.13,5775.70,5820.01,,
NZ Top 10 Capital,1136.48,1140.59,1146.72,1159.46,1171.92,,
Tokyo:,,
,
Nikkei 225 Index,Closed,"18,234.74","17,891.00","18,096.90","18,291.80",,
Nikkei high,–,"18,359.71","18,126.39","18,170.67","18,397.52",,
Nikkei low,–,"18,223.80","17,831.53","17,758.12","18,238.78",,
Nikkei 300 Index,–,303.47,297.11,300.93,304.54,,
Topix Index,–,1503.13,1470.83,1490.72,1505.84,,
Hong Kong:,,
,
Hang Seng Index,"22,730.93","22,600.46","22,439.91","22,888.17","23,067.37",,
China:,,
,
Shanghai A Index,3443.41,3449.14,3416.90,3496.09,3551.83,,
Korea:,,
,
Seoul KOSPI,2021.63,2019.05,2009.55,2033.27,2030.26,,
Taiwan:,,
,
TAIEX Index,8573.72,8567.92,8522.51,8601.52,8604.95,,
Singapore:,,
,
Straits Times Index,3032.11,2984.88,2983.92,3015.14,3030.61,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1709.86,1711.14,Closed,1713.25,1716.82,,
Indonesia:,,
,
JSX Composite Index,4630.71,4483.08,Closed,4507.20,4521.88,,
India:,,
,
BSE Sensex Index,"26,904.11","26,846.53","26,779.66","27,010.14","27,214.60",,
Thailand:,,
,
FTSE SET Index,1412.49,1406.69,1405.08,1425.32,1418.38,,
Philippines:,,
,
Manila PSE Index,7150.29,7013.44,6924.77,7045.40,7055.74,,
World:,,
,
MSCI World,1674.39,1661.07,1653.01,1675.77,1683.55,,
Comm Research Index,200.27,200.00,200.37,199.53,199.99,,
Moody's Comm Index,Closed,5049.02,5043.27,5056.59,5056.59,,
LME Index,2441.9,2424.0,2432.1,2431.2,2423.3,,
,
Source: Thomson Reuters,
