Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Monday at 2011-06-13T16:00:02+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jun 6,Jun 7,Jun 8,Jun 9,Jun 10,,
New York:,,
,
DJ Indust,"12,089.96","12,070.81","12,048.94","12,124.36","11,951.91",,
DJ Opening,"12,151.19","12,090.18","12,066.27","12,049.47","12,124.17",,
Day's High,"12,151.49","12,178.89","12,098.36","12,183.12","12,124.85",,
Day's low,"12,070.66","12,066.61","12,024.26","12,049.09","11,937.42",,
Nasdaq Comp,2702.56,2701.56,2675.38,2684.87,2643.73,,
S&P 500 Index,1286.17,1284.94,1279.56,1289.00,1270.98,,
Wilshire 5000,"13,577.98","13,577.76","13,501.84","13,598.25","13,404.61",,
NYSE volume ('000),"95,492","93,011","1,008,742","90,801","1,016,925",,
NYSE rises,617,1684,784,1904,587,,
NYSE falls,2395,1297,2217,1076,2419,,
Transport,5150.17,5147.10,5088.48,5134.86,5060.59,,
NYSE Comp,8115.87,8131.69,8081.35,8149.65,8016.39,,
AMEX Index,2352.73,2355.64,2330.46,2351.40,2319.24,,
Canada:,,
,
DJ S&P TSX Index,"13,318.66","13,282.92","13,183.79","13,255.74","13,084.00",,
London:,,
,
FTSE 100 Index,5863.16,5864.65,5808.89,5856.34,5765.80,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2765.33,2774.50,2752.06,2778.12,2732.54,,
Germany:,,
,
German Xetra Dax,7084.57,7103.25,7060.23,7159.66,7069.90,,
France:,,
,
CAC Index,3863.40,3871.92,3837.98,3878.65,3805.09,,
Switzerland:,,
,
Swiss Market Index,6370.06,6330.65,6256.86,6271.01,6197.25,,
Johannesburg:,,
,
FTSE JSE All Share Index,"31,578.03","31,818.30","31,521.33","31,634.17","31,164.35",,
JSE Africa Gold Index,2510.68,2464.34,2385.65,2423.01,2393.39,,
Italy:,,
,
FTSE Italia All Share Index,"21,301.79","21,337.10","21,026.44","21,145.28","20,876.08",,
Spain:,,
,
IBEX 35,"10,157.7","10,168.1","10,082.5","10,121.7",9950.8,,
New Zealand:,,
,
NZ Top 50 Capital,Closed,3505.61,3525.39,3488.75,3490.63,,
NZ Top 10 Capital,–,909.39,917.38,904.11,902.63,,
Tokyo:,,
,
Nikkei 225 Index,9380.35,9442.95,9449.46,9467.15,9514.44,,
Nikkei high,9490.55,9454.66,9458.43,9472.41,9613.75,,
Nikkei low,9359.78,9358.31,9394.74,9383.12,9493.05,,
Nikkei 300 Index,164.62,165.70,165.86,165.49,166.47,,
Topix Index,807.99,813.76,814.45,812.95,817.38,,
Nikkei vol (mil),1896,1758,1664,1859,2417,,
Hong Kong:,,
,
Hang Seng Index,Closed,"22,868.67","22,661.63","22,609.83","22,420.37",,
China:,,
,
Shanghai A Index,Closed,2874.17,2880.73,2832.45,2834.70,,
Korea:,,
,
Seoul KOSPI,Closed,2099.71,2083.35,2071.42,2046.67,,
Taiwan:,,
,
TAIEX Index,Closed,9057.10,9007.53,9000.94,8837.82,,
Singapore:,,
,
Straits Times Index,3113.73,3115.95,3102.98,3097.57,3078.35,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1552.14,1551.89,1551.79,1550.89,1556.19,,
Indonesia:,,
,
JSX Composite Index,3834.20,3842.95,3825.82,3806.19,3787.65,,
India:,,
,
BSE Sensex Index,"18,420.11","18,495.62","18,394.29","18,384.90","18,268.54",,
Thailand:,,
,
FTSE SET Index,1046.16,1034.75,1014.58,1016.85,1020.37,,
Philippines:,,
,
Manila PSE Index,4258.90,4236.45,4255.44,4224.34,4219.58,,
World:,,
,
MSCI World,1309.78,1311.90,1301.84,1307.93,1288.49,,
Comm Research Index,345.57,346.51,348.51,351.02,348.21,,
Moody's Comm Index,7109.65,7096.83,7056.95,7085.83,7119.61,,
LME Index,4087.8,4097.5,4068.7,4086.2,4028.2,,
,
Source: Thomson Reuters,
