Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-03-25T16:00:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Mar 19,Mar 20,Mar 21,Mar 22,Mar 23,,
New York:,,
,
DJ Indust,"13,239.13","13,170.19","13,124.62","13,046.14","13,080.73",,
DJ Opening,"13,231.94","13,238.45","13,170.79","13,124.40","13,045.99",,
Day's High,"13,269.71","13,238.45","13,190.02","13,124.47","13,099.91",,
Day's low,"13,208.63","13,123.38","13,112.93","13,017.42","13,002.77",,
Nasdaq Comp,3078.32,3074.15,3075.32,3063.32,3067.92,,
S&P 500 Index,1409.75,1405.52,1402.89,1392.78,1397.11,,
Wilshire 5000,"14,797.57","14,686.02","14,739.54","14,594.81","14,617.10",,
NYSE volume ('000),"71,946","70,980","72,554","76,137","74,101",,
NYSE rises,1877,977,1451,746,2111,,
NYSE falls,1089,1991,1495,2217,860,,
Transport,5360.04,5288.48,5331.81,5220.81,5217.82,,
NYSE Comp,8297.47,8241.28,8219.34,8141.33,8180.06,,
AMEX Index,2437.24,2412.70,2419.65,2389.20,2407.11,,
Canada:,,
,
DJ S&P TSX Index,"12,479.70",12430.7,"12,436.49","12,361.81","12,465.66",,
London:,,
,
FTSE 100 Index,5961.11,5891.41,5891.95,5845.65,5854.89,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2608.42,2576.61,2567.58,2530.22,2525.43,,
Germany:,,
,
German Xetra Dax,7154.22,7054.94,7071.32,6981.26,6995.62,,
France:,,
,
CAC Index,3577.88,3530.83,3527.37,3472.46,3476.18,,
Switzerland:,,
,
Swiss Market Index,6326.56,6296.16,6290.00,6249.56,6240.33,,
Johannesburg:,,
,
FTSE JSE All Share Index,"34,214.07","33,878.56",Closed,"33,550.89","33,572.07",,
JSE Africa Gold Index,2439.36,2423.36,–,2432.10,2464.65,,
Italy:,,
,
FTSE Italia All Share Index,"18,153.01","17,973.26","17,760.32","17,460.65","17,497.11",,
Spain:,,
,
IBEX 35,8591.8,8567.5,8490.9,8353.6,8281.8,,
New Zealand:,,
,
NZ Top 50 Capital,3485.97,3487.01,3481.96,3474.65,3449.31,,
NZ Top 10 Capital,898.35,896.09,890.53,886.51,879.66,,
Tokyo:,,
,
Nikkei 225 Index,"10,141.99",Closed,"10,086.49","10,127.08","10,011.47",,
Nikkei high,"10,172.64",–,"10,132.02","10,136.85","10,031.96",,
Nikkei low,"10,134.48",–,"10,073.90","10,052.50",9999.37,,
Nikkei 300 Index,175.43,–,173.53,174.18,172.14,,
Topix Index,868.35,–,858.78,862.07,852.53,,
Nikkei vol (mil),1951,–,2118,1984,1759,,
Hong Kong:,,
,
Hang Seng Index,"21,115.29","20,888.24","20,856.63","20,901.56","20,668.80",,
China:,,
,
Shanghai A Index,2524.45,2489.57,2490.95,2488.45,2461.11,,
Korea:,,
,
Seoul KOSPI,2047.00,2042.15,2027.23,2026.12,2026.83,,
Taiwan:,,
,
TAIEX Index,8043.92,7972.70,7981.94,8059.94,8076.61,,
Singapore:,,
,
Straits Times Index,2990.09,3002.73,3005.63,2979.25,2990.08,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1573.60,1577.62,1582.53,1583.24,1585.83,,
Indonesia:,,
,
JSX Composite Index,4024.73,4022.17,4036.23,4041.56,Closed,,
India:,,
,
BSE Sensex Index,"17,273.37","17,316.18","17,601.71","17,196.47","17,361.74",,
Thailand:,,
,
FTSE SET Index,1189.50,1196.60,1207.67,1191.00,1194.44,,
Philippines:,,
,
Manila PSE Index,5127.00,5102.24,5037.94,5043.52,5042.44,,
World:,,
,
MSCI World,1325.66,1316.71,1312.40,1304.33,1308.25,,
Comm Research Index,319.67,315.53,316.23,312.52,314.72,,
Moody's Comm Index,6441.12,6443.90,6417.71,6367.86,6321.41,,
LME Index,3700.7,3644,3631.6,3557.7,3581.1,,
,
Source: Thomson Reuters,
