Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-04-15T20:30:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Apr 9,Apr 10,Apr 11,Apr 12,Apr 13,,
New York:,,
,
DJ Indust,"12,929.59","12,715.93","12,805.39","12,986.58","12,849.59",,
DJ Opening,"13,057.57","12,929.44","12,716.92","12,806.45","12,986.20",,
Day's High,"13,057.72","12,929.59","12,844.82","12,986.96","12,986.35",,
Day's low,"12,903.78","12,710.56","12,716.92","12,806.30","12,845.28",,
Nasdaq Comp,3047.08,2991.22,3016.46,3055.55,3011.33,,
S&P 500 Index,1382.2,1358.59,1368.71,1387.57,1370.26,,
Wilshire 5000,"14,436.29","14,280.90","14,314.66","14,476.93","14,414.31",,
NYSE volume ('000),"72,369","96,986","78,937","75,574","77,040",,
NYSE rises,635, 450,2374,2460,716,,
NYSE falls,2370,2562,657,530,2278,,
Transport,5196.99,5088.13,5134.40,5248.20,5197.04,,
NYSE Comp,7992.32,7841.92,7912.85,8039.96,7931.10,,
AMEX Index,2366.54,2327.52,2342.31,2376.23,2353.34,,
Canada:,,
,
DJ S&P TSX Index,"12,018.50","11,935.29","12,026.76","12,214.65","12,040.39",,
London:,,
,
FTSE 100 Index,Closed,5595.55,5634.74,5710.46,5651.79,,
Europe:,,
,
DJ Euro Stoxx 50 Index,Closed,2321.53,2341.36,2352.24,2291.51,,
Germany:,,
,
German Xetra Dax,Closed,6606.43,6674.73,6743.24,6583.90,,
France:,,
,
CAC Index,Closed,3217.60,3237.69,3269.79,3189.09,,
Switzerland:,,
,
Swiss Market Index,Closed,6061.43,6059.82,6125.39,6072.12,,
Johannesburg:,,
,
FTSE JSE All Share Index,Closed,"33,617.74","33,632.76","33,816.96","33,705.03",,
JSE Africa Gold Index,–,2262.88,2316.73,2314.20,2286.69,,
Italy:,,
,
FTSE Italia All Share Index,Closed,"15,466.15","15,677.79","15,860.63","15,359.93",,
Spain:,,
,
IBEX 35,Closed,7433.6,7576.7,7520.0,7250.6,,
New Zealand:,,
,
NZ Top 50 Capital,Closed,3475.10,3465.39,3487.09,3487.17,,
NZ Top 10 Capital,–,882.83,880.49,886.14,883.89,,
Tokyo:,,
,
Nikkei 225 Index,9546.26,9538.02,9458.74,9524.79,9637.99,,
Nikkei high,9618.10,9648.12,9487.84,9541.04,9690.29,,
Nikkei low,9535.33,9509.72,9388.14,9449.49,9603.97,,
Nikkei 300 Index,164.16,164.21,162.65,163.46,164.61,,
Topix Index,813.69,813.43,805.84,809.88,815.48,,
Nikkei vol (mil),1601,1926,2078,1819,2155,,
Hong Kong:,,
,
Hang Seng Index,"20,593.00","20,356.24","20,140.67","20,327.32","20,701.04",,
China:,,
,
Shanghai A Index,2394.10,2415.15,2418.19,2462.24,2470.93,,
Korea:,,
,
Seoul KOSPI,1997.08,1994.41,Closed,1986.63,2008.91,,
Taiwan:,,
,
TAIEX Index,7600.87,7640.68,7656.67,7662.92,7788.27,,
Singapore:,,
,
Straits Times Index,2960.10,2982.44,2946.44,2978.14,2987.82,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1591.28,1597.17,Closed,1601.27,1603.12,,
Indonesia:,,
,
JSX Composite Index,4154.07,4149.80,4130.01,4139.54,4159.28,,
India:,,
,
BSE Sensex Index,"17,222.14","17,243.84","17,199.40","17,332.62","17,094.51",,
Thailand:,,
,
FTSE SET Index,Closed,1165.61,1154.49,1169.45,Closed,,
Philippines:,,
,
Manila PSE Index,Closed,5022.29,5017.44,5046.78,5097.30,,
World:,,
,
MSCI World,1280.14,1259.34,1266.60,1284.25,1268.35,,
Comm Research Index,305.08,300.70,302.35,305.86,303.11,,
Moody's Comm Index,6254.53,6229.73,6221.68,6291.27,n/a,,
LME Index,Closed,3461.2,3475.7,3541.8,3456.1,,
,
Source: Thomson Reuters,
