Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2013-06-16T18:15:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jun 10,Jun 11,Jun 12,Jun 13,Jun 14,,
New York:,,
,
DJ Indust,"15,238.59","15,122.02","14,995.23","15,176.08","15,070.18",,
DJ Opening,"15,247.81","15,231.38","15,130.39","14,992.54","15,178.08",,
Day's High,"15,300.64","15,251.07","15,241.28","15,202.27","15,205.92",,
Day's low,"15,211.25","15,086.09","14,981.21","14,953.45","15,044.80",,
Nasdaq Comp,3473.77,3436.95,3400.43,3445.36,3423.56,,
S&P 500 Index,1642.81,1626.13,1612.52,1636.36,1626.73,,
Wilshire 5000,"17,330.91","17,148.04","17,003.61","17,254.44","17,161.49",,
NYSE volume ('000)," 59,453","68,813","69,113","75,502","63,317",,
NYSE rises,1324 ,401,575,2594,1393,,
NYSE falls,1671,2659,2490,462,1616,,
Transport,6330.48,6266.51,6223.16,6341.39,6309.48,,
NYSE Comp,9358.00,9255.48,9189.44,9331.37,9263.69,,
AMEX Index,2363.26, 2341.94,2332.28,2351.23,2337.22,,
Canada:,,
,
DJ S&P TSX Index,"12,382.67","12,223.57","12,109.89","12,277.13","12,187.36",,
London:,,
,
FTSE 100 Index,6400.45,6340.08,6299.45,6304.63,6308.26,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2719.40,2683.20,2666.52,2661.71,2667.32,,
Germany:,,
,
German Xetra Dax,8307.69,8222.46,8143.27,8095.39,8127.96,,
France:,,
,
CAC Index,3864.36,3810.56,3793.70,3797.98,3805.16,,
Switzerland:,,
,
Swiss Market Index,7790.55,7673.01,7656.83,7627.53,7635.96,,
Johannesburg:,,
,
FTSE JSE All Share Index,"40,933.88","39,621.00","39,766.53","39,811.78","40,323.62",,
JSE Africa Gold Index,1522.72,1467.19,1462.83,1417.41,1432.01,,
Italy:,,
,
FTSE Italia All Share Index,"17,573.86","17,296.39","17,042.25","17,116.04","17,172.66",,
Spain:,,
,
IBEX 35,8227.4,8089.3,8123.8,8071.7,8070.9,,
New Zealand:,,
,
NZ Top 50 Capital,4473.38,4463.58,4442.12,4401.91,4420.98,,
NZ Top 10 Capital,1059.59,1053.74,1048.91,1034.03,1039.59,,
Tokyo:,,
,
Nikkei 225 Index,"13,514.20","13,317.62","13,289.32","12,445.38","12,686.52",,
Nikkei high,"13,514.20","13,584.31","13,332.72","13,050.11","12,900.65",,
Nikkei low,"13,141.37","13,296.31","12,994.08","12,415.85","12,629.31",,
Nikkei 300 Index,226.43,224.35,223.36,212.35,215.06,,
Topix Index,1111.97,1101.15,1096.54,1044.17,1056.45,,
Hong Kong:,,
,
Hang Seng Index,"21,615.09","21,354.66",Closed,"20,887.04","20,969.14",,
China:,,
,
Shanghai A Index,Closed,Closed,Closed,2248.56,2262.84,,
Korea:,,
,
Seoul KOSPI,1932.70,1920.68,1909.91,1882.73,1889.24,,
Taiwan:,,
,
TAIEX Index,8160.55,8116.15,Closed,7951.66,7937.74,,
Singapore:,,
,
Straits Times Index,3200.51,3170.38,3153.48,3130.69,3161.43,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1787.80,1779.57,1775.12,1742.87,1762.19,,
Indonesia:,,
,
JSX Composite Index,4777.37,4609.95,4697.88,4607.66,4760.74,,
India:,,
,
BSE Sensex Index,"19,441.07","19,143.00","19,041.13","18,827.16","19,177.93",,
Thailand:,,
,
FTSE SET Index,1528.55,1452.63,1433.47,1403.27,1465.27,,
Philippines:,,
,
Manila PSE Index,6875.60,6556.65,Closed,6114.08,6242.26,,
World:,,
,
MSCI World,1473.19,1463.48,1457.63, 1464.2,1463.83,,
Comm Research Index,287.03,285.53,285.75,285.83,286.71,,
Moody's Comm Index,6158.03 ,6091.18,6091.75,6094.26,6058.55,,
LME Index,3124.3,3072.0,3073.8,3054.6,3070.2,,
,
Source: Thomson Reuters,
