Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-06-24T19:30:14+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jun 18,Jun 19,Jun 20,Jun 21,Jun 22,,
New York:,,
,
DJ Indust,"12,741.82","12,837.33","12,824.39","12,573.57","12,640.78",,
DJ Opening,"12,767.02","12,744.62","12,837.10","12,823.10","12,574.82",,
Day's High,"12,781.93","12,898.94","12,877.18","12,857.39","12,674.08",,
Day's low,"12,696.18","12,744.47","12,744.92","12,561.46","12,574.67",,
Nasdaq Comp,2895.33,2929.76,2930.45,2859.09,2892.42,,
S&P 500 Index,1344.78,1357.98,1355.69,1325.51,1335.02,,
Wilshire 5000,"13,959.91","14,140.56","14,135.63","13,995.18","13,852.46",,
NYSE volume ('000),"70,463","76,996","74,919","86,343","1,575,273",,
NYSE rises,1764,2544,1498,568,2060,,
NYSE falls,1222,493,1480,2449,930,,
Transport,5192.13,5250.74,5228.94,5125.62,5083.22,,
NYSE Comp,7662.29,7766.26,7757.92,7566.11,7616.59,,
AMEX Index,2298.10,2332.68,2332.27,2267.39,2279.32,,
Canada:,,
,
DJ S&P TSX Index,"11,601.13","11,788.36","11,759.34","11,408.32","11,435.54",,
London:,,
,
FTSE 100 Index,5491.09,5586.31,5622.29,5566.36,5513.69,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2155.64,2198.01,2207.49,2199.42,2186.81,,
Germany:,,
,
German Xetra Dax,6248.20,6363.36,6392.13,6343.13,6263.25,,
France:,,
,
CAC Index,3066.19,3117.92,3126.52,3114.22,3090.90,,
Switzerland:,,
,
Swiss Market Index,5938.76,6034.13,6017.91,6012.19,5989.33,,
Johannesburg:,,
,
FTSE JSE All Share Index,"34,438.76","34,714.06","34,788.37","34,534.05","34,118.87",,
JSE Africa Gold Index,2547.41,2571.99,2531.49,2511.71,2417.31,,
Italy:,,
,
FTSE Italia All Share Index,"13,989.51","14,426.47","14,697.05","14,712.57","14,612.91",,
Spain:,,
,
IBEX 35,6519.9,6693.9,6796.1,6773.5,6876.3,,
New Zealand:,,
,
NZ Top 50 Capital,3455.68,3480.38,3444.79,3409.39,3399.20,,
NZ Top 10 Capital,877.13,881.24,867.23,854.43,854.65,,
Tokyo:,,
,
Nikkei 225 Index,8721.02,8655.87,8752.31,8824.07,8798.35,,
Nikkei high,8766.56,8712.86,8770.41,8859.04,8830.34,,
Nikkei low,8711.49,8630.66,8711.22,8790.86,8731.79,,
Nikkei 300 Index,149.25,148.46,150.99,152.29,151.64,,
Topix Index,738.81,734.69,747.34,753.96,750.92,,
Nikkei vol (mil),1483,1383,1533,1788,1603,,
Hong Kong:,,
,
Hang Seng Index,"19,427.81","19,416.67","19,518.85","19,265.07","18,995.13",,
China:,,
,
Shanghai A Index,2425.39,2409.43,2401.08,2367.53,Closed,,
Korea:,,
,
Seoul KOSPI,1891.71,1891.77,1904.12,1889.15,1847.39,,
Taiwan:,,
,
TAIEX Index,7281.50,7273.13,7334.63,7279.05,7222.05,,
Singapore:,,
,
Straits Times Index,2824.22,2842.41,2855.68,2830.15,2828.09,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1582.73,1594.98,1604.39,1601.43,1603.07,,
Indonesia:,,
,
JSX Composite Index,3860.16,3880.82,3943.90,3901.79,3889.52,,
India:,,
,
BSE Sensex Index,"16,705.83","16,859.80","16,896.63","17,032.56","16,972.51",,
Thailand:,,
,
FTSE SET Index,1163.41,1173.09,1173.24,1159.05,1152.91,,
Philippines:,,
,
Manila PSE Index,5050.41,5081.61,5146.46,5109.43,5120.07,,
World:,,
,
MSCI World,1211.71,1226.94,1229.50,1206.86,1205.67,,
Comm Research Index,273.89,277.49,273.19,267.43,268.24,,
Moody's Comm Index,5918.76,5972.79,5988.64,5871.49,n/a,,
LME Index,3219.9,3253.5,3224.4,3141.3,3129.8,,
,
Source: Thomson Reuters,
