Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-10-10T13:45:00+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Oct 5,Oct 6,Oct 7,Oct 8,Oct 9,,
New York:,,
,
DJ Indust,"16,776.43","16,790.19","16,912.29","17,050.75","17,084.49",,
DJ Opening,"16,502.10","16,774.02","16,805.42","16,904.17","17,054.69",,
Day's High,"16,798.37","16,865.09","16,963.30","17,081.28","17,110.88",,
Day's low,"16,502.10","16,746.03","16,765.00","16,859.34","17,027.23",,
Nasdaq Comp,4781.26,4748.36,4791.15,4810.79,4830.47,,
S&P 500 Index,1987.05,1979.92,1995.83,2013.43,2014.89,,
Wilshire 5000,"20,847.21","20,763.14","20,954.71","21,133.34","21,157.55",,
NYSE volume ('000),1077762,1090844,988457,1185170,n/a,,
NYSE rises,n/a,n/a,n/a,n/a,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,8055.20,7971.86,8080.35,8191.63,8253.16,,
NYSE Comp,"10,167.93","10,156.38","10,258.52","10,361.04","10,361.26",,
NYSE AMEX Comp Idx,2231.52,2253.53,2282.94,2308.22,2317.18,,
Canada:,,
,
DJ S&P TSX Index,"13,552.20","13,647.26","13,868.35","13,978.66","13,964.36",,
London:,,
,
FTSE 100 Index,6298.92,6326.16,6336.35,6374.82,6416.16,,
Europe:,,
,
EURO STOXX 50 Index,3190.39,3220.09,3226.40,3224.96,3250.31,,
Germany:,,
,
German Xetra Dax,9814.79,9902.83,9970.40,9993.07,"10,096.60",,
France:,,
,
CAC Index,4616.90,4660.64,4667.34,4675.91,4701.39,,
Switzerland:,,
,
Swiss Market Index,8740.83,8761.68,8639.03,8674.17,8680.21,,
Johannesburg:,,
,
FTSE JSE All Share Index,"52,071.31","52,070.15","52,565.42","52,726.60","53,295.64",,
JSE Africa Gold Index,1010.69,1072.81,1026.16,1049.33,1088.86,,
Italy:,,
,
FTSE Italia All Share Index,"23,554.43","23,769.37","23,589.38","23,740.81","23,817.79",,
Spain:,,
,
IBEX 35,9971.3,"10,103.3","10,170.0","10,181.2","10,309.6",,
New Zealand:,,
,
NZ Top 50 Capital,5630.54,5668.11,5650.03,5625.78,5638.79,,
NZ Top 10 Capital,1126.03,1135.25,1129.15,1122.23,1126.36,,
Tokyo:,,
,
Nikkei 225 Index,"18,005.49","18,186.10","18,322.98","18,141.17","18,438.67",,
Nikkei high,"18,079.46","18,372.72","18,379.23","18,400.69","18,438.67",,
Nikkei low,"17,869.74","18,094.85","18,043.08","18,121.68","18,184.96",,
Nikkei 300 Index,295.37,297.96,301.75,299.61,306.47,,
Topix Index,1463.92,1475.84,1493.17,1481.40,1515.13,,
Hong Kong:,,
,
Hang Seng Index,"21,854.50","21,831.62","22,515.76","22,354.91","22,458.80",,
China:,,
,
Shanghai A Index,Closed,Closed,Closed,3292.29,3334.03,,
Korea:,,
,
Seoul KOSPI,1978.25,1990.65,2005.84,2019.53,Closed,,
Taiwan:,,
,
TAIEX Index,8352.36,8394.10,8495.23,8445.96,Closed,,
Singapore:,,
,
Straits Times Index,2851.25,2897.41,2961.81,2947.03,2998.50,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1647.59,1662.51,1689.25,1692.20,1706.54,,
Indonesia:,,
,
JSX Composite Index,4343.70,4445.78,4487.13,4491.43,4589.34,,
India:,,
,
BSE Sensex Index,"26,785.55","26,932.88","27,035.85","26,845.81","27,079.51",,
Thailand:,,
,
FTSE SET Index,1363.17,1370.69,1393.66,1392.15,1411.33,,
Philippines:,,
,
Manila PSE Index,6961.93,7055.49,7108.80,7106.79,7138.91,,
World:,,
,
MSCI World,1637.49,1640.98,1653.47,1663.78,1673.78,,
Comm Research Index,196.91,200.68,200.14,201.85,203.24,,
Moody's Comm Index,4919.56,4943.27,4967.95,4936.33,4936.33,,
LME Index,2355.9,2353.9,2374.7,2351.4,2442.4,,
,
Source: Thomson Reuters,
