Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2013-12-14T15:30:00+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Dec 9,Dec 10,Dec 11,Dec 12,Dec 13,,
New York:,,
,
DJ Indust,"16,025.53","15,973.13","15,843.53","15,739.43","15,755.36",,
DJ Opening,"16,019.49","16,024.12","15,970.75","15,844.82","15,745.66",,
Day's High,"16,058.40","16,029.06","15,997.22","15,845.11","15,792.80",,
Day's low,"16,015.29","15,969.53","15,827.70","15,703.79","15,717.92",,
Nasdaq Comp,4068.75,4060.49,4003.81,3998.40,4000.98,,
S&P 500 Index,1808.37,1802.62,1782.22,1775.50,1775.32,,
Wilshire 5000,"19,212.07","19,147.07","18,918.65","18,871.87","18,893.21",,
NYSE volume ('000),"69,492,600","63,128,800","74,008,400","75,219,200","63,681,000",,
NYSE rises,1483,1194,597,1246,1702,,
NYSE falls,1477,1804,2450,1745,1275,,
Transport,7225.27,7172.59,7057.47,7059.49,7086.43,,
NYSE Comp,"10,146.26","10,114.67",9991.45,9949.58,9954.87,,
AMEX Index,2381.53,2379.04,2359.66,2336.47,2333.91,,
Canada:,,
,
DJ S&P TSX Index,"13,312.78","13,324.01","13,133.42","13,114.39","13,125.70",,
London:,,
,
FTSE 100 Index,6559.48,6523.31,6507.72,6445.25,6439.96,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2988.67,2960.86,2947.31,2928.12,2921.92,,
Germany:,,
,
German Xetra Dax,9195.17,9114.44,9077.11,9017.00,9006.46,,
France:,,
,
CAC Index,4134.10,4091.14,4086.86,4069.12,4059.71,,
Switzerland:,,
,
Swiss Market Index,8056.33,7971.84,7956.32,7849.62,7828.91,,
Johannesburg:,,
,
FTSE JSE All Share Index,"44,732.42","44,640.98","44,436.86","43,252.17","43,185.73",,
JSE Africa Gold Index,1064.47,1113.89,1099.82,1028.00,1023.52,,
Italy:,,
,
FTSE Italia All Share Index,"19,512.77","19,462.93","19,182.46","19,002.73","19,004.57",,
Spain:,,
,
IBEX 35,9487.4,9438.3,9358.7,9272.1,9272.7,,
New Zealand:,,
,
NZ Top 50 Capital,4718.31,4706.51,4704.30,4708.20,4717.06,,
NZ Top 10 Capital,1109.36,1102.65,1103.85,1109.42,1106.87,,
Tokyo:,,
,
Nikkei 225 Index,"15,650.21","15,611.31","15,515.06","15,341.82","15,403.11",,
Nikkei high,"15,650.21","15,633.97","15,562.30","15,392.66","15,532.94",,
Nikkei low,"15,547.29","15,562.06","15,386.11","15,255.36","15,251.45",,
Nikkei 300 Index,256.25,256.51,255.42,253.60,253.11,,
Topix Index,1255.32,1256.33,1250.45,1242.23,1238.88,,
Hong Kong:,,
,
Hang Seng Index,"23,811.17","23,744.19","23,338.24","23,218.12","23,245.96",,
China:,,
,
Shanghai A Index,2342.89,2342.15,2307.26,2305.87,2298.74,,
Korea:,,
,
Seoul KOSPI,2000.38,1993.45,1977.97,1967.93,1962.91,,
Taiwan:,,
,
TAIEX Index,8444.62,8443.39,8433.77,8361.33,8376.94,,
Singapore:,,
,
Straits Times Index,3113.64,3081.72,3060.74,3059.04,3066.02,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1841.87,1843.85,1842.82,1833.87,1840.35,,
Indonesia:,,
,
JSX Composite Index,4214.34,4275.68,4271.74,4212.22,4174.83,,
India:,,
,
BSE Sensex Index,"21,326.42","21,255.26","21,171.41","20,925.61","20,715.58",,
Thailand:,,
,
FTSE SET Index,1367.42,Closed,1369.35,1356.21,1341.13,,
Philippines:,,
,
Manila PSE Index,6008.94,5886.40,5888.74,5762.53,5767.13,,
World:,,
,
MSCI World,1617.60,1614.23,1600.12,1588.71,1587.70,,
Comm Research Index,279.45,281.35,281.60,280.74,280.26,,
Moody's Comm Index,5655.84,5688.48,5702.81,5722.94,5683.70,,
LME Index,3083.4,3091.3,3117.1,3112.2,3128.5,,
,
Source: Thomson Reuters,
