Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2013-12-07T14:00:01+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,,
New York:,,
,
DJ Indust,"16,008.77","15,914.62","15,889.77","15,821.51","16,020.20",,
DJ Opening,"16,087.12","16,004.72","15,910.51","15,886.50","15,825.55",,
Day's High,"16,098.00","16,004.72","15,960.36","15,896.19","16,022.35",,
Day's low,"15,986.23","15,859.68","15,791.29","15,809.37","15,825.55",,
Nasdaq Comp,4045.26,4037.20,4038.00,4033.17,4062.52,,
S&P 500 Index,1800.90,1795.15,1792.81,1785.03,1805.09,,
Wilshire 5000,"19,137.39","19,072.09","19,053.87","18,989.45","19,179.84",,
NYSE volume ('000),"66,648,900","76,940,600","75,105,800","69,825,100","67,010,900",,
NYSE rises,834,1158,1132,1025,2176,,
NYSE falls,2175,1837,1875,1973,841,,
Transport,7254.07,7184.10,7157.93,7156.51,7200.41,,
NYSE Comp,"10,137.02","10,086.73","10,064.87","10,016.74","10,131.22",,
AMEX Index,2364.39,2362.97,2374.02,2379.11,2386.85,,
Canada:,,
,
DJ S&P TSX Index,"13,419.57","13,319.87","13,304.92","13,200.40","13,280.72",,
London:,,
,
FTSE 100 Index,6595.33,6532.43,6509.97,6498.33,6551.99,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3077.23,3013.88,2991.76,2953.17,2979.94,,
Germany:,,
,
German Xetra Dax,9401.96,9223.40,9140.63,9084.95,9172.41,,
France:,,
,
CAC Index,4285.81,4172.44,4148.52,4099.91,4129.37,,
Switzerland:,,
,
Swiss Market Index,8257.32,8109.89,8045.54,8025.59,8066.07,,
Johannesburg:,,
,
FTSE JSE All Share Index,"44,659.37","43,962.83","43,986.37","44,297.66","44,616.21",,
JSE Africa Gold Index,1147.34,1099.26,1083.30,1067.98,1072.14,,
Italy:,,
,
FTSE Italia All Share Index,"19,974.17","19,592.38","19,541.29","19,221.00","19,349.38",,
Spain:,,
,
IBEX 35,9745.5,9605.0,9540.5,9392.1,9400.5,,
New Zealand:,,
,
NZ Top 50 Capital,4792.33,4783.85,4734.16,4719.95,4713.52,,
NZ Top 10 Capital,1119.81,1119.62,1114.03,1111.89,1110.84,,
Tokyo:,,
,
Nikkei 225 Index,"15,655.07","15,749.66","15,407.94","15,177.49","15,299.86",,
Nikkei high,"15,703.02","15,794.15","15,579.36","15,430.20","15,327.37",,
Nikkei low,"15,579.54","15,661.90","15,326.06","15,139.12","15,112.54",,
Nikkei 300 Index,256.81,257.66,253.07,250.56,251.89,,
Topix Index,1258.94,1262.54,1240.99,1229.65,1235.83,,
Hong Kong:,,
,
Hang Seng Index,"24,038.55","23,910.47","23,728.70","23,712.57","23,743.10",,
China:,,
,
Shanghai A Index,2310.77,2326.66,2357.10,2352.16,2341.78,,
Korea:,,
,
Seoul KOSPI,2030.78,2009.36,1986.80,1984.77,1980.41,,
Taiwan:,,
,
TAIEX Index,8414.61,8392.55,8418.00,8375.54,8367.72,,
Singapore:,,
,
Straits Times Index,3188.76,3187.67,3160.70,3124.38,3114.17,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1818.15,1824.29,1821.90,1824.86,1826.95,,
Indonesia:,,
,
JSX Composite Index,4321.98,4288.76,4241.30,4216.89,4180.79,,
India:,,
,
BSE Sensex Index,"20,898.01","20,854.92","20,708.71","20,957.81","20,996.53",,
Thailand:,,
,
FTSE SET Index,1374.26,1383.89,1376.63,Closed,1361.57,,
Philippines:,,
,
Manila PSE Index,6223.37,6179.50,6105.23,6030.95,6014.94,,
World:,,
,
MSCI World,1621.34,1613.31,1604.74,1598.88,1612.61,,
Comm Research Index,275.32,276.92,278.59,278.20,279.24,,
Moody's Comm Index,5643.67,5626.36,5615.52,5640.50,5653.92,,
LME Index,3007.1,2999.9,3053.2,3045.4,3068.6,,
,
Source: Thomson Reuters,
