Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2010-12-19T17:00:01+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Dec 13,Dec 14,Dec 15,Dec 16,Dec 17,,
New York:,,
,
DJ Indust,"11,428.56","11,476.54","11,457.47","11,499.25","11,491.91",,
DJ Opening,"11,406.16","11,429.24","11,475.64","11,458.00","11,499.02",,
Day's High,"11,480.03","11,514.08","11,519.04","11,514.84","11,503.18",,
Day's low,"11,405.33","11,428.94","11,445.67","11,421.30","11,451.00",,
Nasdaq Comp,2624.91,2627.72,2617.22,2637.31,2642.97,,
S&P 500 Index,1240.46,1241.59,1235.23,1242.87,1243.91,,
Wilshire 5000,"13,095.67","13,101.65","13,033.45","13,120.73","13,143.54",,
NYSE volume ('000),"96,224","95,693",n/a,"1,011,610","2,024,989",,
NYSE rises,1435,1334,n/a,2053,1678,,
NYSE falls,1582,1694,n/a,971,1335,,
Transport,5054.75,5037.07,5019.80,5087.30,5051.32,,
NYSE Comp,7850.02,7855.22,7798.78,7840.24,7835.31,,
AMEX Index,2123.42,2130.03,2110.04,2119.05,2133.94,,
Canada:,,
,
DJ S&P TSX Index,"13,295.86","13,280.08","13,229.07","13,181.23","13,201.46",,
London:,,
,
FTSE 100 Index,5860.75,5891.21,5882.18,5881.12,5871.75,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2855.37,2861.67,2841.99,2845.78,2821.77,,
Germany:,,
,
German Xetra Dax,7029.39,7027.40,7016.37,7024.40,6982.45,,
France:,,
,
CAC Index,3892.44,3902.87,3880.19,3888.36,3867.35,,
Switzerland:,,
,
Swiss Market Index,6519.08,6545.84,6560.43,6566.17,6538.16,,
Johannesburg:,,
,
FTSE JSE All Share Index,"31,565.18","31,666.64","31,703.61",Closed,"31,631.07",,
JSE Africa Gold Index,2786.18,2827.58,2834.03,–,2720.55,,
Italy:,,
,
FTSE Italia All Share Index,"21,331.28","21,406.31","21,123.27","21,084.88","20,806.13",,
Spain:,,
,
IBEX 35,"10,151.2","10,162.7","10,009.8","10,010.3",9898.1,,
New Zealand:,,
,
NZ Top 50 Capital,3291.29,3288.96,3297.92,3293.78,3325.11,,
NZ Top 10 Capital,849.44,849.79,852.67,853.01,864.26,,
Tokyo:,,
,
Nikkei 225 Index,"10,293.89","10,316.77","10,309.78","10,311.29","10,303.83",,
Nikkei high,"10,293.89","10,319.24","10,340.69","10,347.39","10,327.42",,
Nikkei low,"10,199.73","10,267.22","10,282.85","10,282.54","10,280.80",,
Nikkei 300 Index,182.38,183.10,183.12,183.44,183.12,,
Topix Index,897.40,901.89,902.42,903.84,903.14,,
Nikkei vol (mil),2056,2386,2068,2021,2057,,
Hong Kong:,,
,
Hang Seng Index,"23,317.61","23,431.19","22,975.35","22,668.78","22,714.85",,
China:,,
,
Shanghai A Index,3061.18,3065.38,3048.89,3034.97,3030.29,,
Korea:,,
,
Seoul KOSPI,1996.59,2009.05,2017.48,2009.24,2026.30,,
Taiwan:,,
,
TAIEX Index,8736.59,8740.43,8756.71,8782.20,8817.90,,
Singapore:,,
,
Straits Times Index,3182.32,3176.91,3147.20,3147.67,3153.01,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1509.79,1510.58,1509.10,1497.52,1499.88,,
Indonesia:,,
,
JSX Composite Index,3692.23,3689.67,3658.31,3571.74,3581.57,,
India:,,
,
BSE Sensex Index,"19,691.78","19,799.19","19,647.77","19,864.85",Closed,,
Thailand:,,
,
FTSE SET Index,1033.32,1037.41,1035.47,1029.60,1022.46,,
Philippines:,,
,
Manila PSE Index,4115.38,4148.03,4089.75,4039.40,4057.33,,
World:,,
,
MSCI World,1265.32,1267.71,1259.68,1260.04,1257.84,,
Comm Research Index,319.87,319.51,318.84,317.34,320.62,,
Moody's Comm Index,6205.55,6275.83,6290.91,6261.13,6242.92,,
LME Index,4038.9,4029.5,3993.7,3964.6,4004.7,,
,
Source: Thomson Reuters,
