Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-12-12T13:45:01+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Dec 7,Dec 8,Dec 9,Dec 10,Dec 11,,
New York:,,
,
DJ Indust,"17,730.51","17,568.00","17,492.30","17,574.75","17,265.21",,
DJ Opening,"17,845.49","17,703.99","17,558.18","17,493.17","17,574.75",,
Day's High,"17,845.49","17,703.99","17,767.69","17,697.74","17,574.75",,
Day's low,"17,639.25","17,485.39","17,403.51","17,474.66","17,230.50",,
Nasdaq Comp,5101.81,5098.24,5022.87,5045.17,4933.47,,
S&P 500 Index,2077.07,2063.59,2047.62,2052.23,2012.37,,
Wilshire 5000,"21,489.20","21,365.02","21,208.78","21,254.92","20,823.36",,
NYSE volume ('000),1002519,954035,971217,1018249,n/a,,
NYSE rises,n/a,n/a,n/a,n/a,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,7884.78,7663.24,7627.91,7671.47,7524.64,,
NYSE Comp,"10,304.53","10,198.37","10,162.36","10,172.04",9976.65,,
NYSE AMEX Comp Idx,2193.01,2177.03,2169.83,2158.45,2105.01,,
Canada:,,
,
DJ S&P TSX Index,"13,042.83","12,922.47","12,937.59","13,016.59","12,789.95",,
London:,,
,
FTSE 100 Index,6223.52,6135.22,6126.68,6088.05,5952.78,,
Europe:,,
,
EURO STOXX 50 Index,3360.21,3297.46,3277.21,3269.97,3203.21,,
Germany:,,
,
German Xetra Dax,"10,886.09","10,673.60","10,592.49","10,598.93","10,340.06",,
France:,,
,
CAC Index,4756.41,4681.86,4637.45,4635.06,4549.56,,
Switzerland:,,
,
Swiss Market Index,8825.28,8701.20,8624.95,8632.63,8502.06,,
Johannesburg:,,
,
FTSE JSE All Share Index,"49,860.74","49,083.80","49,523.56","48,984.53","48,067.53",,
JSE Africa Gold Index,937.96,937.39,961.49,1055.88,1127.60,,
Italy:,,
,
FTSE Italia All Share Index,"23,818.61","23,317.85","23,263.30","23,157.14","22,752.72",,
Spain:,,
,
IBEX 35,"10,042.4",9837.1,9835.5,9778.7,9630.7,,
New Zealand:,,
,
NZ Top 50 Capital,6064.43,6035.00,6053.55,6040.56,6069.95,,
NZ Top 10 Capital,1196.56,1188.91,1193.77,1189.50,1197.55,,
Tokyo:,,
,
Nikkei 225 Index,"19,698.15","19,492.60","19,301.07","19,046.55","19,230.48",,
Nikkei high,"19,811.51","19,764.21","19,475.40","19,125.06","19,282.21",,
Nikkei low,"19,677.21","19,475.28","19,260.12","19,025.78","19,020.75",,
Nikkei 300 Index,318.88,315.42,312.92,310.11,311.80,,
Topix Index,1585.21,1568.73,1555.58,1540.35,1549.51,,
Hong Kong:,,
,
Hang Seng Index,"22,203.22","21,905.13","21,803.76","21,704.61","21,464.05",,
China:,,
,
Shanghai A Index,3703.34,3633.27,3635.55,3617.69,3595.68,,
Korea:,,
,
Seoul KOSPI,1963.67,1949.04,1948.24,1952.07,1948.62,,
Taiwan:,,
,
TAIEX Index,8454.27,8343.86,8229.62,8216.17,8115.89,,
Singapore:,,
,
Straits Times Index,2900.92,2876.03,2861.19,2848.46,2834.63,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1672.00,1669.24,1659.36,1648.65,1640.14,,
Indonesia:,,
,
JSX Composite Index,4521.39,4464.18,Closed,4466.21,4393.52,,
India:,,
,
BSE Sensex Index,"25,530.11","25,310.33","25,036.05","25,252.32","25,044.43",,
Thailand:,,
,
FTSE SET Index,Closed,1306.98,1297.82,Closed,1280.92,,
Philippines:,,
,
Manila PSE Index,6911.86,6838.42,6848.25,6820.60,6735.01,,
World:,,
,
MSCI World,1686.58,1670.68,1664.38,1663.88,1637.83,,
Comm Research Index,179.08,177.90,178.07,177.54,175.36,,
Moody's Comm Index,4775.29,4760.49,4759.68,4750.07,4750.07,,
LME Index,2140.4,2143.5,2147.9,2149.1,2180.5,,
,
Source: Thomson Reuters,
