S&P/ASX200 - Daily,,,,,,,,,,,,,,,,,
XAO 4896.3 at 16:34 25/3/2010  Report at 19:05 Thursday 25/3/2010. Processed 19:08 Thursday 25/3/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.275,0.40,0.39,ABP,Abacus Prop stp,0.395,-0.5,"78,940",0.39,0.395,5.75,,-,0.60,14.56,-2.32,-
3.01,1.84,2.63,2.60,ABC,Adelaide Brighton,2.62,,"19,894",2.58,2.64,13.5,f,1.51,1.21,5.15,20.4,12.8
15.46,13.07,15.18,14.99,AGK,AGL Energy Ltd,15.02,-20,"12,595",15.00,15.02,57,f,0.47,6.21,3.79,27,55.6
5.91,1.405,3.00,2.81,ALS,Alesco Corp,2.95,-7,"7,260",2.91,2.95,14,f,-,0.65,4.75,-17.36,-
2.06,1.046,1.715,1.665,AWC,Alumina Ltd,1.665,-7,"135,190",1.665,1.675,2,f,-,1.21,1.20,-1.2,-
6.35,4.07,6.31,6.20,AMC,Amcor Ltd,6.29,10,"70,677",6.28,6.30,29.5,,0.71,2.25,4.69,20.9,30.1
6.97,4.55,6.30,6.25,AMP,AMP Ltd,6.26,-7,"44,883",6.26,6.29,30,p,1.24,0.80,4.79,37.1,16.9
12.63,7.58,12.45,12.10,ANN,Ansell Ltd,12.21,-31,"7,698",12.08,12.30,29,,2.82,1.92,2.38,81.7,14.9
25.72,14.90,25.45,25.10,ANZ,ANZ Banking Grp,25.35,-2,"61,155",25.34,25.37,102,f,1.67,10.72,4.02,170.4,14.9
3.68,2.60,3.48,3.40,APA,APA Grp stp,3.48,6,"7,643",3.47,3.48,31.75,,0.79,-,9.12,25,13.9
2.61,1.09,2.31,2.28,APN,APN News & Media,2.29,-1,"7,727",2.28,2.31,4,f,4.17,-0.78,1.75,16.7,13.7
7.95,3.74,6.73,6.61,AQP,Aquarius Platinum,6.70,-8,"11,641",6.67,6.75,2.26,,9.20,-,0.34,20.79,32.2
11.38,2.345,10.85,10.65,AQA,Aquila Res,10.71,-27,"4,785",10.67,10.75,-,,-,-,-,-14.8,-
1.845,1.03,1.34,1.31,AAD,Ardent Leisure stp,1.33,1,"10,719",1.30,1.335,14.3,,0.19,1.10,10.75,2.73,48.7
5.75,3.24,4.57,4.39,ALL,Aristocrat Leisure,4.48,-10,"17,753",4.44,4.48,4.5,,-,0.07,1.00,-31.3,-
5.31,2.67,5.07,5.00,AOE,Arrow Energy,5.03,2,"57,980",5.03,5.04,-,,-,2.13,-,15.38,32.7
1.94,0.64,1.90,1.845,AIO,Asciano Grp stp,1.85,-2.5,"167,890",1.845,1.86,-,,-,0.10,-,-41.9,-
37.90,28.80,35.90,35.43,ASX,ASX Ltd,35.49,-44,"6,307",35.44,35.49,163.6,f,1.10,3.19,4.61,180.6,19.7
2.55,1.15,2.43,2.35,AGO,Atlas Iron Ltd,2.40,-3,"24,700",2.39,2.42,-,,-,-,-,-15.5,-
5.95,2.70,4.43,4.32,AAX,Ausenco Ltd,4.40,1,"6,400",4.32,4.45,9.5,f,2.00,0.62,2.16,19,23.2
1.95,1.18,1.435,1.41,AAC,Aust Agriculture,1.415,-4,"4,428",1.405,1.43,-,,-,2.42,-,-20.3,-
2.01,1.18,1.935,1.87,AIX,Aust Infra unt,1.87,-5,"29,367",1.86,1.895,10,p,1.94,2.62,5.35,19.37,9.7
1.465,0.65,1.175,1.16,AUN,Austar United,1.17,-1.5,"51,261",1.16,1.175,-,,-,-0.31,-,4.7,24.9
0.585,0.243,0.52,0.51,ALZ,Australand Prop stp,0.52,,"20,371",0.515,0.52,8,,-,0.68,15.38,-13.4,-
2.26,1.415,1.98,1.91,AVO,Avoca Res,1.96,-3,"8,537",1.955,2.00,-,,-,0.79,-,12.49,15.7
1.337,0.791,0.92,0.88,AWB,AWB Ltd,0.885,-3,"90,570",0.885,0.89,5,,3.70,1.81,5.65,18.5,4.8
3.17,2.17,2.73,2.68,AWE,AWE Ltd,2.73,3,"12,775",2.75,2.65,-,,-,1.74,-,1.43,190.9
6.72,3.25,6.37,6.33,AXA,AXA Asia Pacific,6.33,,"19,588",6.33,6.34,18.5,p,1.89,1.12,2.92,34.89,18.1
13.49,7.384,11.78,11.63,BOQ,Bank of Qld,11.75,-7,"3,992",11.65,11.75,52,f,1.46,6.62,4.43,75.9,15.5
1.04,0.655,0.75,0.725,BPT,Beach Energy Ltd,0.74,-1.5,"41,470",0.74,0.745,1.75,p,9.17,1.27,2.36,16.05,4.6
10.48,5.901,10.07,9.90,BEN,Bendigo & Adelaide,9.96,-19,"9,332",9.95,9.97,43,f,0.83,5.16,4.32,35.53,28.0
44.49,31.25,43.52,43.04,BHP,BHP Billiton Ltd,43.32,-4,"232,905",43.30,43.39,95.15,f,1.95,8.76,2.20,185.29,23.4
