S&P/ASX200 - Daily,,,,,,,,,,,,,,,,,
XAO 4428.7 at 16:51 21/7/2010  Report at 19:05 Wednesday 21/7/2010. Processed 19:13 Wednesday 21/7/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.33,0.40,0.39,ABP,Abacus Prop stp,0.395,,"32,056",0.39,0.395,3.9,,-,0.60,9.87,-2.32,-
3.18,2.24,3.18,3.14,ABC,Adelaide Brighton,3.15,,"15,458",3.14,3.16,13.5,f,1.51,1.21,4.29,20.4,15.4
15.69,13.37,15.00,14.79,AGK,AGL Energy Ltd,14.89,-6,"6,331",14.86,14.95,57,f,0.47,6.21,3.83,27,55.1
5.91,2.25,2.54,2.45,ALS,Alesco Corp,2.49,,"1,474",2.45,2.55,7,,-,0.65,2.81,-17.36,-
2.06,1.45,1.535,1.50,AWC,Alumina Ltd,1.51,,"97,551",1.505,1.51,2,f,-,1.21,1.32,-1.2,-
7.04,4.473,7.04,6.85,AMC,Amcor Ltd,7.00,16,"96,352",6.96,7.00,29.5,,0.71,2.25,4.21,20.9,33.5
6.97,5.02,5.35,5.26,AMP,AMP Ltd,5.29,-2,"43,934",5.28,5.30,30,p,1.24,0.80,5.67,37.1,14.3
13.50,8.45,13.50,12.71,ANN,Ansell Ltd,13.50,52,"5,767",13.44,13.50,29,,2.82,1.92,2.15,81.7,16.5
26.23,16.62,22.58,22.38,ANZ,ANZ Banking Grp,22.49,15,"50,711",22.42,22.49,108,f,1.34,9.99,4.80,144.8,15.5
3.83,2.63,3.70,3.65,APA,APA Grp stp,3.67,-4,"6,870",3.65,3.68,31.75,,0.79,-,8.65,25,14.7
2.61,1.565,2.03,1.975,APN,APN News & Media,1.995,2,"6,035",1.97,2.01,4,f,4.17,-0.78,2.01,16.7,11.9
7.95,3.89,4.57,4.50,AQP,Aquarius Platinum,4.52,1,"53,681",4.51,4.53,2.26,,9.20,-,0.50,20.79,21.7
11.38,5.046,7.46,7.19,AQA,Aquila Res,7.25,-2,"2,131",7.12,7.39,-,,-,-,-,-14.8,-
1.845,0.94,1.09,1.055,AAD,Ardent Leisure stp,1.055,-2.5,"6,251",1.05,1.07,14.3,,0.19,1.10,13.55,2.73,38.6
5.75,3.39,3.53,3.48,ALL,Aristocrat Leisure,3.49,,"9,903",3.47,3.50,4.5,,-,0.07,1.29,-31.3,-
5.31,3.26,4.67,4.66,AOE,Arrow Energy,4.66,-1,"7,711",4.72,4.38,-,,-,2.13,-,15.38,30.3
1.94,1.355,1.72,1.68,AIO,Asciano Grp stp,1.72,4,"98,551",1.715,1.725,-,,-,0.10,-,-41.9,-
37.77,28.06,28.95,28.51,ASX,ASX Ltd,28.92,32,"5,184",28.50,28.94,163.6,f,1.10,3.19,5.66,180.6,16.0
3.05,1.57,2.07,1.985,AGO,Atlas Iron Ltd,2.01,3,"24,422",1.995,2.03,-,,-,-,-,-15.5,-
5.95,1.71,2.15,2.09,AAX,Ausenco Ltd,2.11,5,"6,423",2.11,2.14,9.5,f,2.00,0.62,4.50,19,11.1
2.09,1.36,1.755,1.735,AIX,Aust Infra unt,1.74,2,"10,677",1.735,1.75,10,,1.94,2.62,5.75,19.37,9.0
1.465,0.84,1.045,1.03,AUN,Austar United,1.035,1,"9,235",1.01,1.045,-,,-,-0.31,-,4.7,22.0
3.05,2.125,2.53,2.50,ALZ,Australand Prop stp,2.53,,"1,278",2.52,2.53,12,,-,0.68,4.74,-13.4,-
2.99,1.48,2.80,2.67,AVO,Avoca Res,2.70,-11,"8,943",2.68,2.71,-,,-,0.79,-,12.49,21.6
1.337,0.865,1.005,0.985,AWB,AWB Ltd,1.00,1,"7,817",0.99,1.00,-,,-,1.85,-,3.67,27.2
3.17,1.465,1.59,1.465,AWE,AWE Ltd,1.51,-6,"92,637",1.51,1.515,-,,-,1.74,-,1.43,105.6
6.72,3.78,5.39,5.17,AXA,AXA Asia Pacific,5.39,12,"67,459",5.38,5.39,18.5,p,1.89,1.12,3.43,34.89,15.4
13.49,9.74,10.09,9.90,BOQ,Bank of Qld,10.07,3,"4,234",10.05,10.08,52,f,1.78,7.20,5.16,92.4,10.9
1.04,0.655,0.695,0.665,BPT,Beach Energy Ltd,0.68,,"49,012",0.675,0.68,1.75,p,9.17,1.27,2.57,16.05,4.2
10.48,7.196,8.22,8.08,BEN,Bendigo & Adelaide,8.13,-2,"4,513",8.10,8.15,43,f,0.83,5.16,5.29,35.53,22.9
44.93,35.58,39.07,38.67,BHP,BHP Billiton Ltd,38.75,45,"222,178",38.70,38.75,95.15,f,1.95,8.76,2.46,185.29,20.9
12.32,8.23,9.17,9.07,BBG,Billabong Intl,9.09,3,"5,256",9.02,9.15,36,p,1.59,0.84,3.96,57.2,15.9
3.336,0.85,0.93,0.905,BTA,Biota Hldgs,0.91,-0.5,"3,742",0.905,0.92,-,,-,0.60,-,36.6,2.5
3.48,2.03,2.30,2.24,BSL,BlueScope Steel,2.26,3,"104,950",2.25,2.26,-,,-,2.47,-,-61.37,-
4.10,1.856,2.86,2.73,BLY,Boart Longyear,2.79,-1,"27,841",2.79,2.80,-,,-,0.14,-,-0.67,-
