S&P/ASX200 - Daily,,,,,,,,,,,,,,,,,
XAO 4895.1 at 16:34 20/1/2010  Report at 19:05 Wednesday 20/1/2010. Processed 19:06 Wednesday 20/1/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.216,0.425,0.415,ABP,Abacus Prop stpld,0.415,,"22,313",0.415,0.42,5.75,,-,0.62,13.86,-11.81,-
3.01,1.445,2.64,2.60,ABC,Adelaide Brighton,2.60,,"8,220",2.60,2.62,14,f,1.49,1.15,5.38,20.8,12.5
15.46,12.83,14.08,13.91,AGK,AGL Energy Ltd,13.93,1,"9,447",13.92,13.95,54,f,6.63,6.00,3.88,358,3.9
5.91,0.60,4.80,4.62,ALS,Alesco Corp,4.77,15,"3,012",4.74,4.84,7,f,-,0.49,1.47,-13.94,-
2.06,0.683,1.865,1.79,AWC,Alumina Ltd,1.805,-3.5,"178,790",1.80,1.81,-,,-,1.30,-,9.42,19.2
6.35,3.50,6.21,6.08,AMC,Amcor Ltd,6.11,,"28,675",6.09,6.11,34,,0.74,1.61,5.56,25.3,24.2
6.97,3.52,6.58,6.43,AMP,AMP Ltd,6.43,-7,"55,065",6.43,6.46,30,p,0.99,0.67,4.67,29.6,21.7
11.04,7.51,10.32,10.13,ANN,Ansell Ltd,10.27,15,"15,516",10.24,10.30,28,,3.19,1.98,2.73,89.2,11.5
25.25,11.83,23.52,23.14,ANZ,ANZ Banking Grp,23.27,7,"83,660",23.25,23.28,102,f,1.67,10.72,4.38,170.4,13.7
3.68,2.50,3.36,3.30,APA,APA Grp stpld,3.31,4,"10,522",3.31,3.34,31,,0.52,1.18,9.37,16.2,20.4
2.61,0.866,2.45,2.37,APN,APN News & Media,2.38,-2,"8,494",2.38,2.42,12,,-,-1.23,5.04,-13.1,-
7.95,3.021,7.72,7.39,AQP,Aquarius Platinum,7.57,16,"19,355",7.46,7.58,-,,-,-,-,-16.39,-
11.38,1.727,11.00,10.79,AQA,Aquila Res,10.80,-10,"3,138",10.80,10.82,-,,-,-,-,-10.5,-
1.845,0.79,1.80,1.76,AAD,Ardent Leisure Grp stp,1.765,-2.5,"7,421",1.76,1.77,14.3,,-,1.18,8.10,-0.32,-
5.75,3.16,4.08,4.03,ALL,Aristocrat Leisure,4.05,2,"13,012",4.05,4.07,14.5,f,-,0.35,3.58,-0.2,-
4.73,2.10,4.45,4.23,AOE,Arrow Energy,4.31,-11,"48,671",4.30,4.31,-,,-,0.82,-,52,8.3
1.94,0.32,1.865,1.83,AIO,Asciano Grp stpld,1.84,0.5,"79,970",1.835,1.855,-,,-,-1.41,-,-32.5,-
37.90,23.52,35.24,34.75,ASX,ASX Ltd,35.04,60,"9,167",34.93,35.15,164.9,f,1.11,2.66,4.71,183.2,19.1
2.36,1.05,2.25,2.12,AGO,Atlas Iron Ltd,2.15,-1,"57,785",2.15,2.16,-,,-,-,-,-21.3,-
5.95,1.855,4.35,4.19,AAX,Ausenco Ltd,4.20,3,"3,813",4.19,4.30,18.5,f,2.38,0.76,4.40,43.94,9.6
2.00,1.16,1.435,1.405,AAC,Aust Agriculture,1.41,3.5,"4,286",1.41,1.425,-,,-,2.55,-,-25.7,-
1.95,0.991,1.95,1.85,AIX,Aust Infra unt,1.92,6,"60,001",1.88,1.95,13,,2.03,3.14,6.77,26.33,7.3
1.465,0.65,1.355,1.325,AUN,Austar United,1.345,1.5,"6,579",1.325,1.36,-,,-,-0.33,-,-2.4,-
0.585,0.174,0.495,0.48,ALZ,Australand Prop stpld,0.48,-1,"56,571",0.48,0.485,8,,-,0.92,16.67,-15.55,-
2.26,1.415,1.88,1.81,AVO,Avoca Res,1.82,-2,"5,019",1.81,1.825,-,,-,0.61,-,-6.97,-
2.047,0.592,1.185,1.175,AWB,AWB Ltd,1.185,1,"43,334",1.185,1.19,5,,3.70,1.81,4.22,18.5,6.4
3.17,2.11,3.13,3.04,AWE,AWE Ltd,3.13,11,"30,286",3.12,3.13,-,,-,1.80,-,17.36,18.0
6.72,2.52,6.66,6.59,AXA,AXA Asia Pacific,6.60,,"35,326",6.58,6.62,18.5,p,-,0.96,2.80,-7.39,-
13.49,6.228,11.51,11.36,BOQ,Bank of Qld,11.40,5,"5,429",11.36,11.47,52,f,1.46,6.62,4.56,75.9,15.0
1.04,0.678,0.97,0.955,BPT,Beach Energy Ltd,0.955,,"24,730",0.955,0.96,1.75,p,14.41,-,1.83,25.21,3.8
10.44,5.733,10.44,10.16,BEN,Bendigo & Adelaide,10.33,25,"11,682",10.23,10.36,43,f,0.60,4.03,4.16,25.6,40.4
44.49,26.64,43.94,43.40,BHP,BHP Billiton Ltd,43.41,10,"127,997",43.40,43.45,113.63,f,1.15,8.84,2.62,130.15,33.4
12.19,5.815,11.79,11.40,BBG,Billabong Intl,11.49,-1,"6,826",11.41,11.56,45,p,1.54,0.70,3.92,69.2,16.6
3.336,0.399,2.12,2.06,BTA,Biota Hldgs,2.08,3,"22,996",2.07,2.09,-,,-,0.55,-,21.7,9.6
3.48,1.675,3.06,2.98,BSL,BlueScope Steel,3.00,-1,"134,393",2.99,3.00,5,,-,2.46,1.67,-7.1,-
0.41,0.054,0.395,0.38,BLY,Boart Longyear,0.39,1.5,"591,563",0.39,0.395,-,,-,-0.10,-,6.84,5.7
6.40,2.29,5.89,5.70,BLD,Boral Ltd,5.78,-5,"46,783",5.75,5.78,13,f,1.85,4.12,2.25,24.1,24.0
7.55,0.945,6.35,6.23,BKN,Bradken Ltd,6.29,3,"27,596",6.25,6.32,23,f,2.28,1.31,3.66,52.5,12.0
8.37,4.08,6.87,6.73,BXB,Brambles Ltd,6.77,-2,"43,846",6.73,6.77,30,p,1.34,0.58,4.43,40.18,16.8
1.945,1.492,1.76,1.73,BWP,Bunnings Warehouse unt,1.75,3,"6,271",1.74,1.76,11.57,,-,1.79,6.61,-3.74,-
7.09,4.71,5.99,5.82,CAB,Cabcharge Aust,5.94,12,"2,636",5.83,5.99,34,f,1.50,2.21,5.72,51,11.6
14.00,7.64,10.08,9.72,CTX,Caltex Aust,9.83,-11,"17,601",9.80,9.83,-,,-,10.60,-,15.6,63.0
0.885,0.26,0.59,0.58,CVN,Carnarvon Pet,0.58,0.5,"19,445",0.58,0.585,-,,-,0.07,-,5.4,10.7
5.70,3.56,5.01,4.79,CRZ,Carsales Com Ltd,4.79,-21,"1,957",4.79,4.86,-,,-,-,-,-,-
4.24,1.51,4.07,3.98,CEY,Centennial Coal,4.05,6,"39,778",4.00,4.06,11,f,1.77,1.77,2.72,19.5,20.8
2.12,1.415,1.955,1.92,CFX,CFS Retail Prop unt,1.945,2.5,"51,314",1.945,1.95,12.5,,-,2.02,6.43,-15.27,-
4.50,0.865,4.33,4.24,CGF,Challenger FSG Ltd,4.30,11,"16,354",4.20,4.30,12.5,,-,1.81,2.91,-16.2,-
0.745,0.156,0.67,0.64,CHC,Charter Hall Grp forus,0.65,1,"15,344",0.64,0.66,4.96,,-,0.71,7.63,-17.98,-
11.72,8.02,11.40,11.25,CCL,Coca-Cola Amatil,11.33,8,"15,288",11.30,11.34,40.5,f,1.35,1.14,3.57,54.8,20.7
69.79,46.21,66.24,64.45,COH,Cochlear Ltd,65.65,66,"2,307",65.61,66.27,175,f,1.34,2.78,2.67,233.7,28.1
58.65,24.03,57.31,56.32,CBA,C'wlth Bank  of Aust ,56.56,-8,"37,414",56.55,56.60,228,f,1.44,13.65,4.03,328.5,17.2
1.045,0.67,0.95,0.94,CPA,C'wlth Prop ord unt   ,0.94,,"52,939",0.94,0.945,8.8,,-,1.15,9.36,-31.8,-
12.64,6.41,12.39,11.91,CPU,Computershare Ltd,12.25,-15,"37,777",12.22,12.34,22,p,2.58,-1.95,1.80,56.75,21.6
0.49,0.244,0.47,0.455,CEU,ConnectEast stpld,0.455,-0.5,"92,906",0.455,0.46,2,,-,-,4.40,-25.43,-
