S&P/ASX200 - Daily,,,,,,,,,,,,,,,,,
XAO 4483.1 at 16:36 30/8/2010  Report at 19:05 Monday 30/8/2010. Processed 19:13 Monday 30/8/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.33,0.42,0.41,ABP,Abacus Prop stp,0.42,1,"41,950",0.415,0.42,3.9,,0.39,0.58,9.29,1.53,27.5
3.435,2.293,3.34,3.28,ABC,Adelaide Brighton,3.31,7,"19,806",3.31,3.33,15.5,f,1.52,1.16,4.68,23.6,14.0
15.69,13.37,15.40,15.19,AGK,AGL Energy Ltd,15.30,12,"13,249",15.27,15.30,59,,1.34,5.89,3.86,79.3,19.3
5.91,2.25,2.85,2.70,ALS,Alesco Corp,2.83,15,"2,610",2.70,2.83,7,,-,0.60,2.47,-132.84,-
2.06,1.45,1.75,1.70,AWC,Alumina Ltd,1.75,6,"144,680",1.745,1.75,4.23,f,0.14,1.22,2.42,0.59,296.6
7.04,5.27,6.94,6.68,AMC,Amcor Ltd,6.87,20,"60,644",6.84,6.88,29.5,,0.54,1.49,4.29,15.8,43.5
6.97,4.85,5.11,5.02,AMP,AMP Ltd,5.09,14,"108,760",5.08,5.10,31,p,1.28,0.90,6.09,39.8,12.8
13.73,9.07,13.46,13.07,ANN,Ansell Ltd,13.17,5,"6,081",12.97,13.30,30.5,,2.94,2.22,2.32,89.6,14.7
26.23,19.95,23.05,22.69,ANZ,ANZ Banking Grp,22.95,51,"84,438",22.88,22.96,108,f,1.34,9.99,4.71,144.8,15.8
3.83,2.89,3.76,3.65,APA,APA Grp stp,3.76,13,"14,047",3.76,3.77,32.75,,0.59,1.28,8.71,19.4,19.4
2.61,1.68,1.885,1.81,APN,APN News & Media,1.885,4.5,"14,379",1.875,1.885,9,,1.86,-0.75,4.77,16.7,11.3
7.95,3.89,4.84,4.66,AQP,Aquarius Platinum,4.81,19,"10,351",4.65,4.85,2.26,,3.16,-,0.47,7.15,67.3
11.38,5.955,8.85,8.38,AQA,Aquila Res,8.76,51,"6,873",8.67,8.87,-,,-,-,-,-14.8,-
1.845,0.92,0.95,0.935,AAD,Ardent Leisure stp,0.95,2,"9,122",0.935,0.95,10.75,,0.59,0.92,11.32,6.3,15.1
5.75,3.34,3.73,3.55,ALL,Aristocrat Leisure,3.70,12,"20,783",3.65,3.70,3.5,,-,0.15,0.95,-15,-
1.94,1.435,1.685,1.645,AIO,Asciano Grp stp,1.67,4,"70,945",1.665,1.675,-,,-,0.08,-,-31.6,-
37.16,28.02,30.00,29.48,ASX,ASX Ltd,29.60,-96,"11,511",29.56,29.75,173.1,f,1.10,3.49,5.85,190.4,15.5
3.05,1.57,2.16,2.07,AGO,Atlas Iron Ltd,2.15,11,"47,572",2.14,2.15,-,,-,-,-,-9.6,-
5.95,1.71,2.34,2.16,AAX,Ausenco Ltd,2.30,18,"7,773",2.28,2.30,4.5,,-,0.50,1.96,-10.35,-
2.09,1.46,1.865,1.825,AIX,Aust Infra unt,1.86,6,"12,616",1.84,1.865,10,p,3.32,2.61,5.38,33.22,5.6
1.465,0.84,0.955,0.935,AUN,Austar United,0.945,0.5,"29,918",0.935,0.945,-,,-,-0.28,-,3.5,27.0
3.05,2.20,2.80,2.73,ALZ,Australand Prop stp,2.80,11,"9,162",2.78,2.80,12,,1.24,3.44,4.29,14.9,18.8
3.10,1.48,3.03,2.95,AVO,Avoca Res,3.00,7,"6,459",2.97,3.01,-,,-,0.79,-,12.49,24.0
1.49,0.865,1.455,1.445,AWB,AWB Ltd,1.45,-0.5,"32,955",1.45,1.455,-,,-,1.85,-,3.67,39.5
3.17,1.465,1.615,1.565,AWE,AWE Ltd,1.60,5,"29,335",1.595,1.62,-,,-,1.60,-,-5.55,-
6.72,4.05,5.60,5.50,AXA,AXA Asia Pacific,5.60,9,"20,421",5.55,5.61,18.5,p,1.66,1.01,3.30,30.79,18.2
13.49,9.68,10.17,9.87,BOQ,Bank of Qld,10.06,34,"6,440",10.05,10.09,52,f,1.78,7.20,5.17,92.4,10.9
1.04,0.595,0.65,0.615,BPT,Beach Energy Ltd,0.65,4.5,"80,301",0.65,0.655,1.75,p,9.17,1.27,2.69,16.05,4.0
10.48,7.72,8.50,8.34,BEN,Bendigo & Adelaide,8.45,17,"15,435",8.43,8.50,58,f,1.16,5.27,6.86,67.4,12.5
44.93,35.58,37.88,37.48,BHP,BHP Billiton Ltd,37.87,57,"154,392",37.85,37.89,98.54,f,2.72,10.21,2.60,268.22,14.1
12.32,7.31,7.73,7.60,BBG,Billabong Intl,7.70,23,"13,356",7.65,7.71,36,p,1.62,0.40,4.68,58.3,13.2
3.336,0.85,0.97,0.93,BTA,Biota Hldgs,0.965,3.5,"8,252",0.96,0.97,-,,-,0.54,-,9.2,10.5
3.40,2.03,2.18,2.14,BSL,BlueScope Steel,2.17,7,"113,254",2.16,2.17,5,f,1.38,2.53,2.30,6.9,31.4
4.10,2.43,3.05,2.99,BLY,Boart Longyear,3.02,7,"31,947",3.02,3.03,2.29,p,3.56,1.50,0.76,8.15,37.1
6.40,4.15,4.52,4.40,BLD,Boral Ltd,4.44,9,"25,886",4.44,4.47,13.5,f,-,3.92,3.04,-15.2,-
8.14,5.48,7.45,7.29,BKN,Bradken Ltd,7.43,23,"3,752",7.41,7.45,34,f,1.59,2.10,4.58,54.1,13.7
8.37,5.11,5.86,5.77,BXB,Brambles Ltd,5.85,4,"195,850",5.83,5.86,25,p,1.48,0.88,4.27,36.96,15.8
2.09,1.66,1.86,1.825,BWP,Bunnings Warehouse unt,1.84,,"11,641",1.825,1.855,12.08,,1.84,1.88,6.57,22.18,8.3
6.66,4.25,4.87,4.71,CAB,Cabcharge Aust,4.78,6,"6,495",4.72,4.80,34,f,1.41,2.34,7.11,47.8,10.0
12.75,8.01,11.47,11.16,CTX,Caltex Aust,11.33,23,"10,396",11.30,11.38,55,f,0.63,10.76,4.85,34.4,32.9
0.625,0.30,0.36,0.335,CVN,Carnarvon Pet,0.36,3.5,"31,783",0.35,0.36,-,,-,0.04,-,2.1,17.1
5.86,3.56,5.18,5.06,CRZ,Carsales Com Ltd,5.16,10,"2,648",5.10,5.16,14.9,f,1.25,0.38,2.89,18.6,27.7
6.07,3.05,6.05,6.02,CEY,Centennial Coal,6.05,3,"14,930",6.03,6.06,8,p,1.69,1.90,1.32,13.5,44.8
2.12,1.81,1.96,1.925,CFX,CFS Retail Prop unt,1.96,1.5,"73,531",1.955,1.965,12.5,,1.01,2.02,6.38,12.65,15.5
4.50,2.92,3.81,3.71,CGF,Challenger FSG Ltd,3.79,11,"37,796",3.78,3.83,14.5,,3.81,-,3.83,55.3,6.9
0.79,0.485,0.595,0.585,CHC,Charter Hall Grp forus,0.59,1,"35,900",0.585,0.59,3.2,,0.01,0.56,5.42,0.02,2950.0
0.355,0.225,0.245,0.24,CQO,Charter Hall Office unt,0.245,0.5,"102,780",0.24,0.245,1.85,,-,0.42,7.55,-1.9,-
0.735,0.47,0.60,0.585,CQR,Charter Hall Retail unt,0.60,1.5,"71,235",0.595,0.60,5.3,,0.93,0.74,8.83,4.95,12.1
12.15,9.54,11.93,11.66,CCL,Coca-Cola Amatil,11.91,36,"21,782",11.84,11.91,45.5,f,1.39,1.47,3.82,63.1,18.9
79.11,56.55,69.95,68.84,COH,Cochlear Ltd,69.27,84,"2,751",68.77,69.30,200,p,1.38,4.01,2.89,275.7,25.1
60.00,44.67,50.60,49.99,CBA,C'wlth Bank  of Aust ,50.55,134,"53,789",50.55,50.58,290,f,1.19,15.94,5.74,344.5,14.7
1.045,0.85,0.95,0.935,CPA,C'wlth Prop ord unt   ,0.95,1.5,"92,958",0.945,0.95,5.55,,1.06,1.13,5.84,5.89,16.1
12.90,8.70,9.65,9.44,CPU,Computershare Ltd,9.60,18,"29,491",9.56,9.65,28,p,2.22,-1.61,2.92,62.24,15.4
0.49,0.33,0.41,0.40,CEU,ConnectEast stp,0.41,1,"73,623",0.405,0.41,2,,-,0.47,4.88,-1.49,-
11.66,7.76,8.21,7.95,CRG,Crane Grp Ltd,8.07,14,"1,622",8.00,8.10,40,f,1.04,4.50,4.96,41.7,19.4
9.39,7.41,8.51,8.38,CWN,Crown Ltd,8.40,-1,"15,450",8.32,8.43,37,p,1.04,3.42,4.40,38.54,21.8
37.56,30.03,32.56,32.17,CSL,CSL Ltd,32.53,53,"21,456",32.50,32.57,80,p,2.32,5.93,2.46,185.77,17.5
2.13,1.585,1.72,1.69,CSR,CSR Ltd,1.715,2.5,"51,197",1.705,1.715,8.5,f,-,1.04,4.96,-8.2,-
6.59,1.63,2.24,2.03,CDU,Cudeco Ltd,2.14,3,"42,429",2.13,2.15,-,,-,-,-,0.42,509.5
5.96,4.10,5.01,4.93,DJS,David Jones Ltd,4.99,5,"21,943",4.95,4.99,29,f,1.14,1.22,5.81,33,15.1
0.89,0.70,0.83,0.82,DXS,DEXUS Prop Grp stp,0.83,1.5,"191,401",0.825,0.83,5.1,,0.13,0.95,6.14,0.66,125.8
9.44,3.33,4.13,4.06,DOW,Downer EDI Ltd,4.07,11,"21,726",4.06,4.09,29.1,,0.03,1.94,7.15,0.9,452.2
1.90,1.485,1.695,1.66,DUE,DUET Grp forus,1.695,5.5,"17,180",1.68,1.695,20,p,0.81,1.74,11.80,16.25,10.4
2.78,2.41,2.69,2.57,DLX,Duluxgrp Ltd,2.69,9,"13,510",2.66,2.69,-,,-,-,-,-,-
1.055,0.615,0.84,0.81,ESG,Eastern Star Gas,0.83,3,"44,939",0.825,0.83,-,,-,-,-,-0.8,-
3.90,0.315,0.69,0.67,ELD,Elders Ltd,0.675,1.5,"93,590",0.675,0.68,-,,-,1.63,-,-51.11,-
22.00,12.86,22.00,21.67,EAU,Eldorado Gold cdi,22.00,40,698,21.60,22.25,4.95,,4.98,-,0.23,24.64,89.3
0.995,0.45,0.78,0.765,EHL,Emeco Hldgs,0.775,2,"28,304",0.765,0.775,2,f,-,0.70,2.58,-7.8,-
27.15,12.51,13.44,13.05,ERA,Energy Res,13.32,30,"3,754",13.29,13.33,33,f,2.66,-,2.48,87.9,15.2
0.60,0.25,0.405,0.39,EWC,Energy World Corp,0.405,2.5,"13,411",0.40,0.405,-,,-,0.30,-,3.02,13.4
0.595,0.46,0.505,0.495,ENV,Envestra Ltd,0.50,,"26,085",0.495,0.50,5.5,,0.51,-0.05,11.00,2.8,17.9
5.31,2.80,5.09,4.92,EQN,Equinox Min Ltd cdi,5.08,28,"12,150",5.07,5.10,-,,-,-,-,7.22,70.4
