S&P/ASX200 - Daily,,,,,,,,,,,,,,,,,
XAO 4400.0 at 16:36 13/7/2010  Report at 19:05 Tuesday 13/7/2010. Processed 19:08 Tuesday 13/7/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.33,0.395,0.385,ABP,Abacus Prop stp,0.395,1,"76,110",0.39,0.395,3.9,,-,0.60,9.87,-2.32,-
3.15,2.21,3.13,3.02,ABC,Adelaide Brighton,3.07,-7,"20,376",3.04,3.10,13.5,f,1.51,1.21,4.40,20.4,15.0
15.69,13.37,14.93,14.78,AGK,AGL Energy Ltd,14.87,2,"6,202",14.81,14.90,57,f,0.47,6.21,3.83,27,55.1
5.91,2.25,2.52,2.50,ALS,Alesco Corp,2.51,-1,"1,068",2.49,2.52,7,,-,0.65,2.79,-17.36,-
2.06,1.365,1.59,1.54,AWC,Alumina Ltd,1.545,-0.5,"147,649",1.545,1.55,2,f,-,1.21,1.29,-1.2,-
6.76,4.473,6.63,6.51,AMC,Amcor Ltd,6.52,-2,"25,327",6.52,6.54,29.5,,0.71,2.25,4.52,20.9,31.2
6.97,4.77,5.37,5.27,AMP,AMP Ltd,5.28,-2,"77,040",5.27,5.30,30,p,1.24,0.80,5.68,37.1,14.2
13.50,8.45,13.06,12.82,ANN,Ansell Ltd,12.99,23,"8,866",12.75,13.05,29,,2.82,1.92,2.23,81.7,15.9
26.23,16.25,22.70,22.18,ANZ,ANZ Banking Grp,22.25,-18,"69,924",22.23,22.28,108,f,1.34,9.99,4.85,144.8,15.4
3.83,2.63,3.70,3.68,APA,APA Grp stp,3.68,-1,"6,373",3.66,3.72,31.75,,0.79,-,8.63,25,14.7
2.61,1.415,2.02,1.965,APN,APN News & Media,1.99,0.5,"17,165",1.95,2.02,4,f,4.17,-0.78,2.01,16.7,11.9
7.95,4.06,5.39,5.19,AQP,Aquarius Platinum,5.22,-14,"7,854",5.21,5.35,2.26,,9.20,-,0.43,20.79,25.1
11.38,4.80,7.73,7.35,AQA,Aquila Res,7.36,-29,"2,901",7.34,7.37,-,,-,-,-,-14.8,-
1.845,0.94,1.09,1.05,AAD,Ardent Leisure stp,1.07,-1.5,"2,575",1.05,1.09,14.3,,0.19,1.10,13.36,2.73,39.2
5.75,3.41,3.56,3.41,ALL,Aristocrat Leisure,3.41,-11,"20,479",3.41,3.50,4.5,,-,0.07,1.32,-31.3,-
5.31,3.26,4.98,4.95,AOE,Arrow Energy,4.97,3,"40,008",4.95,4.97,-,,-,2.13,-,15.38,32.3
1.94,1.315,1.72,1.675,AIO,Asciano Grp stp,1.675,-3,"39,285",1.67,1.68,-,,-,0.10,-,-41.9,-
37.77,28.06,29.12,28.72,ASX,ASX Ltd,28.90,4,"4,902",28.76,28.98,163.6,f,1.10,3.19,5.66,180.6,16.0
3.05,1.57,2.17,2.05,AGO,Atlas Iron Ltd,2.07,-8,"33,805",2.07,2.08,-,,-,-,-,-15.5,-
5.95,1.71,2.15,2.06,AAX,Ausenco Ltd,2.06,2,"7,988",2.06,2.08,9.5,f,2.00,0.62,4.61,19,10.8
2.09,1.25,1.77,1.73,AIX,Aust Infra unt,1.73,-1,"13,093",1.725,1.745,10,,1.94,2.62,5.78,19.37,8.9
1.465,0.84,1.01,0.99,AUN,Austar United,1.00,2,"4,478",0.98,1.01,-,,-,-0.31,-,4.7,21.3
3.05,2.125,2.56,2.52,ALZ,Australand Prop stp,2.54,2,"2,373",2.53,2.55,12,,-,0.68,4.72,-13.4,-
2.79,1.48,2.63,2.58,AVO,Avoca Res,2.60,,"5,217",2.59,2.63,-,,-,0.79,-,12.49,20.8
1.337,0.865,0.985,0.975,AWB,AWB Ltd,0.98,,"11,239",0.97,0.985,-,,-,1.85,-,3.67,26.7
3.17,1.575,1.68,1.625,AWE,AWE Ltd,1.63,-4.5,"17,696",1.63,1.645,-,,-,1.74,-,1.43,114.0
6.72,3.74,5.40,5.28,AXA,AXA Asia Pacific,5.31,-2,"15,432",5.28,5.33,18.5,p,1.89,1.12,3.48,34.89,15.2
13.49,9.252,10.42,10.16,BOQ,Bank of Qld,10.18,-6,"5,529",10.14,10.22,52,f,1.78,7.20,5.11,92.4,11.0
1.04,0.655,0.72,0.70,BPT,Beach Energy Ltd,0.70,-2,"12,681",0.70,0.705,1.75,p,9.17,1.27,2.50,16.05,4.4
10.48,6.879,8.20,8.13,BEN,Bendigo & Adelaide,8.17,-2,"11,680",8.16,8.25,43,f,0.83,5.16,5.26,35.53,23.0
44.93,33.72,38.09,37.55,BHP,BHP Billiton Ltd,37.62,-99,"109,187",37.60,37.64,95.15,f,1.95,8.76,2.53,185.29,20.3
12.32,7.99,9.20,8.92,BBG,Billabong Intl,8.95,-8,"10,420",8.94,9.15,36,p,1.59,0.84,4.02,57.2,15.6
3.336,0.85,0.95,0.935,BTA,Biota Hldgs,0.945,1.5,"4,012",0.935,0.945,-,,-,0.60,-,36.6,2.6
3.48,2.03,2.23,2.16,BSL,BlueScope Steel,2.16,-6,"90,559",2.16,2.17,-,,-,2.47,-,-61.37,-
4.10,1.856,2.95,2.88,BLY,Boart Longyear,2.90,-2,"11,188",2.88,2.91,-,,-,0.14,-,-0.67,-
6.40,4.16,4.43,4.24,BLD,Boral Ltd,4.27,-12,"25,819",4.25,4.27,12.5,f,1.82,4.23,2.93,22.7,18.8
8.14,4.14,7.49,7.37,BKN,Bradken Ltd,7.43,5,"7,944",7.37,7.49,26,f,1.67,1.58,3.50,43.3,17.2
8.37,5.24,5.39,5.24,BXB,Brambles Ltd,5.33,-7,"85,617",5.32,5.35,25,p,1.38,0.66,4.69,34.45,15.5
2.09,1.66,1.90,1.855,BWP,Bunnings Warehouse unt,1.87,1,"4,343",1.855,1.895,10.97,,1.27,1.83,5.87,13.89,13.5
6.66,4.66,4.84,4.66,CAB,Cabcharge Aust,4.66,-17,"2,085",4.66,4.68,34,f,1.44,-,7.30,48.9,9.5
13.63,8.01,9.95,9.75,CTX,Caltex Aust,9.79,-15,"3,621",9.75,9.80,25,f,4.65,10.48,2.55,116.3,8.4
0.725,0.30,0.335,0.33,CVN,Carnarvon Pet,0.33,0.5,"15,191",0.325,0.335,-,,-,0.05,-,3.3,10.0
5.86,3.56,4.84,4.70,CRZ,Carsales Com Ltd,4.70,1,887,4.70,4.74,6.6,f,1.24,0.01,1.40,8.2,57.3
5.97,2.25,5.92,5.90,CEY,Centennial Coal,5.90,,"67,842",5.90,5.91,8,p,1.98,1.87,1.36,15.8,37.3
2.12,1.675,1.94,1.90,CFX,CFS Retail Prop unt,1.915,2.5,"137,596",1.915,1.925,12.5,,-,1.99,6.53,-1.9,-
4.50,2.34,3.75,3.65,CGF,Challenger FSG Ltd,3.65,-7,"8,903",3.62,3.67,13.5,,2.61,3.36,3.70,35.2,10.4
0.79,0.427,0.60,0.585,CHC,Charter Hall Grp forus,0.595,1,"41,426",0.59,0.60,3.2,,-,0.60,5.38,-23.57,-
0.355,0.205,0.255,0.24,CQO,Charter Hall Office unt,0.25,0.5,"195,470",0.25,0.255,2.5,,4.01,0.44,10.00,10.03,2.5
0.735,0.47,0.57,0.56,CQR,Charter Hall Retail unt,0.565,1,"17,185",0.56,0.565,6,,-,0.72,10.62,-45.58,-
12.15,8.85,11.98,11.75,CCL,Coca-Cola Amatil,11.75,-9,"10,366",11.71,11.77,43.5,f,1.39,1.38,3.70,60.5,19.4
