S&P/ASX200 - Daily,,,,,,,,,,,,,,,,,
XAO 4829.3 at 16:33 9/3/2010  Report at 19:05 Tuesday 9/3/2010. Processed 19:17 Tuesday 9/3/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.255,0.435,0.425,ABP,Abacus Prop stp,0.435,1,"46,230",0.43,0.435,5.75,,-,0.60,13.22,-2.32,-
3.01,1.47,2.45,2.42,ABC,Adelaide Brighton,2.44,,"35,015",2.43,2.44,13.5,f,1.51,1.21,5.53,20.4,12.0
15.46,13.07,14.79,14.53,AGK,AGL Energy Ltd,14.68,2,"23,619",14.65,14.69,57,f,0.47,6.21,3.88,27,54.4
5.91,0.685,4.66,4.50,ALS,Alesco Corp,4.56,-8,"11,581",4.35,4.63,14,f,-,0.65,3.07,-17.36,-
2.06,0.757,1.71,1.63,AWC,Alumina Ltd,1.68,-3,"173,000",1.68,1.685,2,f,-,1.21,1.19,-1.2,-
6.35,3.631,5.99,5.91,AMC,Amcor Ltd,5.96,-4,"28,005",5.95,5.97,29.5,,0.71,2.25,4.95,20.9,28.5
6.97,3.86,6.17,6.06,AMP,AMP Ltd,6.10,-3,"89,038",6.10,6.11,30,p,1.24,0.80,4.92,37.1,16.4
12.25,7.58,12.06,11.71,ANN,Ansell Ltd,11.77,-23,"9,032",11.70,11.88,29,,2.82,1.92,2.46,81.7,14.4
25.25,12.83,23.96,23.66,ANZ,ANZ Banking Grp,23.82,2,"86,220",23.78,23.84,102,f,1.67,10.72,4.28,170.4,14.0
3.68,2.54,3.53,3.44,APA,APA Grp stp,3.48,,"12,137",3.45,3.50,31.75,,0.79,-,9.12,25,13.9
2.61,0.954,2.40,2.35,APN,APN News & Media,2.40,1,"14,485",2.36,2.44,4,f,4.17,-0.78,1.67,16.7,14.4
7.95,3.088,6.68,6.46,AQP,Aquarius Platinum,6.65,-10,"13,558",6.60,6.65,2.26,,9.20,-,0.34,20.79,32.0
11.38,1.818,10.85,10.62,AQA,Aquila Res,10.70,-22,"9,264",10.66,10.72,-,,-,-,-,-14.8,-
1.845,0.795,1.42,1.40,AAD,Ardent Leisure stp,1.41,,"17,104",1.40,1.41,14.3,,0.19,1.10,10.14,2.73,51.6
5.75,3.24,4.46,4.32,ALL,Aristocrat Leisure,4.42,7,"13,444",4.30,4.43,4.5,,-,0.07,1.02,-31.3,-
5.15,2.48,5.14,5.00,AOE,Arrow Energy,5.02,-9,"683,327",5.01,5.03,-,,-,2.13,-,15.38,32.6
1.94,0.436,1.895,1.845,AIO,Asciano Grp stp,1.875,3.5,"203,611",1.87,1.875,-,,-,0.10,-,-41.9,-
37.90,28.10,36.89,36.56,ASX,ASX Ltd,36.75,-5,"8,189",36.50,36.78,163.6,f,1.10,3.19,4.45,180.6,20.3
2.36,1.15,-,-,AGO,Atlas Iron Ltd,2.21,,-,2.54,1.90,-,,-,-,-,-21.3,-
5.95,2.19,4.03,3.95,AAX,Ausenco Ltd,4.01,4,"5,183",3.97,4.04,9.5,f,2.00,0.62,2.37,19,21.1
1.95,1.16,1.415,1.39,AAC,Aust Agriculture,1.40,-0.5,"4,125",1.37,1.42,-,,-,2.42,-,-20.3,-
2.01,1.027,1.98,1.905,AIX,Aust Infra unt,1.94,3,"16,783",1.92,1.945,10,p,1.94,2.62,5.15,19.37,10.0
1.465,0.65,1.15,1.115,AUN,Austar United,1.145,,"83,174",1.13,1.15,-,,-,-0.31,-,4.7,24.4
0.585,0.179,0.50,0.49,ALZ,Australand Prop stp,0.495,0.5,"45,627",0.495,0.50,8,,-,0.68,16.16,-13.4,-
2.26,1.415,1.98,1.915,AVO,Avoca Res,1.97,4.5,"16,125",1.965,1.98,-,,-,0.79,-,12.49,15.8
1.337,0.634,1.12,1.09,AWB,AWB Ltd,1.12,2,"46,954",1.115,1.12,5,,3.70,1.81,4.46,18.5,6.1
