S&P/ASX200 - Daily,,,,,,,,,,,,,,,,,
XAO 4686.4 at 16:47 8/12/2009  Report at 19:05 Tuesday 8/12/2009. Processed 19:34 Tuesday 8/12/2009.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.147,0.42,0.405,ABP,Abacus Prop stpld,0.42,1,"25,284",0.415,0.42,7.75,,-,0.62,18.45,-11.81,-
3.01,1.445,2.57,2.52,ABC,Adelaide Brighton,2.53,-1,"29,662",2.53,2.55,14,f,1.49,1.15,5.53,20.8,12.2
15.80,12.83,13.86,13.70,AGK,AGL Energy Ltd,13.77,5,"6,782",13.76,13.78,54,f,6.63,6.00,3.92,358,3.8
5.60,2.03,4.24,3.99,AJL,AJ Lucas Grp,4.22,14,"2,618",4.02,4.27,10.5,f,23.78,2.11,2.49,249.7,1.7
5.91,0.60,4.94,4.82,ALS,Alesco Corp,4.92,2,"3,393",4.91,4.94,7,f,-,0.49,1.42,-13.94,-
2.00,0.683,1.595,1.56,AWC,Alumina Ltd,1.58,,"79,321",1.565,1.585,12,,0.79,1.30,7.59,9.42,16.8
6.15,3.50,6.13,6.05,AMC,Amcor Ltd,6.13,3,"28,369",6.12,6.14,34,,0.74,1.61,5.55,25.3,24.2
6.97,3.52,6.22,6.13,AMP,AMP Ltd,6.19,3,"90,955",6.19,6.20,30,p,0.99,0.67,4.85,29.6,20.9
13.38,7.51,10.47,10.16,ANN,Ansell Ltd,10.20,-30,"4,394",10.20,10.22,28,,3.19,1.98,2.75,89.2,11.4
25.25,11.83,22.08,21.75,ANZ,ANZ Banking Grp,21.93,-2,"63,602",21.91,21.94,102,f,1.67,10.72,4.65,170.4,12.9
3.38,2.50,3.33,3.23,APA,APA Grp stpld,3.27,2,"6,133",3.25,3.33,31,,0.52,1.18,9.48,16.2,20.2
2.61,0.866,2.37,2.22,APN,APN News & Media,2.33,-1,"17,207",2.32,2.33,12,,-,-1.23,5.15,-13.1,-
7.05,2.774,6.34,6.17,AQP,Aquarius Platinum,6.25,-15,"13,544",6.21,6.37,12.08,,-,-,1.93,-16.39,-
10.455,1.727,9.10,8.65,AQA,Aquila Res,8.95,-11,"4,872",8.95,9.19,-,,-,-,-,-10.5,-
5.75,3.16,3.91,3.73,ALL,Aristocrat Leisure,3.80,-7,"39,878",3.77,3.83,14.5,f,-,0.35,3.82,-0.2,-
4.73,1.95,4.06,3.95,AOE,Arrow Energy,3.97,-6,"21,334",3.97,3.98,-,,-,0.82,-,52,7.6
1.765,0.32,1.765,1.73,AIO,Asciano Grp stpld,1.75,6.5,"366,614",1.74,1.75,23,,-,-1.41,13.14,-32.5,-
0.515,0.16,0.43,0.42,AJA,Astro Jap Prop stp,0.425,-0.5,"20,783",0.42,0.43,9,,-,0.93,21.18,-71.94,-
37.90,23.52,33.76,33.29,ASX,ASX Ltd,33.56,4,"5,180",33.50,33.65,164.9,f,1.11,2.66,4.91,183.2,18.3
2.10,0.68,1.905,1.87,AGO,Atlas Iron Ltd,1.875,-2.5,"12,676",1.87,1.89,-,,-,-,-,-21.3,-
5.95,1.855,4.24,4.11,AAX,Ausenco Ltd,4.20,-3,"6,009",4.20,4.21,18.5,f,2.38,0.76,4.40,43.94,9.6
2.07,1.16,1.315,1.29,AAC,Aust Agriculture,1.305,1.5,"4,513",1.305,1.325,-,,-,2.55,-,-25.7,-
1.93,0.991,1.71,1.60,AIX,Aust Infra unt,1.67,-5,"20,586",1.665,1.705,13,p,2.03,3.14,7.78,26.33,6.3
1.465,0.60,1.32,1.27,AUN,Austar United,1.275,-1.5,"8,018",1.275,1.28,-,,-,-0.33,-,-2.4,-
0.585,0.174,0.515,0.50,ALZ,Australand Prop stpld,0.51,0.5,"56,293",0.505,0.51,10,,-,0.92,19.61,-15.55,-
2.26,1.415,2.00,1.945,AVO,Avoca Res,1.98,1,"13,063",1.975,1.995,-,,-,0.61,-,-6.97,-
2.521,0.592,1.235,1.18,AWB,AWB Ltd,1.18,,"98,810",1.18,1.195,5,,3.70,1.81,4.24,18.5,6.4
3.06,2.11,2.77,2.72,AWE,AWE Ltd,2.73,-5,"22,252",2.73,2.74,-,,-,1.80,-,17.36,15.7
6.00,2.52,5.81,5.67,AXA,AXA Asia Pacific,5.74,-9,"87,495",5.73,5.74,18.5,p,-,0.96,3.22,-7.39,-
13.49,6.228,11.64,11.22,BOQ,Bank of Qld,11.30,-36,"3,185",11.30,11.47,52,f,1.46,6.62,4.60,75.9,14.9
0.956,0.678,0.87,0.845,BPT,Beach Pet,0.85,1,"55,208",0.85,0.855,1.75,p,14.41,-,2.06,25.21,3.4
12.157,5.733,8.83,8.70,BEN,Bendigo & Adelaide,8.76,-1,"4,934",8.69,8.76,43,f,0.60,4.03,4.91,25.6,34.2
42.47,26.64,41.17,40.71,BHP,BHP Billiton Ltd,41.05,44,"120,770",41.01,41.08,113.63,f,1.15,8.84,2.77,130.15,31.5
12.19,5.815,11.14,10.90,BBG,Billabong Intl,11.12,9,"7,460",10.87,11.14,45,p,1.54,0.70,4.05,69.2,16.1
3.48,1.675,2.93,2.87,BSL,BlueScope Steel,2.90,1,"128,827",2.89,2.90,5,,-,2.46,1.72,-7.1,-
