S&P/ASX200 - Daily,,,,,,,,,,,,,,,,,
XAO 4849.6 at 16:33 21/1/2010  Report at 19:05 Thursday 21/1/2010. Processed 19:13 Thursday 21/1/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.216,0.42,0.41,ABP,Abacus Prop stpld,0.415,,"36,614",0.415,0.42,5.75,,-,0.62,13.86,-11.81,-
3.01,1.445,2.62,2.55,ABC,Adelaide Brighton,2.61,1,"23,953",2.59,2.64,14,f,1.49,1.15,5.36,20.8,12.5
15.46,12.83,14.03,13.89,AGK,AGL Energy Ltd,13.93,,"17,099",13.89,13.94,54,f,6.63,6.00,3.88,358,3.9
5.91,0.60,4.76,4.65,ALS,Alesco Corp,4.70,-7,"1,528",4.63,4.74,7,f,-,0.49,1.49,-13.94,-
2.06,0.683,1.775,1.715,AWC,Alumina Ltd,1.725,-8,"220,507",1.725,1.73,-,,-,1.30,-,9.42,18.3
6.35,3.50,6.14,6.00,AMC,Amcor Ltd,6.09,-2,"67,016",6.08,6.10,34,,0.74,1.61,5.58,25.3,24.1
6.97,3.52,6.63,6.36,AMP,AMP Ltd,6.59,16,"82,394",6.57,6.60,30,p,0.99,0.67,4.55,29.6,22.3
11.01,7.51,10.45,10.07,ANN,Ansell Ltd,10.20,-7,"18,054",10.11,10.26,28,,3.19,1.98,2.75,89.2,11.4
25.25,11.83,23.36,22.93,ANZ,ANZ Banking Grp,23.26,-1,"92,055",23.25,23.29,102,f,1.67,10.72,4.39,170.4,13.7
3.68,2.50,3.32,3.27,APA,APA Grp stpld,3.27,-4,"6,518",3.27,3.31,31,,0.52,1.18,9.48,16.2,20.2
2.61,0.866,2.38,2.31,APN,APN News & Media,2.34,-4,"8,904",2.34,2.36,12,,-,-1.23,5.13,-13.1,-
7.95,3.021,7.27,7.06,AQP,Aquarius Platinum,7.06,-51,"23,468",7.05,7.20,-,,-,-,-,-16.39,-
11.38,1.727,10.59,9.95,AQA,Aquila Res,9.95,-85,"9,405",9.91,10.04,-,,-,-,-,-10.5,-
1.845,0.79,1.77,1.715,AAD,Ardent Leisure Grp stp,1.74,-2.5,"8,627",1.735,1.77,14.3,,-,1.18,8.22,-0.32,-
5.75,3.16,4.15,4.03,ALL,Aristocrat Leisure,4.07,2,"32,161",4.07,4.08,14.5,f,-,0.35,3.56,-0.2,-
4.73,2.10,4.29,4.15,AOE,Arrow Energy,4.16,-15,"37,470",4.15,4.17,-,,-,0.82,-,52,8.0
1.94,0.32,1.83,1.77,AIO,Asciano Grp stpld,1.785,-5.5,"175,364",1.78,1.785,-,,-,-1.41,-,-32.5,-
37.90,23.52,34.96,34.55,ASX,ASX Ltd,34.70,-34,"7,296",34.70,34.74,164.9,f,1.11,2.66,4.75,183.2,18.9
2.36,1.05,2.17,2.08,AGO,Atlas Iron Ltd,2.14,-1,"30,859",2.13,2.16,-,,-,-,-,-21.3,-
5.95,1.855,4.18,4.11,AAX,Ausenco Ltd,4.16,-4,"7,820",4.14,4.16,18.5,f,2.38,0.76,4.45,43.94,9.5
2.00,1.16,1.425,1.40,AAC,Aust Agriculture,1.40,-1,"12,642",1.39,1.41,-,,-,2.55,-,-25.7,-
1.95,0.991,1.91,1.875,AIX,Aust Infra unt,1.90,-2,"18,101",1.885,1.91,13,,2.03,3.14,6.84,26.33,7.2
1.465,0.65,1.345,1.31,AUN,Austar United,1.34,-0.5,"10,073",1.34,1.345,-,,-,-0.33,-,-2.4,-
0.585,0.174,0.485,0.47,ALZ,Australand Prop stpld,0.48,,"64,560",0.475,0.48,8,,-,0.92,16.67,-15.55,-
2.26,1.415,1.81,1.74,AVO,Avoca Res,1.78,-4,"11,986",1.77,1.795,-,,-,0.61,-,-6.97,-
2.013,0.592,1.175,1.145,AWB,AWB Ltd,1.16,-2.5,"58,376",1.155,1.16,5,,3.70,1.81,4.31,18.5,6.3
3.17,2.11,3.10,2.91,AWE,AWE Ltd,2.92,-21,"61,711",2.92,2.93,-,,-,1.80,-,17.36,16.8
6.72,2.52,6.62,6.58,AXA,AXA Asia Pacific,6.60,,"104,329",6.60,6.65,18.5,p,-,0.96,2.80,-7.39,-
13.49,6.228,11.57,11.21,BOQ,Bank of Qld,11.53,13,"4,949",11.39,11.55,52,f,1.46,6.62,4.51,75.9,15.2
1.04,0.678,0.95,0.92,BPT,Beach Energy Ltd,0.93,-2.5,"44,680",0.93,0.935,1.75,p,14.41,-,1.88,25.21,3.7
10.44,5.733,10.34,10.17,BEN,Bendigo & Adelaide,10.24,-9,"13,668",10.20,10.25,43,f,0.60,4.03,4.20,25.6,40.0
44.49,26.64,43.07,42.65,BHP,BHP Billiton Ltd,42.67,-74,"147,985",42.67,42.83,113.63,f,1.15,8.84,2.66,130.15,32.8
12.19,5.815,11.40,11.22,BBG,Billabong Intl,11.30,-19,"10,936",11.29,11.36,45,p,1.54,0.70,3.98,69.2,16.3
3.336,0.399,2.08,2.02,BTA,Biota Hldgs,2.04,-4,"17,777",2.03,2.07,-,,-,0.55,-,21.7,9.4
3.48,1.675,2.96,2.90,BSL,BlueScope Steel,2.92,-8,"209,005",2.91,2.92,5,,-,2.46,1.71,-7.1,-
0.41,0.054,0.395,0.38,BLY,Boart Longyear,0.385,-0.5,"553,218",0.385,0.39,-,,-,-0.10,-,6.84,5.6
6.40,2.29,5.75,5.55,BLD,Boral Ltd,5.63,-15,"34,398",5.61,5.64,13,f,1.85,4.12,2.31,24.1,23.4
7.55,0.945,6.30,6.22,BKN,Bradken Ltd,6.25,-4,"14,067",6.24,6.30,23,f,2.28,1.31,3.68,52.5,11.9
8.37,4.08,6.96,6.72,BXB,Brambles Ltd,6.92,15,"43,130",6.91,6.94,30,p,1.34,0.58,4.34,40.18,17.2
1.945,1.492,1.79,1.73,BWP,Bunnings Warehouse unt,1.77,2,"7,340",1.74,1.79,11.57,,-,1.79,6.54,-3.74,-
7.09,4.71,5.95,5.85,CAB,Cabcharge Aust,5.87,-7,"1,741",5.85,5.94,34,f,1.50,2.21,5.79,51,11.5
14.00,7.64,9.75,9.34,CTX,Caltex Aust,9.34,-49,"17,403",9.33,9.40,-,,-,10.60,-,15.6,59.9
0.885,0.26,0.58,0.55,CVN,Carnarvon Pet,0.555,-2.5,"50,784",0.55,0.56,-,,-,0.07,-,5.4,10.3
5.70,3.56,4.90,4.67,CRZ,Carsales Com Ltd,4.79,,"2,696",4.70,4.79,-,,-,-,-,-,-
4.24,1.51,4.03,3.82,CEY,Centennial Coal,3.83,-22,"58,357",3.82,3.86,11,f,1.77,1.77,2.87,19.5,19.6
2.12,1.415,1.95,1.93,CFX,CFS Retail Prop unt,1.935,-1,"78,042",1.93,1.95,12.5,,-,2.02,6.46,-15.27,-
4.50,0.865,4.29,4.24,CGF,Challenger FSG Ltd,4.26,-4,"20,870",4.25,4.27,12.5,,-,1.81,2.93,-16.2,-
0.745,0.156,0.665,0.64,CHC,Charter Hall Grp forus,0.65,,"36,339",0.645,0.66,4.96,,-,0.71,7.63,-17.98,-
11.72,8.02,11.31,11.06,CCL,Coca-Cola Amatil,11.12,-21,"30,018",11.11,11.13,40.5,f,1.35,1.14,3.64,54.8,20.3
69.79,46.21,66.12,64.23,COH,Cochlear Ltd,64.43,-122,"1,571",64.38,64.67,175,f,1.34,2.78,2.72,233.7,27.6
58.65,24.03,57.26,56.31,CBA,C'wlth Bank  of Aust ,56.56,,"51,150",56.56,56.59,228,f,1.44,13.65,4.03,328.5,17.2
1.045,0.67,0.93,0.92,CPA,C'wlth Prop ord unt   ,0.925,-1.5,"85,920",0.92,0.935,8.8,,-,1.15,9.51,-31.8,-
12.64,6.41,12.25,12.03,CPU,Computershare Ltd,12.10,-15,"25,913",12.10,12.22,22,p,2.58,-1.95,1.82,56.75,21.3
0.49,0.244,0.46,0.44,CEU,ConnectEast stpld,0.45,-0.5,"135,140",0.445,0.45,2,,-,-,4.44,-25.43,-
3.44,1.71,3.06,3.02,CMJ,Consolidated Media,3.03,-3,"10,231",3.03,3.05,16.5,,3.75,0.66,5.45,61.91,4.9
11.66,6.32,9.51,9.22,CRG,Crane Grp Ltd,9.25,-21,"2,951",9.20,9.40,63,f,1.01,4.35,6.81,63.9,14.5
9.39,4.56,7.82,7.67,CWN,Crown Ltd,7.77,6,"22,586",7.72,7.81,37,p,-,3.42,4.76,-166.89,-
38.52,28.43,31.28,31.01,CSL,CSL Ltd,31.07,-14,"18,196",31.07,31.17,70,,2.75,7.49,2.25,192.51,16.1
2.18,0.905,1.985,1.96,CSR,CSR Ltd,1.97,,"86,520",1.965,1.97,4,f,-,0.87,2.03,-45.1,-
6.59,1.555,4.61,4.42,CDU,Cudeco Ltd,4.50,-11,"7,302",4.50,4.63,-,,-,-,-,-0.07,-
5.96,2.02,5.04,4.97,DJS,David Jones Ltd,5.00,-4,"30,896",4.99,5.01,28,f,1.13,1.16,5.60,31.5,15.9
