S&P/ASX200 - Daily,,,,,,,,,,,,,,,,,
XAO 4563.0 at 16:38 10/8/2010  Report at 19:05 Tuesday 10/8/2010. Processed 19:08 Tuesday 10/8/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.33,0.435,0.415,ABP,Abacus Prop stp,0.42,-1,"69,921",0.415,0.42,3.9,,-,0.60,9.29,-2.32,-
3.35,2.31,3.25,3.20,ABC,Adelaide Brighton,3.21,-1,"14,246",3.20,3.22,13.5,f,1.51,1.21,4.21,20.4,15.7
15.69,13.37,15.06,14.87,AGK,AGL Energy Ltd,15.02,-8,"32,313",15.01,15.03,57,f,0.47,6.21,3.79,27,55.6
5.91,2.25,2.70,2.61,ALS,Alesco Corp,2.67,4,"3,228",2.60,2.69,7,,-,0.60,2.62,-132.84,-
2.06,1.45,1.69,1.63,AWC,Alumina Ltd,1.63,-1,"366,759",1.63,1.635,2,f,-,1.21,1.23,-1.2,-
7.04,4.856,6.59,6.43,AMC,Amcor Ltd,6.47,4,"41,607",6.47,6.51,29.5,,0.71,2.25,4.56,20.9,31.0
6.97,5.06,5.59,5.46,AMP,AMP Ltd,5.52,-2,"60,863",5.49,5.53,30,p,1.24,0.80,5.43,37.1,14.9
13.73,9.07,13.40,13.03,ANN,Ansell Ltd,13.20,-16,"6,195",13.13,13.30,29,,2.82,1.92,2.20,81.7,16.2
26.23,18.73,23.17,22.54,ANZ,ANZ Banking Grp,22.63,-47,"85,992",22.62,22.68,108,f,1.34,9.99,4.77,144.8,15.6
3.83,2.66,3.75,3.70,APA,APA Grp stp,3.71,-1,"6,485",3.70,3.72,31.75,,0.79,-,8.56,25,14.8
2.61,1.63,2.12,2.08,APN,APN News & Media,2.11,3,"10,230",2.10,2.15,4,f,4.17,-0.78,1.90,16.7,12.6
7.95,3.89,4.71,4.63,AQP,Aquarius Platinum,4.67,-10,"11,336",4.64,4.69,2.26,,9.20,-,0.48,20.79,22.5
11.38,5.846,8.32,8.01,AQA,Aquila Res,8.01,-28,"3,516",8.01,8.20,-,,-,-,-,-14.8,-
1.845,0.94,1.00,0.97,AAD,Ardent Leisure stp,0.995,1.5,"13,734",0.975,0.995,14.3,,0.19,1.10,14.37,2.73,36.4
5.75,3.34,3.67,3.58,ALL,Aristocrat Leisure,3.66,-1,"25,884",3.62,3.66,4.5,,-,0.07,1.23,-31.3,-
1.94,1.435,1.735,1.69,AIO,Asciano Grp stp,1.69,-2,"96,063",1.69,1.695,-,,-,0.10,-,-41.9,-
37.16,28.02,30.28,29.62,ASX,ASX Ltd,29.95,-31,"7,595",29.95,30.09,163.6,f,1.10,3.19,5.46,180.6,16.6
3.05,1.57,2.29,2.18,AGO,Atlas Iron Ltd,2.19,-6,"38,918",2.18,2.19,-,,-,-,-,-15.5,-
5.95,1.71,2.55,2.35,AAX,Ausenco Ltd,2.37,-17,"10,304",2.36,2.37,9.5,f,2.00,0.62,4.01,19,12.5
2.09,1.445,1.935,1.89,AIX,Aust Infra unt,1.93,1.5,"22,841",1.93,1.935,10,,1.94,2.62,5.18,19.37,10.0
1.465,0.84,0.975,0.965,AUN,Austar United,0.97,-0.5,"15,864",0.97,0.975,-,,-,-0.28,-,3.5,27.7
3.05,2.125,2.81,2.75,ALZ,Australand Prop stp,2.80,,"12,244",2.78,2.80,12,,1.24,3.44,4.29,14.9,18.8
2.99,1.48,2.90,2.77,AVO,Avoca Res,2.79,-14,"17,012",2.78,2.83,-,,-,0.79,-,12.49,22.3
1.337,0.865,1.095,1.07,AWB,AWB Ltd,1.085,-0.5,"58,307",1.08,1.085,-,,-,1.85,-,3.67,29.6
3.17,1.465,1.725,1.69,AWE,AWE Ltd,1.69,-2.5,"25,071",1.685,1.695,-,,-,1.74,-,1.43,118.2
6.72,4.05,5.62,5.47,AXA,AXA Asia Pacific,5.56,7,"100,262",5.56,5.58,18.5,p,1.66,1.01,3.33,30.79,18.1
13.49,9.74,10.52,10.41,BOQ,Bank of Qld,10.48,1,"6,849",10.47,10.51,52,f,1.78,7.20,4.96,92.4,11.3
1.04,0.655,0.705,0.695,BPT,Beach Energy Ltd,0.70,0.5,"111,971",0.695,0.70,1.75,p,9.17,1.27,2.50,16.05,4.4
10.48,7.66,8.81,8.66,BEN,Bendigo & Adelaide,8.68,4,"15,766",8.67,8.75,58,f,1.16,5.27,6.68,67.4,12.9
44.93,35.58,41.36,40.69,BHP,BHP Billiton Ltd,40.73,-82,"345,255",40.70,40.75,95.15,f,1.95,8.76,2.34,185.29,22.0
12.32,8.28,9.16,9.06,BBG,Billabong Intl,9.12,4,"7,982",9.10,9.16,36,p,1.59,0.84,3.95,57.2,15.9
3.336,0.85,1.04,0.99,BTA,Biota Hldgs,1.00,-3.5,"5,977",0.995,1.02,-,,-,0.60,-,36.6,2.7
3.41,2.03,2.46,2.39,BSL,BlueScope Steel,2.39,-6,"104,970",2.39,2.40,-,,-,2.47,-,-61.37,-
4.10,2.43,3.21,3.16,BLY,Boart Longyear,3.17,-3,"24,562",3.17,3.19,-,,-,0.14,-,-0.67,-
6.40,4.15,4.51,4.44,BLD,Boral Ltd,4.48,1,"39,008",4.44,4.50,12.5,f,1.82,4.23,2.79,22.7,19.7
8.14,5.48,8.00,7.73,BKN,Bradken Ltd,7.79,-14,"11,988",7.76,7.79,26,f,1.67,1.58,3.34,43.3,18.0
8.37,5.22,5.42,5.33,BXB,Brambles Ltd,5.36,-6,"51,331",5.34,5.39,25,p,1.38,0.66,4.66,34.45,15.6
2.09,1.66,1.89,1.865,BWP,Bunnings Warehouse unt,1.89,,"9,093",1.87,1.89,10.97,,1.27,1.83,5.80,13.89,13.6
6.66,4.35,4.53,4.47,CAB,Cabcharge Aust,4.49,-5,"3,215",4.48,4.54,34,f,1.44,-,7.57,48.9,9.2
13.63,8.01,10.52,10.38,CTX,Caltex Aust,10.45,3,"4,262",10.40,10.51,25,f,4.65,10.48,2.39,116.3,9.0
0.645,0.30,0.395,0.385,CVN,Carnarvon Pet,0.385,-0.5,"16,996",0.385,0.39,-,,-,0.05,-,3.3,11.7
5.86,3.56,5.13,4.97,CRZ,Carsales Com Ltd,4.98,-16,"1,493",4.95,5.02,6.6,f,1.24,0.01,1.33,8.2,60.7
6.05,3.05,6.00,5.98,CEY,Centennial Coal,5.98,,"21,836",5.98,5.99,8,p,1.98,1.87,1.34,15.8,37.8
2.12,1.695,1.94,1.895,CFX,CFS Retail Prop unt,1.93,1.5,"121,257",1.925,1.94,12.5,,-,1.99,6.48,-1.9,-
4.50,2.40,3.75,3.63,CGF,Challenger FSG Ltd,3.65,-8,"14,906",3.63,3.66,13.5,,2.61,3.36,3.70,35.2,10.4
0.79,0.427,0.65,0.62,CHC,Charter Hall Grp forus,0.65,2.5,"25,220",0.63,0.65,3.2,,-,0.60,4.92,-23.57,-
0.355,0.22,0.255,0.25,CQO,Charter Hall Office unt,0.255,,"96,477",0.255,0.26,2.5,,4.01,0.44,9.80,10.03,2.5
0.735,0.47,0.54,0.525,CQR,Charter Hall Retail unt,0.54,1,"73,535",0.535,0.54,6,,-,0.72,11.11,-45.58,-
12.15,9.21,11.52,11.40,CCL,Coca-Cola Amatil,11.44,-6,"19,003",11.40,11.47,43.5,f,1.39,1.38,3.80,60.5,18.9
79.11,56.27,70.85,69.11,COH,Cochlear Ltd,69.86,-142,"4,496",69.50,70.29,190,f,1.27,3.25,2.72,242.2,28.8
60.00,43.44,53.48,52.63,CBA,C'wlth Bank  of Aust ,52.75,-29,"40,065",52.74,52.99,235,f,1.41,-,4.45,330.4,16.0
1.045,0.735,0.975,0.96,CPA,C'wlth Prop ord unt   ,0.97,,"54,871",0.965,0.97,6.85,,-,1.11,7.06,-11.41,-
12.90,9.75,10.33,9.99,CPU,Computershare Ltd,10.00,-28,"23,544",9.99,10.09,25,p,2.27,-1.54,2.50,56.84,17.6
0.49,0.33,0.40,0.39,CEU,ConnectEast stp,0.39,-1,"84,587",0.39,0.395,2,,-,-,5.13,-21.74,-
11.66,7.76,8.42,8.27,CRG,Crane Grp Ltd,8.33,-28,"3,740",8.33,8.36,40,f,1.04,4.50,4.80,41.7,20.0
9.39,6.98,8.22,8.03,CWN,Crown Ltd,8.17,5,"18,608",8.05,8.20,37,p,-,3.24,4.53,-92.35,-
37.56,30.03,33.95,33.40,CSL,CSL Ltd,33.55,-18,"12,834",33.55,33.75,75,,2.85,6.11,2.24,213.41,15.7
2.18,1.585,1.73,1.715,CSR,CSR Ltd,1.72,-0.5,"32,788",1.72,1.725,8.5,f,-,1.04,4.94,-8.2,-
6.59,3.35,5.17,4.93,CDU,Cudeco Ltd,5.02,3,"8,562",4.95,5.02,-,,-,-,-,0.42,1195.2
5.96,4.10,4.72,4.67,DJS,David Jones Ltd,4.70,-2,"11,063",4.68,4.71,29,f,1.14,1.22,6.17,33,14.2
0.89,0.66,0.84,0.825,DXS,DEXUS Prop Grp stp,0.835,0.5,"265,524",0.83,0.835,5.1,,-,0.95,6.11,-11.03,-
9.44,3.33,4.91,4.82,DOW,Downer EDI Ltd,4.84,-5,"18,629",4.82,4.85,29.1,,1.87,2.15,6.01,54.4,8.9
1.90,1.435,1.675,1.64,DUE,DUET Grp forus,1.655,-1,"14,615",1.645,1.655,20,,0.22,-,12.08,4.39,37.7
2.78,2.41,2.66,2.57,DLX,Duluxgrp Ltd,2.57,-11,"47,645",2.56,2.60,-,,-,-,-,-,-
1.165,0.615,0.88,0.84,ESG,Eastern Star Gas,0.85,-6.5,"177,253",0.845,0.85,-,,-,-,-,-0.8,-
4.20,0.315,0.625,0.54,ELD,Elders Ltd,0.55,-3.5,"555,582",0.545,0.555,-,,-,1.63,-,-51.11,-
21.48,12.86,19.10,18.80,EAU,Eldorado Gold cdi,19.00,7,686,18.20,19.50,4.95,,4.98,-,0.26,24.64,77.1
0.995,0.45,0.725,0.705,EHL,Emeco Hldgs,0.72,1,"9,472",0.715,0.72,2,,-,0.71,2.78,-4.2,-
27.37,12.51,13.95,13.56,ERA,Energy Res,13.56,-33,"3,771",13.56,13.65,33,f,2.66,-,2.43,87.9,15.4
0.60,0.25,0.49,0.455,EWC,Energy World Corp,0.46,-2.5,"27,109",0.46,0.465,-,,-,0.30,-,3.02,15.2
0.595,0.455,0.505,0.50,ENV,Envestra Ltd,0.50,-0.5,"13,947",0.495,0.505,5.5,p,0.63,-0.05,11.00,3.49,14.3
5.31,2.77,5.24,5.07,EQN,Equinox Min Ltd cdi,5.10,-11,"10,439",5.08,5.12,-,,-,-,-,-30.1,-
11.45,6.29,6.86,6.71,EXT,Extract Res,6.72,-11,"2,476",6.61,6.75,-,,-,-,-,-4.96,-
1.885,1.26,1.50,1.49,FXJ,Fairfax Media Ltd,1.49,-0.5,"67,539",1.49,1.495,1.1,,8.45,-0.31,0.74,9.3,16.0
0.90,0.505,0.73,0.715,FKP,FKP Prop Grp stp,0.725,0.5,"20,736",0.72,0.725,1.95,,-,1.27,2.69,-10.3,-
10.13,6.42,10.00,9.88,FWD,Fleetwood Corp,9.93,-8,"1,278",9.90,9.95,66,f,0.98,2.12,6.65,64.7,15.3
21.43,11.94,19.31,18.91,FLT,Flight Centre,18.97,-45,"2,196",18.88,19.16,26,f,2.44,2.56,1.37,63.4,29.9
