S&P/ASX200 - Daily,,,,,,,,,,,,,,,,,
XAO 4544.8 at 16:34 1/2/2010  Report at 19:05 Monday 1/2/2010. Processed 19:15 Monday 1/2/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.216,0.39,0.375,ABP,Abacus Prop stpld,0.38,-1,"64,124",0.375,0.38,5.75,,-,0.62,15.13,-11.81,-
3.01,1.445,2.47,2.38,ABC,Adelaide Brighton,2.41,-6,"19,488",2.38,2.42,14,f,1.49,1.15,5.81,20.8,11.6
15.46,12.83,13.96,13.68,AGK,AGL Energy Ltd,13.91,6,"15,018",13.80,13.94,54,f,6.63,6.00,3.88,358,3.9
5.91,0.60,4.34,4.11,ALS,Alesco Corp,4.17,-17,"4,050",4.15,4.26,14,f,-,0.65,3.36,-17.36,-
2.06,0.683,1.625,1.545,AWC,Alumina Ltd,1.565,2.5,"302,280",1.56,1.57,-,,-,1.30,-,9.42,16.6
6.35,3.50,5.91,5.84,AMC,Amcor Ltd,5.86,-3,"54,461",5.84,5.86,34,,0.74,1.61,5.80,25.3,23.2
6.97,3.52,6.31,6.19,AMP,AMP Ltd,6.20,-6,"49,198",6.20,6.24,30,p,0.99,0.67,4.84,29.6,20.9
10.98,7.51,10.25,10.05,ANN,Ansell Ltd,10.10,-18,"8,454",10.03,10.20,28,,3.19,1.98,2.77,89.2,11.3
25.25,11.83,21.98,21.64,ANZ,ANZ Banking Grp,21.80,7,"90,277",21.78,21.80,102,f,1.67,10.72,4.68,170.4,12.8
3.68,2.50,3.19,3.14,APA,APA Grp stpld,3.15,-4,"12,369",3.14,3.15,31,,0.52,1.18,9.84,16.2,19.4
2.61,0.866,2.26,2.19,APN,APN News & Media,2.25,-5,"18,536",2.21,2.28,12,,-,-1.23,5.33,-13.1,-
7.95,3.088,6.83,6.51,AQP,Aquarius Platinum,6.66,-2,"35,539",6.64,6.75,-,,-,-,-,-16.39,-
11.38,1.727,8.23,7.60,AQA,Aquila Res,7.91,-62,"16,141",7.81,7.93,-,,-,-,-,-10.5,-
1.845,0.79,1.675,1.59,AAD,Ardent Leisure Grp stp,1.62,0.5,"8,292",1.62,1.635,14.3,,-,1.18,8.83,-0.32,-
5.75,3.16,4.52,4.24,ALL,Aristocrat Leisure,4.41,44,"74,413",4.35,4.48,14.5,f,-,0.35,3.29,-0.2,-
4.73,2.11,3.98,3.40,AOE,Arrow Energy,3.55,-38,"104,809",3.54,3.55,-,,-,0.82,-,52,6.8
1.94,0.32,1.71,1.675,AIO,Asciano Grp stpld,1.695,-1.5,"94,659",1.675,1.70,-,,-,-1.41,-,-32.5,-
37.90,23.52,34.22,33.60,ASX,ASX Ltd,33.97,-11,"6,172",33.80,34.10,164.9,f,1.11,2.66,4.85,183.2,18.5
2.36,1.05,1.925,1.79,AGO,Atlas Iron Ltd,1.815,-13,"62,742",1.80,1.84,-,,-,-,-,-21.3,-
5.95,1.855,4.03,3.70,AAX,Ausenco Ltd,3.78,-27,"19,370",3.75,3.80,18.5,f,2.38,0.76,4.89,43.94,8.6
1.95,1.16,1.285,1.25,AAC,Aust Agriculture,1.26,-1,"6,029",1.25,1.265,-,,-,2.55,-,-25.7,-
1.95,0.991,1.815,1.78,AIX,Aust Infra unt,1.795,-2.5,"30,016",1.775,1.82,13,,2.03,3.14,7.24,26.33,6.8
1.465,0.65,1.265,1.21,AUN,Austar United,1.225,-5.5,"17,011",1.20,1.25,-,,-,-0.33,-,-2.4,-
0.585,0.174,0.46,0.45,ALZ,Australand Prop stpld,0.46,1,"36,502",0.455,0.46,8,,-,0.92,17.39,-15.55,-
2.26,1.415,1.61,1.535,AVO,Avoca Res,1.545,-7.5,"18,948",1.535,1.565,-,,-,0.61,-,-6.97,-
1.946,0.592,1.085,1.03,AWB,AWB Ltd,1.045,-1.5,"40,649",1.03,1.045,5,,3.70,1.81,4.78,18.5,5.6
3.17,2.11,2.72,2.55,AWE,AWE Ltd,2.57,-5,"32,945",2.55,2.57,-,,-,1.80,-,17.36,14.8
6.72,2.52,6.60,6.52,AXA,AXA Asia Pacific,6.52,-5,"56,415",6.50,6.55,18.5,p,-,0.96,2.84,-7.39,-
13.49,6.228,11.02,10.80,BOQ,Bank of Qld,10.87,-13,"8,383",10.83,10.88,52,f,1.46,6.62,4.78,75.9,14.3
1.04,0.678,0.84,0.815,BPT,Beach Energy Ltd,0.82,-1.5,"60,821",0.815,0.82,1.75,p,14.41,-,2.13,25.21,3.3
10.44,5.733,10.06,9.71,BEN,Bendigo & Adelaide,10.00,17,"13,790",9.90,10.01,43,f,0.60,4.03,4.30,25.6,39.1
44.49,26.64,40.02,39.14,BHP,BHP Billiton Ltd,39.20,-20,"171,116",39.20,39.22,113.63,f,1.15,8.84,2.90,130.15,30.1
12.19,5.815,10.71,10.26,BBG,Billabong Intl,10.43,-5,"14,447",10.40,10.68,45,p,1.54,0.70,4.31,69.2,15.1
3.336,0.399,2.05,2.01,BTA,Biota Hldgs,2.01,1,"10,207",2.01,2.03,-,,-,0.55,-,21.7,9.3
3.48,1.675,2.66,2.47,BSL,BlueScope Steel,2.50,-12,"271,419",2.49,2.50,5,,-,2.46,2.00,-7.1,-
0.41,0.054,0.345,0.32,BLY,Boart Longyear,0.32,-1.5,"800,413",0.32,0.325,-,,-,-0.10,-,6.84,4.7
6.40,2.29,5.35,5.22,BLD,Boral Ltd,5.25,-8,"30,708",5.22,5.30,13,f,1.85,4.12,2.48,24.1,21.8
