S&P/ASX200 - Daily,,,,,,,,,,,,,,,,,
XAO 4517.6 at 16:36 15/6/2010  Report at 19:05 Tuesday 15/6/2010. Processed 19:43 Tuesday 15/6/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.33,0.39,0.38,ABP,Abacus Prop stp,0.39,,"45,319",0.385,0.39,5.75,,-,0.60,14.74,-2.32,-
3.01,2.03,2.81,2.74,ABC,Adelaide Brighton,2.77,5,"17,046",2.76,2.79,13.5,f,1.51,1.21,4.87,20.4,13.6
15.69,13.07,15.05,14.80,AGK,AGL Energy Ltd,14.80,-6,"10,746",14.80,14.90,57,f,0.47,6.21,3.85,27,54.8
5.91,2.37,2.91,2.81,ALS,Alesco Corp,2.83,7,"2,999",2.80,2.85,14,f,-,0.65,4.95,-17.36,-
2.06,1.285,1.605,1.55,AWC,Alumina Ltd,1.59,2.5,"137,521",1.59,1.595,2,f,-,1.21,1.26,-1.2,-
6.76,4.276,6.50,6.33,AMC,Amcor Ltd,6.42,11,"51,224",6.41,6.48,29.5,,0.71,2.25,4.60,20.9,30.7
6.97,4.55,5.67,5.58,AMP,AMP Ltd,5.59,-8,"57,626",5.58,5.60,30,p,1.24,0.80,5.37,37.1,15.1
13.48,8.16,13.19,12.72,ANN,Ansell Ltd,13.11,41,"10,936",12.71,13.12,29,,2.82,1.92,2.21,81.7,16.0
26.23,15.68,23.17,23.01,ANZ,ANZ Banking Grp,23.01,-3,"67,521",23.01,23.07,108,f,1.34,9.99,4.69,144.8,15.9
3.79,2.60,3.67,3.60,APA,APA Grp stp,3.66,6,"14,869",3.64,3.67,31.75,,0.79,-,8.67,25,14.6
2.61,1.32,2.26,2.18,APN,APN News & Media,2.19,-7,"13,263",2.18,2.20,4,f,4.17,-0.78,1.83,16.7,13.1
7.95,3.74,6.34,6.16,AQP,Aquarius Platinum,6.24,-3,"17,146",6.21,6.26,2.26,,9.20,-,0.36,20.79,30.0
11.38,4.473,8.89,8.59,AQA,Aquila Res,8.63,-9,"3,254",8.55,8.75,-,,-,-,-,-14.8,-
1.845,1.00,1.115,1.10,AAD,Ardent Leisure stp,1.11,,"59,664",1.10,1.12,14.3,,0.19,1.10,12.88,2.73,40.7
5.75,3.37,4.13,4.04,ALL,Aristocrat Leisure,4.06,,"13,631",4.05,4.08,4.5,,-,0.07,1.11,-31.3,-
5.31,3.04,4.88,4.85,AOE,Arrow Energy,4.86,-2,"17,838",4.83,4.88,-,,-,2.13,-,15.38,31.6
1.94,1.24,1.62,1.585,AIO,Asciano Grp stp,1.59,1,"128,029",1.59,1.595,-,,-,0.10,-,-41.9,-
37.77,29.24,30.79,30.32,ASX,ASX Ltd,30.50,-29,"11,041",30.48,30.50,163.6,f,1.10,3.19,5.36,180.6,16.9
3.05,1.475,1.97,1.925,AGO,Atlas Iron Ltd,1.95,2.5,"22,702",1.95,1.96,-,,-,-,-,-15.5,-
5.95,1.89,2.43,2.23,AAX,Ausenco Ltd,2.39,18,"31,408",2.38,2.39,9.5,f,2.00,0.62,3.97,19,12.6
1.595,1.18,1.50,1.44,AAC,Aust Agriculture,1.49,-0.5,"15,647",1.42,1.50,-,,-,2.42,-,-20.3,-
2.09,1.18,1.755,1.725,AIX,Aust Infra unt,1.75,0.5,"11,597",1.73,1.76,10,p,1.94,2.62,5.71,19.37,9.0
1.465,0.76,1.02,0.995,AUN,Austar United,1.005,-1.5,"25,017",0.995,1.015,-,,-,-0.31,-,4.7,21.4
3.05,1.835,2.58,2.44,ALZ,Australand Prop stp,2.57,13,"9,245",2.54,2.57,5,,-,0.68,1.95,-13.4,-
2.55,1.48,2.49,2.36,AVO,Avoca Res,2.46,11,"42,038",2.41,2.46,-,,-,0.79,-,12.49,19.7
1.337,0.865,1.035,1.01,AWB,AWB Ltd,1.025,0.5,"29,194",1.005,1.035,-,,-,1.85,-,3.67,27.9
3.17,1.915,2.08,2.03,AWE,AWE Ltd,2.04,-9,"36,522",2.03,2.05,-,,-,1.74,-,1.43,142.7
6.72,3.51,5.77,5.69,AXA,AXA Asia Pacific,5.72,2,"23,337",5.71,5.77,18.5,p,1.89,1.12,3.23,34.89,16.4
13.49,8.056,11.39,11.20,BOQ,Bank of Qld,11.30,-3,"5,039",11.25,11.36,52,f,1.78,7.20,4.60,92.4,12.2
1.04,0.655,0.75,0.725,BPT,Beach Energy Ltd,0.745,1.5,"40,646",0.74,0.745,1.75,p,9.17,1.27,2.35,16.05,4.6
10.48,6.00,9.11,8.85,BEN,Bendigo & Adelaide,8.86,-5,"6,959",8.84,9.00,43,f,0.83,5.16,4.85,35.53,24.9
