S&P/ASX200 - Daily,,,,,,,,,,,,,,,,,
XAO 4604.4 at 16:47 6/11/2009  Report at 19:05 Friday 6/11/2009. Processed 19:12 Friday 6/11/2009.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.147,0.42,0.405,ABP,Abacus Prop stpld,0.41,1,"31,385",0.405,0.415,7.75,,-,0.62,18.90,-11.81,-
3.01,1.445,2.75,2.66,ABC,Adelaide Brighton,2.72,3,"14,502",2.71,2.72,14,f,1.49,1.15,5.15,20.8,13.1
15.82,12.83,13.61,13.46,AGK,AGL Energy Ltd,13.53,3,"18,406",13.52,13.54,54,f,6.63,6.00,3.99,358,3.8
5.60,2.03,4.52,4.35,AJL,AJ Lucas Grp,4.40,3,"1,874",4.38,4.45,10.5,f,23.78,2.11,2.39,249.7,1.8
6.03,0.60,4.80,4.70,ALS,Alesco Corp,4.76,15,"4,191",4.71,4.76,7,f,-,0.49,1.47,-13.94,-
2.075,0.683,1.615,1.55,AWC,Alumina Ltd,1.60,7,"198,614",1.595,1.605,12,,0.79,1.30,7.50,9.42,17.0
6.082,3.50,5.56,5.46,AMC,Amcor Ltd,5.49,2,"57,343",5.47,5.50,34,,0.74,1.61,6.19,25.3,21.7
6.97,3.52,5.93,5.82,AMP,AMP Ltd,5.87,12,"95,199",5.86,5.88,30,p,0.99,0.67,5.11,29.6,19.8
13.83,7.51,10.32,9.99,ANN,Ansell Ltd,10.28,35,"9,236",10.10,10.34,28,,3.19,1.98,2.72,89.2,11.5
25.25,11.83,22.40,22.10,ANZ,ANZ Banking Grp,22.40,33,"81,901",22.39,22.40,102,f,1.67,10.72,4.55,170.4,13.1
3.39,2.43,3.14,3.01,APA,APA Grp stpld,3.03,-2,"23,054",3.02,3.07,31,,0.52,1.18,10.23,16.2,18.7
2.998,0.866,2.25,2.18,APN,APN News & Media,2.21,1,"22,706",2.15,2.25,12,,-,-1.23,5.43,-13.1,-
6.39,2.183,5.05,4.94,AQP,Aquarius Platinum,5.03,14,"7,912",4.95,5.05,12.08,,-,-,2.40,-16.39,-
8.40,1.90,7.78,7.57,AQA,Aquila Res,7.78,28,"4,394",7.57,7.78,-,,-,-,-,-10.5,-
5.75,3.16,4.24,4.12,ALL,Aristocrat Leisure,4.19,4,"16,110",4.14,4.21,14.5,f,-,0.35,3.46,-0.2,-
4.73,1.845,3.97,3.90,AOE,Arrow Energy,3.94,9,"26,597",3.93,3.95,-,,-,0.82,-,52,7.6
1.76,0.32,1.585,1.55,AIO,Asciano Grp stpld,1.56,3,"97,029",1.56,1.57,23,,-,-1.41,14.74,-32.5,-
0.505,0.445,0.505,0.46,AJADA,Astro Jap Prop Grp stpld d,0.485,1,"7,838",0.455,0.485,-,,-,0.93,-,-71.94,-
37.90,23.52,33.63,33.24,ASX,ASX Ltd,33.45,63,"7,675",33.43,33.85,164.9,f,1.11,2.66,4.93,183.2,18.3
2.10,0.405,1.75,1.72,AGO,Atlas Iron Ltd,1.75,7.5,"15,806",1.73,1.75,-,,-,-,-,-21.3,-
5.95,1.855,4.48,4.35,AAX,Ausenco Ltd,4.38,9,"5,294",4.37,4.40,18.5,f,2.38,0.76,4.22,43.94,10.0
2.24,1.16,1.51,1.465,AAC,Aust Agriculture,1.48,3.5,"11,762",1.445,1.49,-,,-,2.55,-,-25.7,-
1.855,0.991,1.845,1.785,AIX,Aust Infra unt,1.845,6,"19,940",1.835,1.845,13,p,2.03,3.14,7.05,26.33,7.0
3.06,1.87,2.70,2.64,AWE,Aust Worldwide Ex,2.67,2,"24,725",2.66,2.67,-,,-,1.80,-,17.36,15.4
1.39,0.60,1.325,1.28,AUN,Austar United,1.285,-1.5,"16,639",1.27,1.295,-,,-,-0.33,-,-2.4,-
0.585,0.174,0.54,0.52,ALZ,Australand Prop stpld,0.53,1.5,"37,598",0.53,0.535,10,,-,0.92,18.87,-15.55,-
1.995,1.085,1.76,1.72,AVO,Avoca Res,1.75,2,"21,033",1.74,1.75,-,,-,0.61,-,-6.97,-
2.995,0.592,1.185,1.155,AWB,AWB Ltd,1.155,-0.5,"64,137",1.155,1.165,5,,3.70,1.81,4.33,18.5,6.2
5.19,2.52,4.35,4.16,AXA,AXA Asia Pacific,4.30,22,"64,808",4.29,4.31,18.5,p,-,0.96,4.30,-7.39,-
0.195,0.024,0.037,0.036,BBI,Babcock & Br Infr stp,0.037,0.1,"144,432",0.036,0.037,2.5,,-,1.84,67.57,-40.69,-
13.49,6.228,11.69,11.45,BOQ,Bank of Qld,11.60,29,"5,735",11.60,11.63,52,f,1.46,6.62,4.48,75.9,15.3
1.059,0.678,0.79,0.765,BPT,Beach Pet,0.78,1,"50,761",0.78,0.785,1.75,p,14.41,-,2.24,25.21,3.1
13.59,5.733,8.58,8.45,BEN,Bendigo & Adelaide,8.50,7,"10,424",8.48,8.59,43,f,0.60,4.03,5.06,25.6,33.2
40.28,20.00,37.40,36.81,BHP,BHP Billiton Ltd,37.40,96,"133,568",37.40,37.41,113.63,f,1.15,8.84,3.04,130.15,28.7
12.19,5.815,10.17,9.95,BBG,Billabong Intl,10.00,13,"9,151",9.96,10.00,45,p,1.54,0.70,4.50,69.2,14.5
3.92,1.675,2.98,2.90,BSL,BlueScope Steel,2.95,5,"95,082",2.95,2.96,5,,-,2.46,1.69,-7.1,-
0.375,0.054,0.295,0.285,BLY,Boart Longyear,0.29,0.5,"595,418",0.285,0.29,2.87,,2.38,-0.10,9.90,6.84,4.2
6.40,2.29,5.61,5.46,BLD,Boral Ltd,5.55,20,"23,028",5.54,5.60,13,f,1.85,4.12,2.34,24.1,23.0
7.15,0.945,6.67,6.49,BKN,Bradken Ltd,6.64,21,"7,278",6.64,6.66,23,f,2.28,1.31,3.46,52.5,12.6
8.53,4.08,7.05,6.89,BXB,Brambles Ltd,7.02,9,"65,954",6.94,7.03,30,p,1.34,0.58,4.27,40.18,17.5
1.945,1.473,1.715,1.67,BWP,Bunnings Warehouse unt,1.705,2.5,"6,790",1.675,1.705,11.57,,-,1.79,6.79,-3.74,-
7.14,4.71,6.30,6.07,CAB,Cabcharge Aust,6.27,24,"6,187",6.26,6.30,34,f,1.50,2.21,5.42,51,12.3
14.00,6.18,10.39,10.07,CTX,Caltex Aust,10.25,30,"8,605",10.25,10.29,36,,0.43,10.60,3.51,15.6,65.7
0.885,0.23,0.53,0.515,CVN,Carnarvon Pet,0.525,1,"25,578",0.52,0.53,-,,-,0.07,-,5.4,9.7
3.66,1.51,3.26,3.21,CEY,Centennial Coal,3.21,3,"42,664",3.20,3.23,11,f,1.77,1.77,3.43,19.5,16.5
2.17,1.415,1.905,1.86,CFX,CFS Retail Prop unt,1.89,1.5,"69,839",1.865,1.89,12.5,p,-,2.02,6.61,-15.27,-
4.07,0.865,3.74,3.66,CGF,Challenger FSG Ltd,3.68,6,"28,939",3.65,3.69,12.5,,-,1.81,3.40,-16.2,-
0.68,0.156,0.57,0.555,CHC,Charter Hall Grp forus,0.57,1.5,"8,983",0.56,0.58,4.96,,-,0.71,8.70,-17.98,-
12.00,7.91,10.31,10.11,CCL,Coca-Cola Amatil,10.26,18,"20,737",10.22,10.29,40.5,f,1.35,1.14,3.95,54.8,18.7
