S&P/ASX200 - Daily,,,,,,,,,,,,,,,,,
XAO 4414.5 at 16:35 9/7/2010  Report at 19:05 Friday 9/7/2010. Processed 20:37 Friday 9/7/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.33,0.395,0.385,ABP,Abacus Prop stp,0.395,0.5,"34,418",0.39,0.395,3.9,,-,0.60,9.87,-2.32,-
3.11,2.11,3.11,3.00,ABC,Adelaide Brighton,3.10,7,"32,338",3.09,3.11,13.5,f,1.51,1.21,4.35,20.4,15.2
15.69,13.37,15.00,14.80,AGK,AGL Energy Ltd,14.88,1,"10,092",14.80,14.89,57,f,0.47,6.21,3.83,27,55.1
5.91,2.25,2.51,2.44,ALS,Alesco Corp,2.48,,"2,068",2.43,2.51,7,,-,0.65,2.82,-17.36,-
2.06,1.285,1.565,1.515,AWC,Alumina Ltd,1.56,4.5,"115,860",1.555,1.56,2,f,-,1.21,1.28,-1.2,-
6.76,4.473,6.72,6.54,AMC,Amcor Ltd,6.68,-1,"23,445",6.65,6.68,29.5,,0.71,2.25,4.42,20.9,32.0
6.97,4.61,5.34,5.21,AMP,AMP Ltd,5.31,6,"47,275",5.31,5.32,30,p,1.24,0.80,5.65,37.1,14.3
13.50,8.23,12.78,12.53,ANN,Ansell Ltd,12.73,9,"6,357",12.51,12.78,29,,2.82,1.92,2.28,81.7,15.6
26.23,15.69,22.43,22.05,ANZ,ANZ Banking Grp,22.39,25,"60,014",22.37,22.40,108,f,1.34,9.99,4.82,144.8,15.5
3.83,2.63,3.66,3.62,APA,APA Grp stp,3.66,4,"5,069",3.64,3.68,31.75,,0.79,-,8.67,25,14.6
2.61,1.38,2.02,1.945,APN,APN News & Media,1.98,,"20,126",1.95,1.995,4,f,4.17,-0.78,2.02,16.7,11.9
7.95,3.74,5.37,5.25,AQP,Aquarius Platinum,5.36,20,"9,948",5.35,5.39,2.26,,9.20,-,0.42,20.79,25.8
11.38,4.727,7.76,7.46,AQA,Aquila Res,7.67,2,"3,528",7.49,7.70,-,,-,-,-,-14.8,-
1.845,0.94,1.065,0.985,AAD,Ardent Leisure stp,1.06,8,"6,639",1.04,1.065,14.3,,0.19,1.10,13.49,2.73,38.8
5.75,3.50,3.69,3.56,ALL,Aristocrat Leisure,3.60,-4,"52,233",3.58,3.63,4.5,,-,0.07,1.25,-31.3,-
5.31,3.15,4.95,4.89,AOE,Arrow Energy,4.92,4,"107,628",4.90,4.92,-,,-,2.13,-,15.38,32.0
1.94,1.28,1.70,1.67,AIO,Asciano Grp stp,1.69,1,"62,110",1.685,1.70,-,,-,0.10,-,-41.9,-
37.77,28.06,29.17,28.57,ASX,ASX Ltd,29.03,19,"5,185",28.98,29.04,163.6,f,1.10,3.19,5.64,180.6,16.1
3.05,1.53,2.16,2.12,AGO,Atlas Iron Ltd,2.14,1,"16,092",2.13,2.14,-,,-,-,-,-15.5,-
5.95,1.71,1.965,1.895,AAX,Ausenco Ltd,1.95,3.5,"8,221",1.945,1.95,9.5,f,2.00,0.62,4.87,19,10.3
2.09,1.24,1.76,1.725,AIX,Aust Infra unt,1.76,3,"12,711",1.74,1.76,10,,1.94,2.62,5.68,19.37,9.1
1.465,0.82,0.985,0.97,AUN,Austar United,0.98,,"10,887",0.955,0.995,-,,-,-0.31,-,4.7,20.9
3.05,2.042,2.52,2.49,ALZ,Australand Prop stp,2.52,2,"2,651",2.50,2.52,12,,-,0.68,4.76,-13.4,-
2.79,1.48,2.58,2.50,AVO,Avoca Res,2.56,1,"8,980",2.52,2.57,-,,-,0.79,-,12.49,20.5
1.337,0.865,0.985,0.96,AWB,AWB Ltd,0.985,1.5,"12,651",0.985,0.99,-,,-,1.85,-,3.67,26.8
3.17,1.575,1.675,1.64,AWE,AWE Ltd,1.66,1.5,"47,565",1.655,1.675,-,,-,1.74,-,1.43,116.1
6.72,3.52,5.36,5.24,AXA,AXA Asia Pacific,5.33,-5,"54,807",5.31,5.35,18.5,p,1.89,1.12,3.47,34.89,15.3
13.49,8.808,10.30,10.11,BOQ,Bank of Qld,10.30,22,"5,636",10.20,10.38,52,f,1.78,7.20,5.05,92.4,11.1
1.04,0.655,0.725,0.705,BPT,Beach Energy Ltd,0.715,1.5,"33,028",0.715,0.72,1.75,p,9.17,1.27,2.45,16.05,4.5
10.48,6.425,8.26,8.10,BEN,Bendigo & Adelaide,8.25,10,"9,780",8.12,8.25,43,f,0.83,5.16,5.21,35.53,23.2
44.93,32.11,38.43,37.83,BHP,BHP Billiton Ltd,38.43,27,"99,099",38.42,38.44,95.15,f,1.95,8.76,2.48,185.29,20.7
12.32,7.93,9.30,8.96,BBG,Billabong Intl,9.10,9,"26,994",9.02,9.15,36,p,1.59,0.84,3.96,57.2,15.9
3.336,0.85,0.975,0.885,BTA,Biota Hldgs,0.96,8.5,"17,703",0.96,0.97,-,,-,0.60,-,36.6,2.6
3.48,2.03,2.19,2.13,BSL,BlueScope Steel,2.19,3,"78,593",2.18,2.20,-,,-,2.47,-,-61.37,-
4.10,1.856,2.97,2.87,BLY,Boart Longyear,2.91,,"14,528",2.87,2.92,-,,-,0.14,-,-0.67,-
6.40,3.98,4.39,4.22,BLD,Boral Ltd,4.35,-5,"164,551",4.34,4.37,12.5,f,1.82,4.23,2.87,22.7,19.2
8.14,3.97,7.51,7.34,BKN,Bradken Ltd,7.41,7,"3,591",7.32,7.45,26,f,1.67,1.58,3.51,43.3,17.1
8.37,5.31,5.62,5.54,BXB,Brambles Ltd,5.56,3,"125,123",5.56,5.59,25,p,1.38,0.66,4.50,34.45,16.1
2.09,1.635,1.87,1.82,BWP,Bunnings Warehouse unt,1.87,0.5,"3,141",1.85,1.87,10.97,,1.27,1.83,5.87,13.89,13.5
6.66,4.81,4.92,4.82,CAB,Cabcharge Aust,4.84,-1,"2,363",4.83,4.90,34,f,1.44,-,7.02,48.9,9.9
13.63,8.01,9.84,9.51,CTX,Caltex Aust,9.76,26,"8,409",9.62,9.77,25,f,4.65,10.48,2.56,116.3,8.4
0.725,0.30,0.325,0.315,CVN,Carnarvon Pet,0.325,1,"15,563",0.32,0.325,-,,-,0.05,-,3.3,9.8
5.86,3.56,4.92,4.70,CRZ,Carsales Com Ltd,4.76,6,"1,639",4.73,4.78,6.6,f,1.24,0.01,1.39,8.2,58.0
5.97,2.18,5.92,5.88,CEY,Centennial Coal,5.88,-2,"126,800",5.88,5.90,8,p,1.98,1.87,1.36,15.8,37.2
2.12,1.63,1.92,1.895,CFX,CFS Retail Prop unt,1.91,-1,"76,869",1.905,1.91,12.5,,-,1.99,6.54,-1.9,-
4.50,2.16,3.74,3.64,CGF,Challenger FSG Ltd,3.72,5,"18,475",3.72,3.75,13.5,,2.61,3.36,3.63,35.2,10.6
0.79,0.403,0.60,0.59,CHC,Charter Hall Grp forus,0.595,0.5,"11,173",0.59,0.595,3.2,,-,0.60,5.38,-23.57,-
0.355,0.205,0.245,0.24,CQO,Charter Hall Office unt,0.245,,"43,000",0.24,0.245,2.5,,4.01,0.44,10.20,10.03,2.4
0.735,0.445,0.555,0.545,CQR,Charter Hall Retail unt,0.55,1,"22,757",0.55,0.555,6,,-,0.72,10.91,-45.58,-
12.15,8.56,11.90,11.73,CCL,Coca-Cola Amatil,11.89,19,"16,130",11.75,11.90,43.5,f,1.39,1.38,3.66,60.5,19.7
79.11,51.25,71.20,70.30,COH,Cochlear Ltd,70.50,20,"4,315",70.44,71.00,190,f,1.27,3.25,2.70,242.2,29.1
60.00,36.70,49.98,49.35,CBA,C'wlth Bank  of Aust ,49.80,25,"45,334",49.80,49.90,235,f,1.41,-,4.72,330.4,15.1
1.045,0.735,0.95,0.94,CPA,C'wlth Prop ord unt   ,0.945,-0.5,"89,334",0.945,0.95,6.85,,-,1.11,7.25,-11.41,-
12.90,8.49,10.74,10.51,CPU,Computershare Ltd,10.67,5,"11,541",10.55,10.73,25,p,2.27,-1.54,2.34,56.84,18.8
0.49,0.302,0.38,0.37,CEU,ConnectEast stp,0.38,0.5,"39,290",0.375,0.38,2,,-,-,5.26,-21.74,-
3.44,2.59,3.16,3.10,CMJ,Consolidated Media,3.12,2,"123,018",3.11,3.18,16.5,f,3.48,0.88,5.29,57.44,5.4
11.66,7.76,8.19,8.07,CRG,Crane Grp Ltd,8.17,3,"2,023",8.05,8.20,46,f,0.85,4.41,5.63,39,20.9
