S&P/ASX200 - Daily,,,,,,,,,,,,,,,,,
XAO 4504.4 at 16:36 26/7/2010  Report at 19:05 Monday 26/7/2010. Processed 19:06 Monday 26/7/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.33,0.42,0.405,ABP,Abacus Prop stp,0.42,1,"36,490",0.415,0.42,3.9,,-,0.60,9.29,-2.32,-
3.20,2.31,3.20,3.15,ABC,Adelaide Brighton,3.19,4,"15,533",3.14,3.20,13.5,f,1.51,1.21,4.23,20.4,15.6
15.69,13.37,14.92,14.63,AGK,AGL Energy Ltd,14.67,-24,"14,496",14.65,14.70,57,f,0.47,6.21,3.89,27,54.3
5.91,2.25,2.50,2.42,ALS,Alesco Corp,2.47,,"4,003",2.44,2.49,7,,-,0.65,2.83,-17.36,-
2.06,1.45,1.595,1.56,AWC,Alumina Ltd,1.595,4,"150,417",1.585,1.595,2,f,-,1.21,1.25,-1.2,-
7.04,4.473,6.88,6.80,AMC,Amcor Ltd,6.84,,"29,836",6.83,6.87,29.5,,0.71,2.25,4.31,20.9,32.7
6.97,5.06,5.43,5.36,AMP,AMP Ltd,5.41,6,"42,161",5.39,5.41,30,p,1.24,0.80,5.55,37.1,14.6
13.73,8.60,13.73,13.08,ANN,Ansell Ltd,13.29,-30,"9,485",13.23,13.34,29,,2.82,1.92,2.18,81.7,16.3
26.23,17.06,22.82,22.59,ANZ,ANZ Banking Grp,22.73,32,"77,801",22.72,22.73,108,f,1.34,9.99,4.75,144.8,15.7
3.83,2.63,3.77,3.71,APA,APA Grp stp,3.71,,"7,838",3.70,3.73,31.75,,0.79,-,8.56,25,14.8
2.61,1.63,2.07,2.00,APN,APN News & Media,2.05,5,"9,890",2.03,2.08,4,f,4.17,-0.78,1.95,16.7,12.3
7.95,3.89,4.80,4.68,AQP,Aquarius Platinum,4.73,9,"16,374",4.65,4.74,2.26,,9.20,-,0.48,20.79,22.8
11.38,5.264,7.56,7.29,AQA,Aquila Res,7.50,27,"5,807",7.44,7.55,-,,-,-,-,-14.8,-
1.845,0.94,1.06,1.02,AAD,Ardent Leisure stp,1.045,2,"4,641",1.025,1.05,14.3,,0.19,1.10,13.68,2.73,38.3
5.75,3.39,3.60,3.55,ALL,Aristocrat Leisure,3.59,1,"8,972",3.58,3.59,4.5,,-,0.07,1.25,-31.3,-
5.31,3.26,4.68,4.67,AOE,Arrow Energy,4.68,,"30,053",4.67,4.68,-,,-,2.13,-,15.38,30.4
1.94,1.435,1.72,1.675,AIO,Asciano Grp stp,1.675,-2.5,"186,526",1.67,1.685,-,,-,0.10,-,-41.9,-
37.77,28.02,29.06,28.69,ASX,ASX Ltd,29.00,29,"4,006",28.97,29.05,163.6,f,1.10,3.19,5.64,180.6,16.1
3.05,1.57,2.09,2.04,AGO,Atlas Iron Ltd,2.06,1,"17,080",2.05,2.06,-,,-,-,-,-15.5,-
5.95,1.71,2.51,2.43,AAX,Ausenco Ltd,2.45,3,"19,577",2.43,2.46,9.5,f,2.00,0.62,3.88,19,12.9
2.09,1.375,1.805,1.755,AIX,Aust Infra unt,1.795,2,"11,002",1.77,1.80,10,,1.94,2.62,5.57,19.37,9.3
1.465,0.84,1.04,1.025,AUN,Austar United,1.03,-0.5,"9,368",1.00,1.035,-,,-,-0.31,-,4.7,21.9
3.05,2.125,2.59,2.55,ALZ,Australand Prop stp,2.58,-1,"2,700",2.53,2.58,12,,-,0.68,4.65,-13.4,-
2.99,1.48,2.87,2.80,AVO,Avoca Res,2.82,-2,"10,262",2.82,2.84,-,,-,0.79,-,12.49,22.6
1.337,0.865,1.035,1.00,AWB,AWB Ltd,1.00,-3,"15,285",0.995,1.01,-,,-,1.85,-,3.67,27.2
3.17,1.465,1.635,1.585,AWE,AWE Ltd,1.61,4.5,"35,834",1.61,1.625,-,,-,1.74,-,1.43,112.6
6.72,3.98,5.53,5.46,AXA,AXA Asia Pacific,5.50,4,"24,948",5.47,5.50,18.5,p,1.89,1.12,3.36,34.89,15.8
13.49,9.74,10.50,10.32,BOQ,Bank of Qld,10.43,12,"5,079",10.40,10.44,52,f,1.78,7.20,4.99,92.4,11.3
1.04,0.655,0.695,0.685,BPT,Beach Energy Ltd,0.695,0.5,"28,082",0.69,0.695,1.75,p,9.17,1.27,2.52,16.05,4.3
10.48,7.196,8.30,8.18,BEN,Bendigo & Adelaide,8.19,-2,"8,984",8.18,8.23,43,f,0.83,5.16,5.25,35.53,23.1
44.93,35.58,40.08,39.79,BHP,BHP Billiton Ltd,39.82,14,"155,587",39.81,39.84,95.15,f,1.95,8.76,2.39,185.29,21.5
12.32,8.28,9.22,9.13,BBG,Billabong Intl,9.15,2,"14,654",9.12,9.20,36,p,1.59,0.84,3.93,57.2,16.0
3.336,0.85,0.995,0.965,BTA,Biota Hldgs,0.97,0.5,"7,311",0.97,0.975,-,,-,0.60,-,36.6,2.7
3.48,2.03,2.43,2.35,BSL,BlueScope Steel,2.39,1,"137,946",2.38,2.39,-,,-,2.47,-,-61.37,-
4.10,1.896,3.01,2.93,BLY,Boart Longyear,2.99,7,"29,221",2.96,2.99,-,,-,0.14,-,-0.67,-
6.40,4.15,4.37,4.29,BLD,Boral Ltd,4.33,6,"33,347",4.32,4.34,12.5,f,1.82,4.23,2.89,22.7,19.1
8.14,5.13,8.05,7.91,BKN,Bradken Ltd,7.96,3,"9,249",7.88,8.00,26,f,1.67,1.58,3.27,43.3,18.4
8.37,5.22,5.53,5.44,BXB,Brambles Ltd,5.49,6,"146,121",5.48,5.49,25,p,1.38,0.66,4.55,34.45,15.9
2.09,1.66,1.99,1.945,BWP,Bunnings Warehouse unt,1.955,,"4,175",1.95,1.96,10.97,,1.27,1.83,5.61,13.89,14.1
6.66,4.41,4.65,4.46,CAB,Cabcharge Aust,4.59,14,"3,731",4.57,4.59,34,f,1.44,-,7.41,48.9,9.4
13.63,8.01,10.60,10.43,CTX,Caltex Aust,10.54,-6,"3,363",10.52,10.54,25,f,4.65,10.48,2.37,116.3,9.1
0.70,0.30,0.375,0.35,CVN,Carnarvon Pet,0.37,2.5,"51,630",0.37,0.375,-,,-,0.05,-,3.3,11.2
5.86,3.56,4.88,4.72,CRZ,Carsales Com Ltd,4.88,14,"1,832",4.81,4.90,6.6,f,1.24,0.01,1.35,8.2,59.5
6.02,2.80,6.02,5.98,CEY,Centennial Coal,5.99,1,"74,396",5.98,5.99,8,p,1.98,1.87,1.34,15.8,37.9
2.12,1.695,1.98,1.95,CFX,CFS Retail Prop unt,1.97,1.5,"121,908",1.965,1.97,12.5,,-,1.99,6.35,-1.9,-
4.50,2.40,3.73,3.58,CGF,Challenger FSG Ltd,3.65,-3,"11,569",3.64,3.69,13.5,,2.61,3.36,3.70,35.2,10.4
0.79,0.427,0.64,0.62,CHC,Charter Hall Grp forus,0.635,0.5,"13,663",0.63,0.665,3.2,,-,0.60,5.04,-23.57,-
0.355,0.215,0.255,0.25,CQO,Charter Hall Office unt,0.255,0.5,"337,072",0.25,0.255,2.5,,4.01,0.44,9.80,10.03,2.5
0.735,0.47,0.545,0.53,CQR,Charter Hall Retail unt,0.54,,"109,373",0.535,0.54,6,,-,0.72,11.11,-45.58,-
12.15,9.11,11.91,11.70,CCL,Coca-Cola Amatil,11.84,13,"19,614",11.81,11.89,43.5,f,1.39,1.38,3.67,60.5,19.6
79.11,54.53,75.45,74.36,COH,Cochlear Ltd,74.93,38,"1,343",73.80,75.00,190,f,1.27,3.25,2.54,242.2,30.9
60.00,39.80,51.75,51.36,CBA,C'wlth Bank  of Aust ,51.49,25,"41,577",51.44,51.50,235,f,1.41,-,4.56,330.4,15.6
1.045,0.735,0.98,0.965,CPA,C'wlth Prop ord unt   ,0.975,-0.5,"162,539",0.97,0.975,6.85,,-,1.11,7.03,-11.41,-
12.90,9.01,10.59,10.30,CPU,Computershare Ltd,10.35,-3,"25,362",10.32,10.36,25,p,2.27,-1.54,2.42,56.84,18.2
0.49,0.33,0.40,0.395,CEU,ConnectEast stp,0.40,,"29,881",0.395,0.40,2,,-,-,5.00,-21.74,-
11.66,7.76,8.70,8.41,CRG,Crane Grp Ltd,8.70,32,"1,934",8.67,8.77,46,f,0.85,4.41,5.29,39,22.3
9.39,6.95,8.10,7.93,CWN,Crown Ltd,8.03,3,"9,729",8.00,8.04,37,p,-,3.24,4.61,-92.35,-
37.56,29.41,33.04,32.54,CSL,CSL Ltd,32.67,27,"13,876",32.65,32.70,75,,2.85,6.11,2.30,213.41,15.3
