S&P/ASX200 - Daily,,,,,,,,,,,,,,,,,
XAO 4536.2 at 16:38 29/7/2010  Report at 19:05 Thursday 29/7/2010. Processed 19:12 Thursday 29/7/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.33,0.42,0.41,ABP,Abacus Prop stp,0.415,-0.5,"38,134",0.415,0.42,3.9,,-,0.60,9.40,-2.32,-
3.20,2.31,3.20,3.15,ABC,Adelaide Brighton,3.17,,"22,269",3.17,3.19,13.5,f,1.51,1.21,4.26,20.4,15.5
15.69,13.37,14.77,14.64,AGK,AGL Energy Ltd,14.70,-9,"9,201",14.66,14.79,57,f,0.47,6.21,3.88,27,54.4
5.91,2.25,2.66,2.52,ALS,Alesco Corp,2.64,12,"5,114",2.64,2.68,7,,-,0.60,2.65,-132.84,-
2.06,1.45,1.585,1.565,AWC,Alumina Ltd,1.575,-1.5,"82,870",1.57,1.575,2,f,-,1.21,1.27,-1.2,-
7.04,4.473,6.74,6.54,AMC,Amcor Ltd,6.59,-20,"88,441",6.59,6.61,29.5,,0.71,2.25,4.48,20.9,31.5
6.97,5.06,5.35,5.29,AMP,AMP Ltd,5.31,-2,"37,663",5.30,5.32,30,p,1.24,0.80,5.65,37.1,14.3
13.73,8.89,13.34,13.03,ANN,Ansell Ltd,13.03,-17,"3,747",13.01,13.33,29,,2.82,1.92,2.23,81.7,15.9
26.23,18.04,23.25,22.95,ANZ,ANZ Banking Grp,23.19,-4,"75,816",23.14,23.19,108,f,1.34,9.99,4.66,144.8,16.0
3.83,2.63,3.76,3.68,APA,APA Grp stp,3.69,-6,"9,728",3.69,3.71,31.75,,0.79,-,8.60,25,14.8
2.61,1.63,2.10,2.06,APN,APN News & Media,2.08,-1,"10,282",2.08,2.11,4,f,4.17,-0.78,1.92,16.7,12.5
7.95,3.89,5.08,4.94,AQP,Aquarius Platinum,5.05,13,"14,100",5.06,4.87,2.26,,9.20,-,0.45,20.79,24.3
11.38,5.373,7.58,7.35,AQA,Aquila Res,7.40,-20,"3,297",7.39,7.40,-,,-,-,-,-14.8,-
1.845,0.94,1.05,1.02,AAD,Ardent Leisure stp,1.02,-2,"7,462",1.005,1.05,14.3,,0.19,1.10,14.02,2.73,37.4
5.75,3.39,3.54,3.42,ALL,Aristocrat Leisure,3.43,-13,"19,075",3.42,3.45,4.5,,-,0.07,1.31,-31.3,-
5.31,3.26,4.68,4.67,AOE,Arrow Energy,4.68,,"113,305",4.67,4.68,-,,-,2.13,-,15.38,30.4
1.94,1.435,1.72,1.70,AIO,Asciano Grp stp,1.71,-1,"68,038",1.705,1.715,-,,-,0.10,-,-41.9,-
37.75,28.02,29.10,28.45,ASX,ASX Ltd,28.83,-17,"6,530",28.70,29.00,163.6,f,1.10,3.19,5.67,180.6,16.0
3.05,1.57,2.06,1.995,AGO,Atlas Iron Ltd,2.05,2,"21,367",2.03,2.05,-,,-,-,-,-15.5,-
5.95,1.71,2.44,2.31,AAX,Ausenco Ltd,2.43,6,"5,169",2.42,2.43,9.5,f,2.00,0.62,3.91,19,12.8
2.09,1.425,1.81,1.775,AIX,Aust Infra unt,1.785,-1,"14,412",1.785,1.80,10,,1.94,2.62,5.60,19.37,9.2
1.465,0.84,0.995,0.95,AUN,Austar United,0.985,-3,"36,202",0.98,0.99,-,,-,-0.31,-,4.7,21.0
3.05,2.125,2.68,2.63,ALZ,Australand Prop stp,2.66,-4,"11,703",2.66,2.68,12,,1.24,3.44,4.51,14.9,17.9
2.99,1.48,2.76,2.64,AVO,Avoca Res,2.69,6,"12,282",2.68,2.74,-,,-,0.79,-,12.49,21.5
1.337,0.865,1.00,0.95,AWB,AWB Ltd,0.955,-7,"68,388",0.955,0.96,-,,-,1.85,-,3.67,26.0
3.17,1.465,1.645,1.615,AWE,AWE Ltd,1.635,1,"25,677",1.62,1.645,-,,-,1.74,-,1.43,114.3
6.72,4.05,5.55,5.48,AXA,AXA Asia Pacific,5.50,,"35,235",5.47,5.52,18.5,p,1.89,1.12,3.36,34.89,15.8
13.49,9.74,10.65,10.44,BOQ,Bank of Qld,10.63,-6,"4,568",10.62,10.63,52,f,1.78,7.20,4.89,92.4,11.5
1.04,0.655,0.685,0.675,BPT,Beach Energy Ltd,0.68,-1,"33,802",0.68,0.685,1.75,p,9.17,1.27,2.57,16.05,4.2
10.48,7.66,8.26,8.18,BEN,Bendigo & Adelaide,8.19,,"6,405",8.19,8.22,43,f,0.83,5.16,5.25,35.53,23.1
44.93,35.58,40.56,40.20,BHP,BHP Billiton Ltd,40.46,26,"221,174",40.46,40.51,95.15,f,1.95,8.76,2.35,185.29,21.8
12.32,8.28,9.16,9.01,BBG,Billabong Intl,9.06,-8,"10,649",9.00,9.09,36,p,1.59,0.84,3.97,57.2,15.8
3.336,0.85,1.03,1.01,BTA,Biota Hldgs,1.02,-2.5,"3,161",1.01,1.02,-,,-,0.60,-,36.6,2.8
3.48,2.03,2.43,2.37,BSL,BlueScope Steel,2.42,2,"138,905",2.42,2.43,-,,-,2.47,-,-61.37,-
4.10,2.057,3.09,3.06,BLY,Boart Longyear,3.08,1,"17,269",3.07,3.09,-,,-,0.14,-,-0.67,-
6.40,4.15,4.32,4.24,BLD,Boral Ltd,4.26,-6,"31,973",4.26,4.27,12.5,f,1.82,4.23,2.93,22.7,18.8
8.14,5.16,7.90,7.61,BKN,Bradken Ltd,7.74,-9,"6,267",7.66,7.78,26,f,1.67,1.58,3.36,43.3,17.9
8.37,5.22,5.56,5.41,BXB,Brambles Ltd,5.47,2,"202,944",5.46,5.52,25,p,1.38,0.66,4.57,34.45,15.9
2.09,1.66,1.945,1.89,BWP,Bunnings Warehouse unt,1.89,-5,"8,895",1.89,1.915,10.97,,1.27,1.83,5.80,13.89,13.6
6.66,4.41,4.62,4.53,CAB,Cabcharge Aust,4.54,-6,"2,602",4.53,4.57,34,f,1.44,-,7.49,48.9,9.3
13.63,8.01,10.53,10.27,CTX,Caltex Aust,10.47,14,"4,278",10.29,10.48,25,f,4.65,10.48,2.39,116.3,9.0
0.695,0.30,0.41,0.37,CVN,Carnarvon Pet,0.41,4,"120,702",0.405,0.41,-,,-,0.05,-,3.3,12.4
5.86,3.56,4.98,4.86,CRZ,Carsales Com Ltd,4.94,-6,"1,132",4.88,4.99,6.6,f,1.24,0.01,1.34,8.2,60.2
6.05,2.93,6.04,6.02,CEY,Centennial Coal,6.02,,"49,317",6.02,6.03,8,p,1.98,1.87,1.33,15.8,38.1
2.12,1.695,1.94,1.88,CFX,CFS Retail Prop unt,1.885,-4.5,"208,925",1.885,1.90,12.5,,-,1.99,6.63,-1.9,-
