S&P/ASX200 - Daily,,,,,,,,,,,,,,,,,
XAO 4905.2 at 16:37 26/3/2010  Report at 19:05 Friday 26/3/2010. Processed 19:20 Friday 26/3/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Day's High,Day's Low,ASX Code,Company Name,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked,Div Times cov'd,Net Tangible Assets,Div yield %,Earn share ¢,P/E ratio
0.48,0.275,0.40,0.39,ABP,Abacus Prop stp,0.39,-0.5,"39,218",0.39,0.395,5.75,,-,0.60,14.74,-2.32,-
3.01,1.84,2.63,2.57,ABC,Adelaide Brighton,2.61,-1,"6,223",2.60,2.63,13.5,f,1.51,1.21,5.17,20.4,12.8
15.46,13.07,15.28,15.01,AGK,AGL Energy Ltd,15.18,16,"14,402",15.12,15.25,57,f,0.47,6.21,3.75,27,56.2
5.91,1.755,3.05,2.95,ALS,Alesco Corp,2.98,3,"4,664",2.96,3.03,14,f,-,0.65,4.70,-17.36,-
2.06,1.046,1.695,1.645,AWC,Alumina Ltd,1.695,3,"208,909",1.69,1.695,2,f,-,1.21,1.18,-1.2,-
6.39,4.07,6.39,6.31,AMC,Amcor Ltd,6.37,8,"90,091",6.35,6.39,29.5,,0.71,2.25,4.63,20.9,30.5
6.97,4.55,6.37,6.26,AMP,AMP Ltd,6.34,8,"80,262",6.31,6.36,30,p,1.24,0.80,4.73,37.1,17.1
12.66,7.58,12.66,12.16,ANN,Ansell Ltd,12.56,35,"4,793",12.46,12.70,29,,2.82,1.92,2.31,81.7,15.4
25.72,14.90,25.50,25.07,ANZ,ANZ Banking Grp,25.45,10,"166,504",25.41,25.45,102,f,1.67,10.72,4.01,170.4,14.9
3.68,2.60,3.48,3.42,APA,APA Grp stp,3.46,-2,"8,609",3.44,3.48,31.75,,0.79,-,9.18,25,13.8
2.61,1.09,2.32,2.28,APN,APN News & Media,2.31,2,"10,545",2.28,2.33,4,f,4.17,-0.78,1.73,16.7,13.8
7.95,3.74,6.80,6.64,AQP,Aquarius Platinum,6.80,10,"5,280",6.66,6.84,2.26,,9.20,-,0.33,20.79,32.7
11.38,2.345,10.63,10.33,AQA,Aquila Res,10.54,-17,"6,136",10.47,10.64,-,,-,-,-,-14.8,-
1.845,1.03,1.33,1.30,AAD,Ardent Leisure stp,1.315,-1.5,"2,876",1.315,1.335,14.3,,0.19,1.10,10.87,2.73,48.2
5.75,3.24,4.73,4.49,ALL,Aristocrat Leisure,4.65,17,"32,487",4.61,4.72,4.5,,-,0.07,0.97,-31.3,-
5.31,2.67,5.06,5.03,AOE,Arrow Energy,5.04,1,"37,057",5.03,5.05,-,,-,2.13,-,15.38,32.8
1.94,0.64,1.865,1.825,AIO,Asciano Grp stp,1.86,1,"154,535",1.85,1.86,-,,-,0.10,-,-41.9,-
37.90,28.80,35.69,35.00,ASX,ASX Ltd,35.60,11,"8,014",35.56,35.64,163.6,f,1.10,3.19,4.60,180.6,19.7
2.55,1.15,2.40,2.36,AGO,Atlas Iron Ltd,2.39,-1,"12,779",2.38,2.40,-,,-,-,-,-15.5,-
5.95,2.70,4.49,4.35,AAX,Ausenco Ltd,4.43,3,"10,310",4.30,4.49,9.5,f,2.00,0.62,2.14,19,23.3
1.95,1.18,1.425,1.405,AAC,Aust Agriculture,1.41,-0.5,"2,644",1.405,1.41,-,,-,2.42,-,-20.3,-
2.01,1.18,1.94,1.88,AIX,Aust Infra unt,1.93,6,"13,553",1.89,1.945,10,p,1.94,2.62,5.18,19.37,10.0
1.465,0.65,1.17,1.15,AUN,Austar United,1.16,-1,"22,736",1.15,1.17,-,,-,-0.31,-,4.7,24.7
0.585,0.243,0.52,0.51,ALZ,Australand Prop stp,0.52,,"37,476",0.515,0.52,8,,-,0.68,15.38,-13.4,-
2.26,1.415,1.96,1.91,AVO,Avoca Res,1.955,-0.5,"16,078",1.95,1.96,-,,-,0.79,-,12.49,15.7
1.337,0.791,0.895,0.865,AWB,AWB Ltd,0.895,1,"72,215",0.89,0.895,5,,3.70,1.81,5.59,18.5,4.8
3.17,2.17,2.72,2.68,AWE,AWE Ltd,2.71,-2,"28,270",2.71,2.72,-,,-,1.74,-,1.43,189.5
6.72,3.25,6.35,6.33,AXA,AXA Asia Pacific,6.34,1,"31,669",6.30,6.37,18.5,p,1.89,1.12,2.92,34.89,18.2
13.49,7.384,11.77,11.50,BOQ,Bank of Qld,11.77,2,"4,067",11.53,11.78,52,f,1.46,6.62,4.42,75.9,15.5
1.04,0.655,0.74,0.72,BPT,Beach Energy Ltd,0.72,-2,"62,737",0.72,0.725,1.75,p,9.17,1.27,2.43,16.05,4.5
10.48,5.901,10.03,9.83,BEN,Bendigo & Adelaide,10.01,5,"10,902",9.87,10.03,43,f,0.83,5.16,4.30,35.53,28.2
44.49,31.25,43.33,42.67,BHP,BHP Billiton Ltd,43.28,-4,"347,606",43.22,43.30,95.15,f,1.95,8.76,2.20,185.29,23.4
12.19,7.64,11.33,10.98,BBG,Billabong Intl,11.29,28,"15,205",11.20,11.30,36,p,1.59,0.84,3.19,57.2,19.7
3.336,0.529,2.35,2.29,BTA,Biota Hldgs,2.31,-3,"6,172",2.28,2.33,-,,-,0.60,-,36.6,6.3
3.48,1.812,2.90,2.83,BSL,BlueScope Steel,2.90,1,"177,283",2.89,2.90,5,,-,2.47,1.72,-61.37,-
0.41,0.085,0.305,0.295,BLY,Boart Longyear,0.305,,"652,156",0.30,0.305,-,,-,0.14,-,-0.67,-
6.40,3.45,5.71,5.57,BLD,Boral Ltd,5.70,-2,"29,045",5.64,5.71,12.5,f,1.82,4.23,2.19,22.7,25.1
7.97,1.625,7.71,7.55,BKN,Bradken Ltd,7.69,9,"8,631",7.55,7.72,26,f,1.67,1.58,3.38,43.3,17.8
8.37,4.74,7.41,7.25,BXB,Brambles Ltd,7.39,11,"60,748",7.37,7.40,25,p,1.38,0.66,3.38,34.45,21.5
1.965,1.506,1.935,1.87,BWP,Bunnings Warehouse unt,1.93,3.5,"13,664",1.86,1.95,10.97,,1.27,1.83,5.68,13.89,13.9
7.09,4.71,5.89,5.79,CAB,Cabcharge Aust,5.82,-7,"3,880",5.79,5.84,34,f,1.44,-,5.84,48.9,11.9
14.00,8.01,11.36,11.11,CTX,Caltex Aust,11.36,-2,"4,728",11.20,11.36,25,f,4.65,10.48,2.20,116.3,9.8
0.885,0.335,0.47,0.455,CVN,Carnarvon Pet,0.46,-1,"34,738",0.455,0.46,-,,-,0.05,-,3.3,13.9
5.86,3.56,5.42,5.28,CRZ,Carsales Com Ltd,5.37,-8,"2,498",5.32,5.50,6.6,f,1.24,0.01,1.23,8.2,65.5
4.24,1.67,4.12,3.96,CEY,Centennial Coal,4.10,-1,"22,029",4.07,4.12,8,p,1.98,1.87,1.95,15.8,25.9
2.12,1.415,1.92,1.89,CFX,CFS Retail Prop unt,1.915,1.5,"76,173",1.905,1.92,12.5,,-,1.99,6.53,-1.9,-
4.50,1.37,4.25,4.11,CGF,Challenger FSG Ltd,4.18,-6,"66,191",4.15,4.20,13.5,,2.61,3.36,3.23,35.2,11.9
0.749,0.262,0.73,0.69,CHC,Charter Hall Grp forus,0.72,3,"62,018",0.71,0.725,2.6,,-,0.60,3.61,-23.57,-
0.355,0.14,0.285,0.275,CQO,Charter Hall Office unt,0.275,-0.5,"191,612",0.275,0.28,2.5,,4.01,0.44,9.09,10.03,2.7
0.735,0.235,0.555,0.535,CQR,Charter Hall Retail unt,0.545,,"46,530",0.54,0.545,6,,-,0.72,11.01,-45.58,-
11.72,8.12,11.28,11.11,CCL,Coca-Cola Amatil,11.22,-2,"19,951",11.19,11.24,43.5,f,1.39,1.38,3.88,60.5,18.5
73.90,47.03,73.90,72.48,COH,Cochlear Ltd,73.38,138,"5,338",73.00,73.83,190,f,1.27,3.25,2.59,242.2,30.3
58.65,33.95,57.45,56.21,CBA,C'wlth Bank  of Aust ,57.37,17,"93,442",57.25,57.40,235,f,1.41,-,4.10,330.4,17.4
1.045,0.675,0.94,0.915,CPA,C'wlth Prop ord unt   ,0.93,-0.5,"105,747",0.925,0.93,6.85,,-,1.11,7.37,-11.41,-
12.74,8.31,12.68,12.36,CPU,Computershare Ltd,12.57,-15,"14,810",12.40,12.60,25,p,2.27,-1.54,1.99,56.84,22.1
0.49,0.273,0.445,0.435,CEU,ConnectEast stp,0.435,,"114,310",0.435,0.44,2,,-,-,4.60,-21.74,-
3.44,1.90,3.19,3.13,CMJ,Consolidated Media,3.14,-18,"6,311",3.13,3.14,16.5,f,3.48,0.88,5.25,57.44,5.5
11.66,8.22,8.93,8.78,CRG,Crane Grp Ltd,8.91,-4,"3,694",8.78,8.93,46,f,0.85,4.41,5.16,39,22.8
9.39,5.95,8.27,8.01,CWN,Crown Ltd,8.19,2,"13,044",8.16,8.20,37,p,-,3.24,4.52,-92.35,-
36.74,28.43,36.74,36.09,CSL,CSL Ltd,36.63,55,"31,487",36.50,36.70,75,,2.85,6.11,2.05,213.41,17.2
2.18,1.17,1.705,1.66,CSR,CSR Ltd,1.705,4,"170,253",1.70,1.705,4,f,-,0.87,2.35,-45.1,-
6.59,1.85,5.12,4.78,CDU,Cudeco Ltd,4.85,-4,"12,529",4.82,4.87,-,,-,-,-,0.42,1154.8
5.96,2.70,5.01,4.96,DJS,David Jones Ltd,5.01,5,"47,742",4.99,5.01,29,f,1.14,1.22,5.79,33,15.2
0.89,0.655,0.80,0.785,DXS,DEXUS Prop Grp stp,0.80,0.5,"289,459",0.795,0.80,6.15,,-,0.95,7.69,-11.03,-
9.44,4.32,7.34,7.07,DOW,Downer EDI Ltd,7.21,6,"45,231",7.16,7.28,29.1,,1.87,2.15,4.04,54.4,13.3
