ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
XAO 4942.2 at 16:42 8/1/2010  Report at 19:05 Friday 8/1/2010. Processed 19:40 Friday 8/1/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
0.375,0.07,0.37,0.345,TDO,3D Oil Ltd,0.37,2,7710,0.36,0.38,-,,-,-,-,-0.46,-
0.026,0.007,-,-,DDD,3D Res Ltd,0.022,,-,0.021,0.025,-,,-,-,-,-4.66,-
0.12,0.018,0.075,0.075,AAO,A'asia Gold,0.075,,236,0.075,0.09,-,,-,-,-,-5.03,-
0.70,0.29,0.525,0.51,ARH,A'asian Resour,0.515,,1855,0.515,0.525,-,,-,-,-,-2.85,-
0.42,0.076,0.38,0.365,AAM,A1 Min Ltd,0.37,,4205,0.365,0.37,-,,-,-,-,-3.99,-
0.07,0.006,0.037,0.035,ABU,ABM Res NL,0.035,-0.1,19065,0.035,0.037,-,,-,-,-,-0.65,-
0.25,0.13,-,-,AII,Abra Min Ltd,0.20,,-,0.17,0.20,-,,-,-,-,-1.39,-
0.60,0.105,0.38,0.375,ACB,A-Cap Res,0.375,1,685,0.38,0.385,-,,-,-,-,-2.93,-
0.27,0.055,0.175,0.165,ACS,Accent Res NL,0.17,0.5,3500,0.17,0.175,-,,-,-,-,-1.37,-
0.008,0.003,0.006,0.005,AEX,Acclaim Explore,0.005,-0.1,5893,0.005,0.006,-,,-,-,-,-1.52,-
0.003,0.003,-,-,AEXCD,  ctg,0.003,,-,0.001,-,-,,-,-,-,-,-
0.12,0.032,0.095,0.09,AIV,Activex Ltd,0.09,-0.2,2765,0.09,0.095,-,,-,-,-,-1.66,-
0.06,0.001,-,-,AIVO,  opt jul10,0.025,,-,0.023,0.035,-,,-,-,-,-,-
0.53,0.165,0.48,0.475,ADU,Adamus Res,0.475,-1,2745,0.47,0.475,-,,-,-,-,-10.25,-
0.065,0.014,0.039,0.039,ADD,Adavale Resource,0.039,-0.6,1500,0.037,0.045,-,,-,0.03,-,-0.3,-
0.16,0.037,0.14,0.13,ADE,Adelaide Energy,0.14,1,4045,0.135,0.14,-,,-,-,-,1.39,10.1
0.395,0.046,0.27,0.26,ADN,Adelaide Res,0.26,-1,3421,0.26,0.27,-,,-,-,-,4.86,5.3
0.185,0.045,0.16,0.155,ADI,Adelphi Energy,0.155,,666,0.15,0.165,-,,-,-,-,-5.87,-
1.65,0.096,1.43,1.38,ABY,Aditya Birla,1.39,-3,3088,1.39,1.41,-,,-,1.42,-,-17.34,-
0.04,0.011,0.018,0.017,ADY,Admiralty Res,0.018,0.1,104450,0.017,0.018,-,,-,-,-,-2.73,-
0.125,0.029,-,-,AVD,Advance Energy,0.06,,-,0.057,0.065,-,,-,0.04,-,-1.06,-
1.24,0.50,0.67,0.64,AED,AED Oil Ltd,0.655,,5263,0.655,0.66,-,,-,-,-,-66.9,-
0.24,0.013,0.155,0.14,AFR,African Energy Res cdi,0.15,0.5,9638,0.14,0.15,-,,-,-,-,-1.5,-
0.23,0.14,0.185,0.185,ALG,Alamar Res Ltd,0.185,-0.5,150,0.185,0.24,-,,-,-,-,-1.12,-
0.25,0.035,0.14,0.14,AUQ,Alara Res Ltd,0.14,,13,0.14,0.165,-,,-,-,-,-11.01,-
1.27,0.04,0.77,0.745,ALY,Alchemy Resource,0.76,,3584,0.76,0.77,-,,-,-,-,-3.27,-
0.96,0.001,0.50,0.50,ALYO,  opt aug10,0.50,2,136,0.50,0.54,-,,-,-,-,-,-
0.06,0.039,0.042,0.04,AYN,Alcyone Res Ltd,0.04,-0.1,2617,0.04,0.041,-,,-,-,-,-8.29,-
0.021,0.021,-,-,AYNOB,  opt sep11,-,,-,0.001,-,-,,-,-,-,-,-
0.49,0.155,0.41,0.385,ALK,Alkane Res Ltd,0.39,-1,2640,0.39,0.395,-,,-,-,-,-0.25,-
0.98,0.363,0.605,0.595,AGS,Alliance Res,0.605,1,3365,0.60,0.61,-,,-,-,-,-8.3,-
0.57,0.29,0.345,0.33,ALD,Allied Gold Ltd,0.33,,5173,0.325,0.34,-,,-,0.29,-,-1.92,-
0.045,0.011,0.032,0.03,AYR,Alloy Res,0.032,0.6,1262,0.032,0.034,-,,-,-,-,-0.82,-
0.37,0.065,-,-,AJM,Altura Min Ltd,0.25,,-,0.25,0.27,-,,-,-,-,-4.6,-
0.08,0.01,-,-,AJMO,  opt may10,0.04,,-,0.018,0.06,-,,-,-,-,-,-
2.01,0.683,1.96,1.91,AWC,Alumina Ltd,1.93,-3,174696,1.92,1.935,-,,-,1.30,-,9.42,20.5
0.43,0.205,0.28,0.26,AMU,Amadeus Energy,0.26,-1,10802,0.26,0.265,-,,-,0.48,-,3.5,7.4
0.25,0.08,-,-,AXZ,Amex Res,0.20,,-,0.17,0.20,-,,-,-,-,-5.32,-
0.69,0.068,0.63,0.62,AMX,Ampella Min,0.63,0.5,1248,0.62,0.63,-,,-,-,-,-6.37,-
0.50,0.03,0.46,0.405,AMXO,  opt jul10,0.44,-1.5,975,0.405,0.48,-,,-,-,-,-,-
0.193,0.032,-,-,AHR,Anchor Res,0.19,,-,0.175,0.185,-,,-,-,-,-1.57,-
0.03,0.001,-,-,AHRO,  opt mar10,0.007,,-,0.002,0.01,-,,-,-,-,-,-
2.72,0.78,2.70,2.66,AND,Andean Res Ltd,2.67,-1,1225,2.65,2.67,-,,-,-,-,-1.8,-
1.70,0.97,-,-,ATM,Aneka Tambang cdi 1:5,1.06,,-,1.15,-,2.94,,0.12,-,2.77,0.36,294.4
0.044,0.02,0.031,0.031,AAR,Anglo Aust,0.031,0.1,1250,0.03,0.032,-,,-,-,-,-0.16,-
3.50,2.581,-,-,AGP,Anglo Pacific Grp,2.75,,-,2.75,-,15.87,,2.85,-,5.77,45.18,6.1
11.50,6.80,-,-,AGG,Anglogold Ashanti cdi 5:1,9.50,,-,9.00,9.50,3.33,,-,-,0.35,-71.44,-
0.70,0.035,0.70,0.67,AZZ,Antares Energy,0.695,1.5,11851,0.69,0.695,-,,-,-,-,0.26,267.3
3.62,1.19,3.50,3.49,AVM,Anvil Min cdi,3.49,-7,87,3.34,3.56,-,,-,-,-,-370.7,-
0.115,0.03,-,-,AAL,Apac Coal,0.045,,-,0.04,0.059,-,,-,-,-,-0.75,-
0.361,0.029,0.038,0.036,AXM,Apex Min NL,0.036,-0.2,92418,0.036,0.037,-,,-,-,-,-31.41,-
0.025,0.01,0.013,0.012,AXMO,  opt nov12,0.012,-0.1,20397,0.011,0.012,-,,-,-,-,-,-
0.76,0.35,0.73,0.715,AZO,Apollo Gas Ltd,0.73,3,1530,0.72,0.73,-,,-,-,-,-,-
0.40,0.135,0.22,0.205,AON,Apollo Min Ltd,0.205,,318,0.205,0.22,-,,-,-,-,-8.92,-
7.93,3.002,7.73,7.58,AQP,Aquarius Platinum,7.70,1,12305,7.60,7.75,-,,-,-,-,-16.39,-
11.38,1.727,11.05,10.88,AQA,Aquila Res,11.05,15,8214,10.95,11.05,-,,-,-,-,-10.5,-
1.285,0.245,0.89,0.845,ARU,Arafura Resource,0.88,,4667,0.845,0.89,-,,-,-,-,-7.7,-
0.27,0.055,0.22,0.19,AAG,Aragon Res,0.19,-4,1424,0.19,0.215,-,,-,-,-,-3.81,-
0.05,0.002,-,-,AAGO,  opt sep10,0.03,,-,0.005,0.06,-,,-,-,-,-,-
0.044,0.007,0.032,0.031,ARX,ARC Explore Ltd,0.031,-0.1,2164,0.031,0.033,-,,-,-,-,16.13,0.2
0.01,0.001,-,-,ARXO,  opt jun12,0.005,,-,0.003,0.005,-,,-,-,-,-,-
0.016,0.01,-,-,ARXOA,  opt jan11,0.013,,-,0.013,0.015,-,,-,-,-,-,-
0.17,0.05,0.16,0.15,AXE,Archer Explore,0.16,,1485,0.15,0.16,-,,-,-,-,-1.8,-
0.025,0.002,-,-,AXEO,  opt feb10,0.003,,-,-,0.001,-,,-,-,-,-,-
0.20,0.04,0.13,0.125,ARD,Argent Min,0.125,-0.5,1270,0.105,0.125,-,,-,-,-,-3.8,-
