ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
XAO 4893.1 at 16:34 31/3/2010  Report at 19:07 Wednesday 31/3/2010. Processed 19:22 Wednesday 31/3/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
0.39,0.072,0.23,0.225,TDO,3D Oil Ltd,0.225,,3520,0.225,0.245,-,,-,-,-,-0.27,-
0.026,0.007,0.02,0.02,DDD,3D Res Ltd,0.02,-0.1,800,0.02,0.023,-,,-,-,-,-1.9,-
0.109,0.023,0.065,0.065,AAO,A'asia Gold,0.065,0.3,749,0.071,0.075,-,,-,-,-,-1.28,-
0.70,0.30,0.44,0.425,ARH,A'asian Resour,0.425,-1.5,293,0.425,0.45,-,,-,-,-,-1.4,-
0.42,0.11,0.245,0.235,AAM,A1 Min Ltd,0.235,0.5,3177,0.235,0.24,-,,-,-,-,-3.56,-
0.07,0.006,0.025,0.023,ABU,ABM Res NL,0.024,0.1,46804,0.024,0.025,-,,-,-,-,-4.09,-
0.25,0.14,0.14,0.14,AII,Abra Min Ltd,0.14,-2.5,4,0.14,0.16,-,,-,-,-,-1.94,-
0.60,0.20,0.42,0.41,ACB,A-Cap Res,0.415,0.5,1460,0.415,0.42,-,,-,0.14,-,-0.91,-
0.27,0.075,0.21,0.20,ACS,Accent Res NL,0.21,,1779,0.205,0.215,-,,-,-,-,-1.53,-
0.029,0.004,0.019,0.017,AEX,Acclaim Explore,0.019,0.1,76431,0.019,0.02,-,,-,-,-,-0.38,-
0.003,0.003,-,-,AEXCD,  ctg,0.003,,-,0.002,0.025,-,,-,-,-,-,-
0.12,0.05,0.115,0.105,AIV,Activex Ltd,0.105,,25096,0.105,0.12,-,,-,-,-,-1.49,-
0.06,0.001,-,-,AIVO,  opt jul10,0.016,,-,0.02,0.04,-,,-,-,-,-,-
0.517,0.303,0.43,0.42,ADU,Adamus Res,0.43,2,5831,0.41,0.43,-,,-,-,-,-12.87,-
0.041,0.025,0.041,0.032,ADUR,  rts 06apr,0.04,0.8,5628,0.039,0.04,-,,-,-,-,-,-
0.065,0.017,-,-,ADD,Adavale Resource,0.042,,-,0.035,0.04,-,,-,0.02,-,-0.96,-
0.215,0.075,0.215,0.18,ADE,Adelaide Energy,0.19,,22381,0.19,0.195,-,,-,-,-,0.97,19.6
0.395,0.05,0.20,0.18,ADN,Adelaide Res,0.195,,1493,0.185,0.19,-,,-,-,-,-0.56,-
0.385,0.045,0.33,0.30,ADI,Adelphi Energy,0.31,-1.5,3868,0.305,0.315,-,,-,-,-,-4.27,-
1.65,0.135,1.19,1.105,ABY,Aditya Birla,1.105,-4,12630,1.10,1.115,-,,-,1.42,-,-17.34,-
0.037,0.009,0.01,0.009,ADY,Admiralty Res,0.01,,193088,0.009,0.01,-,,-,-,-,0.09,11.1
0.125,0.03,0.05,0.036,AVD,Advance Energy,0.05,1.4,690,0.04,0.05,-,,-,-,-,-3.1,-
1.24,0.50,0.68,0.66,AED,AED Oil Ltd,0.66,0.5,2592,0.66,0.68,-,,-,1.03,-,-48.17,-
0.24,0.023,0.096,0.095,AFR,African Energy Res cdi,0.095,-0.2,3000,0.095,0.097,-,,-,-,-,-1.13,-
0.027,0.009,0.01,0.01,AAE,Agri Energy Ltd,0.01,,4203,0.01,0.012,-,,-,-,-,15.8,0.1
0.245,0.14,-,-,ALG,Alamar Res Ltd,0.18,,-,0.165,0.24,-,,-,-,-,-1.34,-
-,-,-,-,ALGO,  opt mar13,-,,-,0.021,0.08,-,,-,-,-,-,-
0.25,0.037,0.155,0.15,AUQ,Alara Res Ltd,0.15,,182,0.135,0.15,-,,-,-,-,-1.9,-
1.27,0.042,0.68,0.67,ALY,Alchemy Resource,0.67,,788,0.665,0.67,-,,-,-,-,-3.2,-
0.96,0.002,0.40,0.40,ALYO,  opt aug10,0.40,-1,300,0.40,0.42,-,,-,-,-,-,-
0.06,0.029,0.031,0.031,AYN,Alcyone Res Ltd,0.031,,3750,0.031,0.032,-,,-,-,-,-6.05,-
0.021,0.021,-,-,AYNOB,  opt sep11,-,,-,-,-,-,,-,-,-,-,-
0.49,0.225,0.31,0.305,ALK,Alkane Res Ltd,0.31,0.5,236,0.30,0.31,-,,-,-,-,0.93,33.3
0.98,0.40,0.465,0.44,AGS,Alliance Res,0.46,3,11005,0.46,0.465,-,,-,-,-,-1.97,-
0.55,0.25,0.33,0.32,ALD,Allied Gold Ltd,0.32,-1,3019,0.315,0.325,-,,-,0.26,-,-3.42,-
0.042,0.013,-,-,AYR,Alloy Res,0.026,,-,0.026,0.03,-,,-,-,-,-0.62,-
0.37,0.067,0.20,0.195,AJM,Altura Min Ltd,0.195,-0.5,1523,0.195,0.20,-,,-,-,-,-5.11,-
0.08,0.005,-,-,AJMO,  opt may10,0.01,,-,0.005,0.01,-,,-,-,-,-,-
2.06,1.08,1.75,1.72,AWC,Alumina Ltd,1.725,,137547,1.72,1.73,2,f,-,1.21,1.16,-1.2,-
0.43,0.20,0.205,0.20,AMU,Amadeus Energy,0.205,,4463,0.205,0.21,-,,-,0.34,-,-10.17,-
0.25,0.085,-,-,AXZ,Amex Res,0.16,,-,0.09,0.15,-,,-,-,-,-2.85,-
1.39,0.165,1.33,1.26,AMX,Ampella Min,1.265,-6.5,1204,1.265,1.275,-,,-,-,-,-7,-
1.15,0.05,-,-,AMXO,  opt jul10,1.08,,-,1.065,1.115,-,,-,-,-,-,-
0.28,0.032,0.25,0.23,AHR,Anchor Res,0.23,-2,2050,0.23,0.26,-,,-,-,-,-2.05,-
-,-,-,-,AHRNA,  def x opt,-,,-,-,-,-,,-,-,-,-,-
