ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
XAO 4372.7 at 16:36 19/7/2010  Report at 19:05 Monday 19/7/2010. Processed 08:13 Tuesday 20/7/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
0.39,0.088,-,-,TDO,3D Oil Ltd,0.18,,-,0.18,0.19,-,,-,-,-,-0.27,-
0.026,0.014,-,-,DDD,3D Res Ltd,0.02,,-,0.02,0.025,-,,-,-,-,-1.9,-
0.109,0.029,-,-,AAO,A'asia Gold,0.06,,-,0.047,0.06,-,,-,-,-,-1.28,-
0.02,0.012,-,-,AAOO,  opt apr13,0.016,,-,0.011,0.025,-,,-,-,-,-,-
0.67,0.21,0.25,0.245,ARH,A'asian Resour,0.245,,146,0.245,0.255,-,,-,-,-,-1.4,-
0.42,0.135,0.165,0.155,AAM,A1 Min Ltd,0.165,-0.5,11730,0.16,0.165,-,,-,-,-,-3.56,-
0.07,0.016,0.028,0.027,ABU,ABM Res NL,0.027,,31060,0.027,0.028,-,,-,-,-,-4.09,-
0.25,0.086,-,-,AII,Abra Min Ltd,0.095,,-,0.09,0.13,-,,-,-,-,-1.94,-
0.60,0.28,0.32,0.31,ACB,A-Cap Res,0.315,-2,971,0.31,0.315,-,,-,0.14,-,-0.91,-
0.27,0.13,0.165,0.15,ACS,Accent Res NL,0.16,,455,0.165,0.17,-,,-,-,-,-1.53,-
0.029,0.004,0.012,0.012,AEX,Acclaim Explore,0.012,,33151,0.011,0.012,-,,-,-,-,-0.38,-
0.003,0.003,-,-,AEXCD,  ctg,0.003,,-,0.001,0.025,-,,-,-,-,-,-
0.14,0.055,0.066,0.064,AIV,Activex Ltd,0.066,-0.4,700,0.064,0.07,-,,-,-,-,-1.49,-
0.06,0.001,-,-,AIVO,  opt jul10,0.01,,-,-,0.01,-,,-,-,-,-,-
0.595,0.303,0.495,0.485,ADU,Adamus Res,0.495,-1,1274,0.485,0.50,-,,-,-,-,-12.87,-
0.065,0.019,-,-,ADD,Adavale Resource,0.028,,-,0.026,0.033,-,,-,0.02,-,-0.96,-
0.215,0.085,0.09,0.089,ADE,Adelaide Energy,0.089,-0.6,400,0.089,0.095,-,,-,-,-,0.97,9.2
0.395,0.089,0.16,0.155,ADN,Adelaide Res,0.16,,1689,0.155,0.165,-,,-,-,-,-0.56,-
0.425,0.06,0.395,0.385,ADI,Adelphi Energy,0.395,-2.5,1273,0.40,0.41,-,,-,-,-,-4.27,-
1.65,0.62,0.71,0.685,ABY,Aditya Birla,0.69,-3,4629,0.69,0.72,-,,-,1.51,-,19.61,3.5
0.025,0.005,0.007,0.007,ADY,Admiralty Res,0.007,,30850,0.007,0.008,-,,-,-,-,0.09,7.8
0.125,0.007,0.015,0.015,AVD,Advance Energy,0.015,,2000,0.015,0.02,-,,-,-,-,-3.1,-
0.265,0.081,0.195,0.185,ADX,ADX Energy Ltd,0.185,-0.5,18254,0.185,0.19,-,,-,-,-,-0.89,-
0.09,0.05,0.063,0.063,ADXO,  opt mar11,0.063,-0.3,1000,0.053,0.063,-,,-,-,-,-,-
0.84,0.435,0.46,0.45,AED,AED Oil Ltd,0.455,-1,730,0.455,0.46,-,,-,1.03,-,-48.17,-
0.24,0.059,0.082,0.082,AFR,African Energy Res cdi,0.082,-0.3,1224,0.079,0.085,-,,-,-,-,-1.13,-
0.027,0.009,0.013,0.012,AAE,Agri Energy Ltd,0.013,0.3,47452,0.012,0.013,-,,-,-,-,15.8,0.1
0.245,0.14,-,-,ALG,Alamar Res Ltd,0.165,,-,0.15,0.17,-,,-,-,-,-1.34,-
0.03,0.03,-,-,ALGO,  opt mar13,0.03,,-,0.023,0.03,-,,-,-,-,-,-
0.25,0.055,-,-,AUQ,Alara Res Ltd,0.092,,-,0.095,0.099,-,,-,-,-,-1.9,-
1.27,0.20,0.38,0.36,ALY,Alchemy Resource,0.38,0.5,1647,0.365,0.39,-,,-,-,-,-3.2,-
0.96,0.05,0.125,0.10,ALYO,  opt aug10,0.11,-1.5,1790,0.10,0.12,-,,-,-,-,-,-
0.06,0.02,0.026,0.022,AYN,Alcyone Res Ltd,0.025,0.3,68980,0.024,0.025,-,,-,-,-,-6.05,-
0.021,0.021,-,-,AYNOB,  opt sep11,-,,-,-,-,-,,-,-,-,-,-
0.49,0.23,0.33,0.32,ALK,Alkane Res Ltd,0.33,-0.5,4330,0.33,0.335,-,,-,-,-,0.93,35.5
0.90,0.28,0.33,0.315,AGS,Alliance Res,0.33,,1417,0.315,0.325,-,,-,-,-,-1.97,-
0.545,0.25,0.365,0.345,ALD,Allied Gold Ltd,0.35,,2850,0.345,0.36,-,,-,0.26,-,-3.42,-
0.042,0.019,-,-,AYR,Alloy Res,0.027,,-,0.027,0.029,-,,-,-,-,-0.62,-
0.37,0.098,-,-,AJM,Altura Min Ltd,0.155,,-,0.145,0.165,-,,-,-,-,-5.11,-
2.06,1.45,1.475,1.45,AWC,Alumina Ltd,1.465,-2,141411,1.465,1.47,2,f,-,1.21,1.37,-1.2,-
0.35,0.175,0.225,0.215,AMU,Amadeus Energy,0.225,,1725,0.22,0.225,-,,-,0.34,-,-10.17,-
0.25,0.09,-,-,AXZ,Amex Res,0.16,,-,0.12,0.16,-,,-,-,-,-2.85,-
1.94,0.32,1.52,1.48,AMX,Ampella Min,1.505,-2,1358,1.505,1.515,-,,-,-,-,-7,-
1.755,0.15,-,-,AMXO,  opt jul10,1.34,,-,1.31,1.36,-,,-,-,-,-,-
0.28,0.072,0.155,0.145,AHR,Anchor Res,0.155,2,146,0.135,0.16,-,,-,-,-,-2.05,-
3.58,1.80,3.36,3.26,AND,Andean Res Ltd,3.34,4,3104,3.29,3.37,-,,-,-,-,-4.64,-
1.30,1.00,-,-,ATM,Aneka Tambang cdi,1.20,,-,1.20,-,1.37,,0.51,0.10,1.14,0.7,171.4
0.066,0.018,0.046,0.043,AAR,Anglo Aust,0.044,-0.2,4940,0.044,0.047,-,,-,-,-,-0.14,-
10.50,7.65,9.49,9.40,AGG,Anglogold Ashanti,9.49,4,75,9.40,9.52,3.87,,-,8.69,0.41,-99.23,-
0.885,0.21,0.545,0.52,AZZ,Antares Energy,0.52,-2,4381,0.52,0.535,-,,-,-,-,-1.6,-
4.56,1.915,-,-,AVM,Anvil Min cdi,3.25,,-,3.05,3.19,-,,-,-,-,-23.97,-
