ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
XAO 4507.4 at 16:37 7/5/2010  Report at 19:06 Friday 7/5/2010. Processed 14:24 Sunday 9/5/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
0.39,0.086,0.175,0.16,TDO,3D Oil Ltd,0.175,,1192,0.16,0.185,-,,-,-,-,-0.27,-
0.026,0.009,0.02,0.02,DDD,3D Res Ltd,0.02,,1000,0.02,0.025,-,,-,-,-,-1.9,-
0.109,0.023,0.065,0.065,AAO,A'asia Gold,0.065,,754,0.06,0.065,-,,-,-,-,-1.28,-
0.02,0.012,-,-,AAOO,  opt apr13,0.02,,-,0.016,0.02,-,,-,-,-,-,-
0.70,0.33,0.37,0.33,ARH,A'asian Resour,0.35,-2.5,4724,0.35,0.37,-,,-,-,-,-1.4,-
0.42,0.13,0.21,0.19,AAM,A1 Min Ltd,0.21,-0.5,13749,0.205,0.215,-,,-,-,-,-3.56,-
0.07,0.01,0.023,0.019,ABU,ABM Res NL,0.022,,42187,0.022,0.023,-,,-,-,-,-4.09,-
0.25,0.11,0.11,0.11,AII,Abra Min Ltd,0.11,-7.5,69,0.12,0.185,-,,-,-,-,-1.94,-
0.60,0.30,0.34,0.32,ACB,A-Cap Res,0.34,0.5,2542,0.34,0.35,-,,-,0.14,-,-0.91,-
0.27,0.093,0.175,0.17,ACS,Accent Res NL,0.17,-1,1592,0.165,0.19,-,,-,-,-,-1.53,-
0.029,0.004,0.016,0.013,AEX,Acclaim Explore,0.015,,26650,0.014,0.016,-,,-,-,-,-0.38,-
0.003,0.003,-,-,AEXCD,  ctg,0.003,,-,0.001,0.02,-,,-,-,-,-,-
-,-,-,-,AEXO,  opt jun10,-,,-,-,0.003,-,,-,-,-,-,-
0.14,0.05,0.09,0.09,AIV,Activex Ltd,0.09,-2,9611,0.081,0.09,-,,-,-,-,-1.49,-
0.06,0.001,0.017,0.01,AIVO,  opt jul10,0.01,-1,700,0.01,0.031,-,,-,-,-,-,-
0.517,0.303,0.45,0.425,ADU,Adamus Res,0.445,0.5,13795,0.435,0.445,-,,-,-,-,-12.87,-
0.065,0.019,0.031,0.031,ADD,Adavale Resource,0.031,-0.2,245,0.031,0.038,-,,-,0.02,-,-0.96,-
0.215,0.105,0.145,0.14,ADE,Adelaide Energy,0.145,-0.5,7294,0.145,0.15,-,,-,-,-,0.97,14.9
0.395,0.068,0.175,0.155,ADN,Adelaide Res,0.175,0.5,2260,0.165,0.175,-,,-,-,-,-0.56,-
0.385,0.056,0.285,0.255,ADI,Adelphi Energy,0.275,-1.5,13804,0.27,0.28,-,,-,-,-,-4.27,-
1.65,0.485,0.88,0.82,ABY,Aditya Birla,0.86,-5,14377,0.86,0.87,-,,-,1.51,-,19.61,4.4
0.037,0.009,0.01,0.009,ADY,Admiralty Res,0.009,,137709,0.009,0.01,-,,-,-,-,0.09,10.0
0.125,0.036,0.037,0.037,AVD,Advance Energy,0.037,,372,0.03,0.037,-,,-,-,-,-3.1,-
1.12,0.50,0.54,0.515,AED,AED Oil Ltd,0.53,-0.5,3124,0.52,0.535,-,,-,1.03,-,-48.17,-
0.24,0.047,0.08,0.076,AFR,African Energy Res cdi,0.08,-0.7,1985,0.077,0.08,-,,-,-,-,-1.13,-
0.027,0.009,0.011,0.01,AAE,Agri Energy Ltd,0.01,-0.1,48620,0.011,0.012,-,,-,-,-,15.8,0.1
