AFR MINOIL MARKETS excluding fixed interest,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4106.2 at 2012-05-24T16:44:50. Report at Thursday, May 24, 2012. Processed Friday at 2012-05-25T01:00:07+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
.195,.068,.075,.068,TDO,3D Oil,.068,-.7,110,.07,.091,-,,-,-,-,-.62,-,,
.06,.029,-,-,DDD,3D Res,.033,-,-,-,-,-,,-,-,-,-.44,-,,
.355,.135,.14,.135,ARH,A'asian Resources,.135,-.5,407,.135,.145,-,,-,-,-,.47,28.7,,
.082,.033,.036,.035,ABU,ABM Res,.036,+.1,23772,.036,.037,-,,-,-,-,-.43,-,,
.125,.03,.031,.03,AJC,Acacia Coal,.03,-.1,1265,.03,.032,-,,-,-,-,-1.14,-,,
.45,.12,.155,.13,ACB,A-Cap Res,.13,-1.5,1528,.145,.155,-,,-,-,-,-2.06,-,,
.405,.22,.265,.235,ACS,Accent Res,.235,-3,385,.235,.29,-,,-,-,-,-.42,-,,
.245,.105,.125,.125,ACN,Acer Energy,.125,-,2328,.125,.13,-,,-,-,-,-4.59,-,,
.055,.016,.02,.019,AIV,ActiveX,.019,-.1,1000,.019,.023,-,,-,-,-,-.78,-,,
.014,.001,-,-,AIVO,  opt jul12,.001,-,-,-,-,-,,-,-,-,-,-,,
.037,.01,.015,.015,ADD,Adavale Resources,.015,-,1148,.015,.016,-,,-,.01,-,-.51,-,,
.13,.055,.065,.065,ADN,Adelaide Res,.065,+.4,27,.065,.07,-,,-,-,-,-.95,-,,
.80,.13,.135,.135,AAO,Adept Solutions,.135,+.5,100,.135,.15,-,,-,.10,-,-9.92,-,,
.075,.051,-,-,AAOO,  opt apr13,-,-,-,-,-,-,,-,-,-,-,-,,
1.83,.525,.545,.525,ABY,Aditya Birla,.53,-1.5,2485,.525,.54,9.00,,.94,-,16.98,8.48,6.3,,
.087,.043,.045,.045,ADY,Admiralty Res,.045,-.2,2564,.045,.047,-,,-,-,-,-.44,-,,
.014,.003,.004,.004,AVD,Advance Energy,.004,-,140,.004,.005,-,,-,-,-,-.73,-,,
.005,.001,-,-,AVDOA,  opt aug12,.001,-,-,-,-,-,,-,-,-,-,-,,
.11,.062,.086,.08,ADX,ADX Energy,.086,+.6,12742,.082,.086,-,,-,-,-,-1.93,-,,
.79,.16,.195,.185,AFR,African Energy Res cdi,.185,-.5,14359,.185,.19,-,,-,-,-,-1.92,-,,
.013,.004,.008,.008,AAE,Agri Energy,.008,+.1,12500,.007,.008,-,,-,-,-,-.23,-,,
.84,.20,-,-,AGR,Aguia Res,.23,-,-,.22,.24,-,,-,-,-,-9.22,-,,
12.30,4.95,6.08,5.89,AQG,Alacer Gold cdi,6.05,-6,9697,5.90,6.60,-,,-,-,-,28.59,21.2,,
.42,.23,.30,.30,AUQ,Alara Res,.30,-,4033,.30,.31,-,,-,-,-,-2.59,-,,
.258,.091,.10,.095,ALY,Alchemy Resources,.095,-,2241,.096,.10,-,,-,-,-,-1.68,-,,
.125,.037,.04,.038,AYN,Alcyone Res,.038,-.1,37759,.038,.039,-,,-,-,-,-.52,-,,
