ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
XAO 4613.0 at 16:41 7/9/2010  Report at 19:06 Tuesday 7/9/2010. Processed 19:49 Tuesday 7/9/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
0.39,0.125,0.16,0.155,TDO,3D Oil Ltd,0.155,-1,1475,0.15,0.155,-,,-,-,-,-0.27,-
0.049,0.016,0.031,0.028,DDD,3D Res Ltd,0.03,-0.5,7204,0.03,0.034,-,,-,-,-,-1.9,-
0.109,0.044,0.065,0.065,AAO,A'asia Cons Ltd,0.065,1.4,1800,0.06,0.065,-,,-,-,-,-1.28,-
0.02,0.011,-,-,AAOO,  opt apr13,0.011,,-,0.011,0.051,-,,-,-,-,-,-
0.67,0.21,0.25,0.25,ARH,A'asian Resour,0.25,,200,0.24,0.25,-,,-,-,-,-1.4,-
0.42,0.105,0.145,0.135,AAM,A1 Min Ltd,0.14,,7180,0.14,0.145,-,,-,-,-,-3.56,-
0.07,0.016,0.041,0.036,ABU,ABM Res NL,0.04,0.4,447322,0.039,0.041,-,,-,-,-,-4.09,-
0.25,0.086,-,-,AII,Abra Min Ltd,0.135,,-,0.125,0.135,-,,-,-,-,-1.98,-
0.60,0.28,0.33,0.32,ACB,A-Cap Res,0.33,,1085,0.325,0.33,-,,-,0.14,-,-0.91,-
0.25,0.13,0.23,0.23,ACS,Accent Res NL,0.23,,2500,0.23,0.24,-,,-,-,-,-1.53,-
0.029,0.004,0.019,0.017,AEX,Acclaim Explore,0.017,-0.1,24435,0.017,0.018,-,,-,-,-,-0.38,-
0.003,0.003,-,-,AEXCD,  ctg,0.003,,-,0.002,0.02,-,,-,-,-,-,-
0.14,0.05,0.064,0.064,AIV,Activex Ltd,0.064,,200,0.063,0.064,-,,-,-,-,-1.49,-
