ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
XAO 4825.5 at 16:34 11/3/2010  Report at 19:06 Thursday 11/3/2010. Processed 19:20 Thursday 11/3/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
0.39,0.07,0.26,0.245,TDO,3D Oil Ltd,0.26,1,3414,0.26,0.27,-,,-,-,-,-0.46,-
0.026,0.007,0.02,0.02,DDD,3D Res Ltd,0.02,-0.2,900,0.02,0.024,-,,-,-,-,-4.66,-
0.12,0.018,0.065,0.065,AAO,A'asia Gold,0.065,0.5,891,0.065,0.07,-,,-,-,-,-5.03,-
0.70,0.29,0.525,0.47,ARH,A'asian Resour,0.475,1.5,1961,0.475,0.50,-,,-,-,-,-2.85,-
0.42,0.11,0.305,0.30,AAM,A1 Min Ltd,0.305,,4943,0.30,0.305,-,,-,-,-,-3.99,-
0.07,0.006,0.027,0.026,ABU,ABM Res NL,0.026,-0.1,52831,0.025,0.026,-,,-,-,-,-0.65,-
0.25,0.15,-,-,AII,Abra Min Ltd,0.165,,-,0.125,0.16,-,,-,-,-,-1.39,-
0.60,0.11,0.35,0.345,ACB,A-Cap Res,0.35,,1732,0.35,0.36,-,,-,-,-,-2.93,-
0.27,0.075,0.195,0.195,ACS,Accent Res NL,0.195,,500,0.19,0.195,-,,-,-,-,-1.37,-
0.029,0.003,0.026,0.023,AEX,Acclaim Explore,0.024,-0.3,169994,0.023,0.024,-,,-,-,-,-1.52,-
0.003,0.003,-,-,AEXCD,  ctg,0.003,,-,0.002,0.025,-,,-,-,-,-,-
0.12,0.046,0.082,0.082,AIV,Activex Ltd,0.082,,60,0.076,0.08,-,,-,-,-,-1.49,-
0.06,0.001,-,-,AIVO,  opt jul10,0.012,,-,0.013,0.016,-,,-,-,-,-,-
0.53,0.31,0.405,0.39,ADU,Adamus Res,0.40,,22011,0.40,0.41,-,,-,-,-,-12.87,-
