ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
XAO 4939.4 at 17:02 19/4/2010  Report at 19:05 Monday 19/4/2010. Processed 19:14 Monday 19/4/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
0.39,0.072,0.195,0.185,TDO,3D Oil Ltd,0.185,-0.5,410,0.185,0.195,-,,-,-,-,-0.27,-
0.026,0.007,-,-,DDD,3D Res Ltd,0.021,,-,0.02,0.021,-,,-,-,-,-1.9,-
0.109,0.023,0.07,0.07,AAO,A'asia Gold,0.07,,487,0.07,0.075,-,,-,-,-,-1.28,-
-,-,-,-,AAON,  def,-,,-,-,-,-,,-,-,-,-,-
0.012,0.012,0.012,0.012,AAOO,  optapr13d,0.012,,487,0.013,-,-,,-,-,-,-,-
0.70,0.375,0.48,0.45,ARH,A'asian Resour,0.47,-1.5,1143,0.455,0.47,-,,-,-,-,-1.4,-
0.42,0.11,0.235,0.225,AAM,A1 Min Ltd,0.23,-0.5,5177,0.225,0.23,-,,-,-,-,-3.56,-
0.07,0.006,0.026,0.025,ABU,ABM Res NL,0.025,-0.1,40903,0.024,0.025,-,,-,-,-,-4.09,-
0.25,0.14,-,-,AII,Abra Min Ltd,0.185,,-,0.14,0.20,-,,-,-,-,-1.94,-
0.60,0.22,0.40,0.39,ACB,A-Cap Res,0.40,,6338,0.38,0.405,-,,-,0.14,-,-0.91,-
0.27,0.086,0.205,0.205,ACS,Accent Res NL,0.205,,850,0.205,0.21,-,,-,-,-,-1.53,-
0.029,0.004,0.019,0.017,AEX,Acclaim Explore,0.018,,29509,0.017,0.019,-,,-,-,-,-0.38,-
0.003,0.003,-,-,AEXCD,  ctg,0.003,,-,0.001,0.025,-,,-,-,-,-,-
-,-,-,-,AEXO,  opt jun10,-,,-,-,0.005,-,,-,-,-,-,-
0.14,0.05,0.13,0.13,AIV,Activex Ltd,0.13,-0.5,450,0.13,0.14,-,,-,-,-,-1.49,-
0.06,0.001,-,-,AIVO,  opt jul10,0.05,,-,0.044,0.05,-,,-,-,-,-,-
0.517,0.303,0.435,0.42,ADU,Adamus Res,0.425,0.5,2890,0.42,0.435,-,,-,-,-,-12.87,-
-,-,-,-,ADUN,  def,-,,-,-,-,-,,-,-,-,-,-
0.065,0.018,0.042,0.034,ADD,Adavale Resource,0.042,0.7,2230,0.035,0.04,-,,-,0.02,-,-0.96,-
0.215,0.09,0.16,0.155,ADE,Adelaide Energy,0.16,,530,0.155,0.16,-,,-,-,-,0.97,16.5
0.395,0.064,0.205,0.20,ADN,Adelaide Res,0.20,-0.5,3204,0.20,0.205,-,,-,-,-,-0.56,-
0.385,0.045,0.275,0.26,ADI,Adelphi Energy,0.265,-1.5,2104,0.265,0.27,-,,-,-,-,-4.27,-
1.65,0.26,1.08,1.04,ABY,Aditya Birla,1.05,-7,11791,1.045,1.055,-,,-,1.42,-,-17.34,-
0.037,0.009,0.012,0.011,ADY,Admiralty Res,0.011,,366563,0.01,0.011,-,,-,-,-,0.09,12.2
0.125,0.036,0.043,0.042,AVD,Advance Energy,0.042,,900,0.041,0.049,-,,-,-,-,-3.1,-
1.24,0.50,0.635,0.62,AED,AED Oil Ltd,0.62,-0.5,1538,0.62,0.635,-,,-,1.03,-,-48.17,-
0.24,0.032,0.11,0.105,AFR,African Energy Res cdi,0.105,-0.5,3861,0.105,0.11,-,,-,-,-,-1.13,-
0.027,0.009,-,-,AAE,Agri Energy Ltd,0.013,,-,0.012,0.013,-,,-,-,-,15.8,0.1
0.245,0.14,-,-,ALG,Alamar Res Ltd,0.19,,-,0.185,0.22,-,,-,-,-,-1.34,-
-,-,-,-,ALGO,  opt mar13,-,,-,0.029,0.08,-,,-,-,-,-,-
0.25,0.048,0.12,0.12,AUQ,Alara Res Ltd,0.12,,25,0.105,0.12,-,,-,-,-,-1.9,-
1.27,0.05,0.71,0.685,ALY,Alchemy Resource,0.685,-3,4283,0.685,0.69,-,,-,-,-,-3.2,-
0.96,0.002,0.425,0.425,ALYO,  opt aug10,0.425,-2.5,80,0.40,0.44,-,,-,-,-,-,-
0.06,0.028,0.03,0.029,AYN,Alcyone Res Ltd,0.029,-0.1,5769,0.029,0.03,-,,-,-,-,-6.05,-
