ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5348.9 at 2014-12-08T16:40:36. Report at Monday, December 8, 2014. Processed Tuesday at 2014-12-09T01:00:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
.935,.003,.905,.87,1PG,1-Page,.89,+1.5,4373,.885,.89,-,,-,-,-,-.20,-,,
.135,.063,.066,.064,TDO,3D Oil,.064,-.3,1020,.061,.064,-,,-,-,-,-.54,-,,
.029,.007,-,-,DDD,3D Res,.007,-,-,.007,.008,-,,-,-,-,.25,2.8,,
.056,.011,.011,.011,ARH,A'asian Resources,.011,-,600,.011,.016,-,,-,-,-,-1.30,-,,
.13,.026,.036,.035,AYC,A1 Gold,.036,+.1,139,.028,.036,-,,-,-,-,-.61,-,,
.01,.004,-,-,AYCO,  opt nov19,.009,-,-,.006,.013,-,,-,-,-,-,-,,
.48,.21,.24,.23,ABU,ABM Res,.24,-,369,.23,.24,-,,-,-,-,-53.55,-,,
.013,.003,-,-,AJC,Acacia Coal,.003,-,-,.003,.004,-,,-,-,-,-.68,-,,
.08,.041,.054,.054,ACB,A-Cap Res,.054,-,2179,.054,.056,-,,-,-,-,-.79,-,,
.23,.14,-,-,ACS,Accent Res,.14,-,-,.14,.20,-,,-,-,-,-1.47,-,,
.025,.011,.022,.022,AIV,ActiveX,.022,-.3,2120,.022,.024,-,,-,-,-,-.21,-,,
.14,.002,-,-,ADD,Adavale Resources,-,-,-,.03,.045,-,,-,-,-,-6.60,-,,
.073,.023,-,-,ADN,Adelaide Res,.026,-,-,.027,.032,-,,-,-,-,-2.96,-,,
.009,.006,-,-,ADNO,  opt sep16,.006,-,-,.006,.009,-,,-,-,-,-,-,,
.38,.15,.23,.21,ABY,Aditya Birla,.21,-,1957,.21,.215,-,,-,1.07,-,-53.74,-,,
.034,.011,.028,.027,ADY,Admiralty Res,.027,-.2,2791,.027,.031,-,,-,-,-,-.43,-,,
.018,.006,.007,.006,ADX,ADX Energy,.007,+.1,6466,.006,.008,-,,-,-,-,-.60,-,,
.24,.10,.10,.10,AQR,AEON Metals,.10,-.5,2210,.10,.12,-,,-,-,-,-2.09,-,,
.009,.001,.003,.003,ACJ,African Chrome Flds,.003,-,5,.003,.004,-,,-,-,-,-.12,-,,
.12,.051,.054,.051,AFR,African Energy Res cdi,.051,-.3,4432,.05,.051,-,,-,-,-,-1.65,-,,
.075,.035,.04,.04,AGR,Aguia Res,.04,-.3,1676,.038,.04,-,,-,-,-,-7.57,-,,
3.63,1.815,2.49,2.39,AQG,Alacer Gold cdi,2.42,-10,11340,2.41,2.43,2.20,,-,-,.91,-5.88,-,,
.14,.017,.017,.017,AUQ,Alara Res,.017,-,2930,.017,.025,-,,-,-,-,.30,5.7,,
.12,.015,-,-,ALY,Alchemy Resources,.015,-,-,.015,.018,-,,-,-,-,-1.00,-,,
.33,.084,-,-,AQI,Alicanto Min,.085,-,-,.066,.085,-,,-,-,-,-6.70,-,,
.47,.17,.215,.205,ALK,Alkane Res,.21,-,2202,.21,.215,-,,-,-,-,-1.70,-,,
.028,.007,-,-,AHQ,Allegiance Coal,.023,-,-,.009,.023,-,,-,-,-,-.86,-,,
.27,.072,.079,.075,AGS,Alliance Res,.079,+.4,1076,.077,.08,-,,-,-,-,-4.98,-,,
.06,.024,.025,.024,AGE,Alligator Energy,.024,-.1,13000,.023,.024,-,,-,-,-,-.47,-,,
.011,.005,-,-,AYR,Alloy Res,.007,-,-,.006,.008,-,,-,-,-,-.12,-,,
.11,.07,.095,.095,ATC,Altech Chemicals,.095,+.1,1000,.087,.09,-,,-,-,-,-3.40,-,,
.02,.002,-,-,ATCO,  opt may15,.003,-,-,-,.005,-,,-,-,-,-,-,,
.245,.14,.235,.23,AOH,Altona Min,.235,-,9608,.235,.24,-,,-,-,-,2.40,9.8,,
.245,.05,.07,.07,AJM,Altura Min,.07,+.5,780,.065,.075,-,,-,-,-,-1.54,-,,
1.795,.982,1.76,1.72,AWC,Alumina,1.76,+3,100526,1.755,1.76,-,,-,1.00,-,-1.68,-,,
1.35,.70,-,-,AXZ,Amex Res,.70,-,-,.50,.80,-,,-,-,-,-17.05,-,,
.105,.06,.07,.067,AEK,Anatolia Energy,.07,-,14076,.066,.07,-,,-,-,-,-1.00,-,,
.006,.002,-,-,AEKO,  opt jun17,.006,-,-,.002,-,-,,-,-,-,-,-,,
.19,.19,-,-,AHR,Anchor Res,.19,-,-,.05,.19,-,,-,-,-,-2.05,-,,
1.10,1.075,-,-,ATM,Aneka Tambang cdi,1.10,-,-,-,-,.38,,-,-,.35,-3998.73,-,,
.04,.004,.008,.008,AAR,Anglo Aust Res,.008,-,2910,.008,.01,-,,-,-,-,-.67,-,,
4.31,1.98,2.10,2.10,AGG,Anglogold Ashanti cdi,2.10,-8,22,1.905,2.10,-,,-,8.89,-,-401.41,-,,
.05,.019,.032,.03,AWV,Anova Metals,.03,-.2,9221,.015,.03,-,,-,-,-,-1.61,-,,
.68,.275,.285,.275,AZZ,Antares Energy,.275,-1,6676,.275,.29,-,,-,-,-,1.00,27.5,,
.21,.001,.155,.15,AVD,Antilles Oil & Gas,.15,-,350,.15,.18,-,,-,-,-,-1120.00,-,,
.028,.004,.006,.006,AZY,Antipa Min,.006,-,3518,.005,.006,-,,-,-,-,-.73,-,,
.004,.002,-,-,AZYO,  opt may16,.004,-,-,.001,.004,-,,-,-,-,-,-,,
.006,.001,-,-,AZYOA,  opt dec14,.003,-,-,-,.001,-,,-,-,-,-,-,,
.007,.002,-,-,AAL,APAC Coal,.003,-,-,.002,.004,-,,-,-,-,-.32,-,,
.027,.01,-,-,AQQ,Aphrodite Gold,.013,-,-,.01,.012,-,,-,-,-,-.12,-,,
.08,.018,-,-,AOP,Apollo Cons,.019,-,-,.012,.029,-,,-,-,-,-1.50,-,,
.044,.009,.009,.009,AON,Apollo Minerals,.009,-,1466,.008,.009,-,,-,-,-,-3.78,-,,
.50,.235,.28,.27,AQP,Aquarius Platinum,.27,-1,39,.27,.28,-,,-,-,-,-1.47,-,,
.105,.048,.051,.048,ARU,Arafura Resources,.048,-.2,982,.048,.052,-,,-,-,-,-1.60,-,,
.007,.003,.004,.004,ARX,ARC Explore,.004,+.1,1960,.003,.004,-,,-,-,-,-.24,-,,
.235,.135,.15,.15,AXE,Archer Explore,.15,-,7803,.15,.16,-,,-,-,-,-.80,-,,
.017,.005,.009,.009,AWO,Ardent Res,.009,-.1,150,.009,.015,-,,-,-,-,-.25,-,,
.02,.004,.007,.006,ADV,Ardiden,.006,-,6000,.006,.007,-,,-,-,-,-.40,-,,
