ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4972.4 at 2011-04-14T16:40:08. Report at Thursday, April 14, 2011. Processed Friday at 2011-04-15T01:00:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
.285,.14,.20,.19,TDO,3D Oil,.20,+.5,901,.185,.205,-,,-,-,-,-.44,-,,
.062,.019,-,-,DDD,3D Res,.056,-,-,.051,.053,-,,-,-,-,-.93,-,,
.295,.044,-,-,AAO,A'asia Consolidated,.20,-,-,.195,.20,-,,-,-,-,-1.22,-,,
.16,.011,-,-,AAOO,  opt apr13,.095,-,-,.08,.105,-,,-,-,-,-,-,,
.63,.20,.32,.32,ARH,A'asian Resources,.32,+.5,61,.32,.355,-,,-,-,-,.57,56.1,,
.27,.039,.05,.047,AAM,A1 Minerals,.047,-.4,3756,.047,.051,-,,-,-,-,-2.95,-,,
.045,.016,.044,.042,ABU,ABM Res,.042,-.1,150595,.042,.043,-,,-,-,-,.82,5.1,,
.39,.086,.38,.375,AII,Abra Min,.38,-,1249,.375,.385,-,,-,-,-,-1.98,-,,
.76,.28,.34,.33,ACB,A-Cap Res,.34,+1,1927,.33,.35,-,,-,-,-,-2.10,-,,
.46,.13,.24,.24,ACS,Accent Res,.24,-,50,.24,.25,-,,-,-,-,-.69,-,,
.027,.004,.005,.004,AEX,Acclaim Explore,.005,-,19052,.004,.005,-,,-,-,-,-.21,-,,
.004,.003,-,-,AEXCD,  ctg,.004,-,-,-,.005,-,,-,-,-,-,-,,
.14,.048,.056,.056,AIV,Activex,.056,-,9000,.055,.056,-,,-,-,-,-1.06,-,,
.895,.387,.715,.695,ADU,Adamus Res,.705,-1,2607,.695,.71,-,,-,-,-,-38.53,-,,
.046,.015,.029,.029,ADD,Adavale Resources,.029,+.1,650,.029,.03,-,,-,.02,-,-.61,-,,
.185,.06,.155,.145,ADE,Adelaide Energy,.145,-.5,11607,.15,.155,-,,-,-,-,.37,39.2,,
.27,.125,.155,.15,ADN,Adelaide Res,.15,-.5,4700,.15,.155,-,,-,-,-,-.58,-,,
1.835,.62,1.79,1.71,ABY,Aditya Birla,1.73,-3,12336,1.71,1.735,-,,-,1.61,-,18.71,9.2,,
.06,.023,.04,.039,ADY,Admiralty Res,.04,-,29051,.039,.04,-,,-,-,-,3.01,1.3,,
.043,.007,-,-,AVD,Advance Energy,.017,-,-,.017,.018,-,,-,-.02,-,-4.95,-,,
.01,.002,-,-,AVDOA,  opt aug12,.003,-,-,.004,.006,-,,-,-,-,-,-,,
.265,.082,.091,.089,ADX,ADX Energy,.09,+.1,5797,.09,.093,-,,-,-,-,-.76,-,,
.64,.21,.24,.235,AED,AED Oil,.235,-.5,1472,.23,.235,-,,-,.89,-,-3.48,-,,
1.045,.064,.85,.82,AFR,African Energy Res cdi,.845,+4,49441,.835,.845,-,,-,-,-,-.63,-,,
.45,.086,.29,.25,AKI,African Iron,.275,-1,5146,.265,.275,-,,-,-,-,1.05,26.2,,
.25,.015,.10,.10,AKIOA,  opt dec13,.10,-1,750,.10,.11,-,,-,-,-,-,-,,
.033,.009,-,-,AAE,Agri Energy,.018,-,-,.017,.017,-,,-,-,-,-15.73,-,,
1.56,.405,.91,.89,AGR,Aguia Res,.89,-3,1211,.895,.965,-,,-,-,-,-5.47,-,,
10.09,7.61,10.09,9.95,AQG,Alacer Gold Corp cdi,10.08,+23,5093,9.95,10.09,-,,-,-,-,-,-,,
.675,.15,.675,.61,ALG,Alamar Res,.64,+3,1130,.61,.68,-,,-,-,-,-2.23,-,,
.40,.03,-,-,ALGO,  opt mar13,.40,-,-,.35,.50,-,,-,-,-,-,-,,
.51,.08,.42,.375,AUQ,Alara Res,.385,-1.5,16282,.385,.39,-,,-,-,-,-3.44,-,,
.30,.039,.16,.14,ALB,Albidon cdi,.14,-,9949,.135,.14,-,,-,-,-,18.52,.8,,
.815,.26,.32,.31,ALY,Alchemy Resources,.315,+.5,1370,.31,.33,-,,-,-,-,-2.22,-,,
.14,.019,.14,.125,AYN,Alcyone Res,.14,+1.5,703124,.14,.145,-,,-,-,-,-.20,-,,
.039,.021,-,-,AYNOB,  opt sep11,.033,-,-,-,.024,-,,-,-,-,-,-,,
2.62,.23,2.62,2.51,ALK,Alkane Res,2.59,+9,26355,2.56,2.60,-,,-,-,-,3.00,86.3,,
.54,.27,.28,.27,AGS,Alliance Res,.27,-1,2134,.27,.275,-,,-,-,-,-1.90,-,,
.76,.29,.645,.625,ALD,Allied Gold,.63,-2,2765,.63,.645,-,,-,.35,-,6.45,9.8,,
.245,.12,.15,.14,AGE,Alligator Energy,.145,-.5,2047,.145,.15,-,,-,-,-,-,-,,
.067,.018,.035,.035,AYR,Alloy Res,.035,-,900,.036,.038,-,,-,-,-,-.31,-,,
.452,.084,.275,.265,AOH,Altona Min,.27,-.5,19498,.26,.28,-,,-,-,-,.57,47.4,,
.311,.115,.15,.145,AJM,Altura Min,.145,-.5,276,.145,.15,-,,-,-,-,1.30,11.2,,
.065,.022,-,-,AJMOA,  opt aug11,.024,-,-,.025,.03,-,,-,-,-,-,-,,
2.72,1.45,2.49,2.42,AWC,Alumina,2.48,-2,115882,2.46,2.49,6.17,f,.22,1.13,2.49,1.38,179.7,,
.315,.175,.28,.265,AMU,Amadeus Energy,.28,-,495,.27,.28,-,,-,.29,-,-2.64,-,,
.615,.115,.615,.60,AXZ,Amex Res,.61,+1,1100,.63,.65,-,,-,-,-,-2.13,-,,
3.42,1.23,2.69,2.60,AMX,Ampella Min,2.69,-,640,2.65,2.77,-,,-,-,-,-11.95,-,,
.33,.12,-,-,AHR,Anchor Res,.275,-,-,.275,.28,-,,-,-,-,-1.46,-,,
1.365,1.14,-,-,ATM,Aneka Tambang cdi,1.25,-,-,.125,-,1.42,,1.35,.11,1.14,1.91,65.4,,
.066,.018,.022,.022,AAR,Anglo Aust Res,.022,-,4243,.022,.023,-,,-,-,-,-.15,-,,
10.50,8.10,9.30,9.16,AGG,Anglogold Ashanti cdi,9.30,+8,13,8.65,9.30,4.27,,-,8.69,.46,-99.23,-,,
.86,.29,.41,.40,AZZ,Antares Energy,.40,-1,8552,.395,.405,-,,-,-,-,26.56,1.5,,
7.30,2.96,6.50,6.43,AVM,Anvil Min cdi,6.43,-2,50,6.43,6.50,-,,-,-,-,-23.97,-,,
.065,.02,-,-,AAL,APAC Coal,.022,-,-,.021,.024,-,,-,-,-,-.19,-,,
.026,.011,.012,.011,AXM,Apex Minerals,.012,+.1,96931,.011,.012,-,,-,-,-,-.87,-,,
.008,.002,.003,.003,AXMO,  opt nov12,.003,-.1,2093,.003,.004,-,,-,-,-,-,-,,
.175,.086,.11,.105,AQQ,Aphrodite Gold,.11,-,674,.105,.11,-,,-,-,-,-.32,-,,
.042,.021,.025,.025,AQQO,  opt dec13,.025,-.5,2375,.026,.031,-,,-,-,-,-,-,,
.18,.069,-,-,AON,Apollo Minerals,.075,-,-,.077,.082,-,,-,-,-,-3.96,-,,
.025,.01,-,-,AONO,  opt nov11,.011,-,-,.011,-,-,,-,-,-,-,-,,
7.54,3.89,5.46,5.24,AQP,Aquarius Platinum,5.33,-11,12623,5.25,5.46,8.27,,3.18,-,1.55,26.29,20.3,,
10.31,6.26,9.53,9.27,AQA,Aquila Res,9.47,-3,3639,9.25,9.47,-,,-,-,-,-10.50,-,,
1.79,.38,1.395,1.34,ARU,Arafura Resources,1.36,+1,12810,1.36,1.37,-,,-,-,-,-3.00,-,,
.325,.15,.29,.28,AAG,Aragon Res,.28,-,667,.28,.29,-,,-,-,-,1.60,17.5,,
.053,.015,.035,.035,ARX,ARC Explore,.035,-,27083,.034,.035,-,,-,-,-,-.67,-,,
.016,.001,-,-,ARXO,  opt jun12,.002,-,-,.004,-,-,,-,-,-,-,-,,
.32,.085,-,-,AXE,Archer Explore,.245,-,-,.22,.24,-,,-,-,-,-1.07,-,,
.24,.073,.22,.205,ARD,Argent Minerals,.215,+.5,3648,.20,.21,-,,-,-,-,-7.23,-,,
.05,.01,.035,.033,ARDO,  optjun11,.033,-.2,1530,.032,.034,-,,-,-,-,-,-,,
.375,.23,.255,.25,AVK,Argentina Min,.25,-,2173,.25,.255,-,,-,-,-,-,-,,
.22,.061,.105,.105,AVKO,  opt mar15,.105,+.5,375,.105,.115,-,,-,-,-,-,-,,
.16,.034,.10,.092,AXT,Argo Explore,.092,-.8,748,.092,.095,-,,-,-,-,-.91,-,,
.195,.047,.098,.092,ARE,Argonaut Res,.092,-,2942,.092,.098,-,,-,-,-,-1.15,-,,
