ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
XAO 4540.0 at 16:47 3/11/2009  Report at 19:05 Tuesday 3/11/2009. Processed 20:19 Tuesday 3/11/2009.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
0.325,0.048,-,-,TDO,3D Oil Ltd,0.25,,-,0.255,0.27,-,,-,-,-,-0.46,-
0.026,0.007,-,-,DDD,3D Res Ltd,0.021,,-,0.022,0.025,-,,-,-,-,-4.66,-
0.12,0.014,-,-,AAO,A'asia Gold,0.10,,-,0.093,0.11,-,,-,-,-,-5.03,-
0.70,0.29,0.495,0.465,ARH,A'asian Resour,0.495,3,293,0.455,0.49,-,,-,-,-,-2.85,-
0.245,0.06,0.24,0.22,AAM,A1 Min Ltd,0.22,-2,5697,0.22,0.24,-,,-,-,-,-3.99,-
0.07,0.006,0.035,0.034,ABU,ABM Res NL,0.034,,3550,0.034,0.035,-,,-,-,-,-0.65,-
0.33,0.13,-,-,AII,Abra Min Ltd,0.205,,-,0.18,0.225,-,,-,-,-,-1.39,-
0.60,0.08,0.375,0.37,ACB,A-Cap Res,0.37,-0.5,590,0.37,0.39,-,,-,-,-,-2.93,-
0.27,0.055,-,-,ACS,Accent Res NL,0.16,,-,0.15,0.16,-,,-,-,-,-1.37,-
0.008,0.003,0.006,0.006,AEX,Acclaim Explore,0.006,,9000,0.005,0.006,-,,-,-,-,-1.52,-
0.003,0.003,-,-,AEXCD,  ctg,0.003,,-,0.001,-,-,,-,-,-,-,-
0.12,0.028,-,-,AIV,Activex Ltd,0.095,,-,0.09,0.10,-,,-,-,-,-1.66,-
0.06,0.001,-,-,AIVO,  opt jul10,0.055,,-,0.045,0.06,-,,-,-,-,-,-
0.53,0.10,0.41,0.375,ADU,Adamus Res,0.41,-0.5,2941,0.40,0.41,-,,-,-,-,-10.25,-
0.065,0.01,0.049,0.046,ADD,Adavale Resource,0.046,-0.4,1230,0.045,0.049,-,,-,0.03,-,-0.3,-
0.16,0.035,0.125,0.115,ADE,Adelaide Energy,0.12,-0.5,2094,0.115,0.12,-,,-,-,-,1.39,8.6
0.37,0.04,-,-,ADN,Adelaide Res,0.20,,-,0.25,0.215,-,,-,-,-,4.86,4.1
0.30,0.045,0.13,0.13,ADI,Adelphi Energy,0.13,-0.5,100,0.13,0.145,-,,-,-,-,-5.87,-
1.65,0.096,1.28,1.18,ABY,Aditya Birla,1.18,-5,7729,1.18,1.21,-,,-,1.42,-,-17.34,-
0.054,0.008,0.018,0.017,ADY,Admiralty Res,0.018,0.1,31063,0.017,0.018,-,,-,-,-,-2.73,-
-,-,-,-,ADYN,  def,-,,-,-,-,-,,-,-,-,-,-
0.125,0.025,-,-,AVD,Advance Energy,0.10,,-,0.086,0.10,-,,-,0.04,-,-1.06,-
