AFR MINOIL MARKETS excluding fixed interest,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4327.3 at 2012-04-11T16:47:55. Report at Wednesday, April 11, 2012. Processed Thursday at 2012-04-12T01:00:07+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
.215,.069,.085,.085,TDO,3D Oil,.085,+.5,810,.085,.09,-,,-,-,-,-.62,-,,
.06,.035,-,-,DDD,3D Res,.039,-,-,.034,.038,-,,-,-,-,-.44,-,,
.37,.15,.175,.16,ARH,A'asian Resources,.17,-1,8632,.17,.175,-,,-,-,-,.47,36.2,,
.082,.033,.047,.046,ABU,ABM Res,.047,-,23823,.046,.047,-,,-,-,-,-.43,-,,
.155,.038,.041,.04,AJC,Acacia Coal,.04,-.3,8692,.039,.042,-,,-,-,-,-1.14,-,,
.45,.165,.275,.24,ACB,A-Cap Res,.27,+3,19118,.27,.275,-,,-,-,-,-2.06,-,,
.405,.22,.22,.22,ACS,Accent Res,.22,-3,500,.22,.225,-,,-,-,-,-.42,-,,
.245,.105,.21,.205,ACN,Acer Energy,.205,-1,841,.20,.21,-,,-,-,-,-4.59,-,,
.062,.019,-,-,AIV,ActiveX,.02,-,-,.02,.021,-,,-,-,-,-.78,-,,
.014,.001,-,-,AIVO,  opt jul12,.001,-,-,-,-,-,,-,-,-,-,-,,
.037,.01,.015,.015,ADD,Adavale Resources,.015,-,2238,.014,.015,-,,-,.01,-,-.51,-,,
.165,.055,.09,.09,ADN,Adelaide Res,.09,-.4,8085,.089,.094,-,,-,-,-,-.95,-,,
.80,.135,.18,.175,AAO,Adept Solutions,.175,-1.5,647,.175,.19,-,,-,.10,-,-9.92,-,,
.11,.051,-,-,AAOO,  opt apr13,-,-,-,-,-,-,,-,-,-,-,-,,
1.95,.675,.695,.675,ABY,Aditya Birla,.68,-1.5,2544,.675,.69,9.00,,1.41,1.67,13.24,12.66,5.4,,
.096,.038,.047,.047,ADY,Admiralty Res,.047,-,1873,.046,.048,-,,-,-,-,-.44,-,,
.02,.004,.004,.004,AVD,Advance Energy,.004,-,1484,.004,.005,-,,-,-,-,-.73,-,,
.005,.001,-,-,AVDOA,  opt aug12,.001,-,-,-,-,-,,-,-,-,-,-,,
.11,.062,.091,.088,ADX,ADX Energy,.09,-.1,9258,.089,.091,-,,-,-,-,-1.93,-,,
.915,.225,.27,.26,AFR,African Energy Res cdi,.27,-,13572,.27,.275,-,,-,-,-,-1.92,-,,
.018,.004,-,-,AAE,Agri Energy,.007,-,-,-,-,-,,-,-,-,-.23,-,,
1.00,.29,.30,.29,AGR,Aguia Res,.30,-1,2885,.26,.30,-,,-,-,-,-9.22,-,,
12.30,7.60,8.05,7.90,AQG,Alacer Gold cdi,7.99,+11,1546,7.91,8.05,-,,-,-,-,28.59,27.9,,
.42,.23,.38,.365,AUQ,Alara Res,.38,+.5,3930,.37,.38,-,,-,-,-,-2.59,-,,
.327,.114,.14,.14,ALY,Alchemy Resources,.14,-.5,300,.14,.15,-,,-,-,-,-1.68,-,,
.145,.066,.072,.066,AYN,Alcyone Res,.068,-.4,127540,.067,.068,-,,-,-,-,-.52,-,,
2.706,.882,1.34,1.31,ALK,Alkane Res,1.325,-5.5,7922,1.325,1.345,-,,-,-,-,-1.00,-,,
